Gene = SNAPC3
index = 1288
Annotated 5SS: [  490  1283 10933 22003 24541 28699 30502 35364]
Annotated 3SS: [ 1204 10847 21897 24390 28615 30336 35255 37014]
SMsplice 5SS: [  490  1283 10933 22003 24541 28699 30237 30502 35364 37610 39102]
SMsplice 3SS: [ 1204 10847 21897 24390 28615 30110 30336 35255 37501 38926 40862]
top_k =  100
Partition function (log Z): -20.49162100594596

Sorted 5' Splice Sites (High to Low Probability):
Position 490: 0.9811312962300338
Position 10933: 0.9750110754355673
Position 1283: 0.8240358627272588
Position 1234: 0.14777537757447032
Position 8068: 0.1326423448822161
Position 919: 0.05931589040236484
Position 1119: 0.008715258636243292
Position 846: 0.008590536470636519
Position 215: 0.00847540505832403
Position 195: 0.005854067970540249
Position 482: 0.0037131127527147163
Position 1124: 0.0036762773361864996
Position 207: 0.00193614827683712
Position 1111: 0.0018298767802211035
Position 268: 0.00155691043583259
Position 840: 0.001078574844018822
Position 897: 0.0009068114559732804
Position 1485: 0.0007171744005774314
Position 305: 0.0005313834792888693
Position 494: 9.104047558949683e-05
Position 165: 1.859213724110909e-05
Position 3: 1.6118572937659206e-05
Position 1272: 1.1696454274435046e-05
Position 47: 5.076604710562789e-06
Position 219: 1.4925543801211685e-06
Position 205: 9.760896527463203e-07
Position 484: 3.2746263081434664e-07
Position 877: 6.676962720021805e-08
Position 1068: 4.6255799772855075e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10847: 0.9895549336766691
Position 1204: 0.857080014024887
Position 16330: 0.2715008818400969
Position 16058: 0.214778623442181
Position 13163: 0.15577448154150675
Position 7977: 0.13422238524659022
Position 1006: 0.13076504795534427
Position 12247: 0.08446612622137291
Position 16350: 0.08230120226111691
Position 14139: 0.06553247206439271
Position 814: 0.04778895273458124
Position 15542: 0.036898679710033376
Position 14164: 0.035467537302308935
Position 11728: 0.008689924738035306
Position 11660: 0.007746827693601699
Position 400: 0.006869738997839516
Position 754: 0.0061071487585849
Position 11537: 0.004872094465676589
Position 656: 0.0038666260961794517
Position 11180: 0.003515630628182443
Position 11133: 0.003466593527059475
Position 622: 0.003270031181278906
Position 771: 0.0019678262834519
Position 2454: 0.0015318800486028563
Position 1776: 0.0014486523754807103
Position 639: 0.0007791659476484535
Position 776: 0.0007058826890608176
Position 1398: 0.0006831185336556338
Position 2426: 0.0006678677230798263
Position 1667: 0.0006157362022064952
Position 1934: 0.0005940244875089218
Position 831: 0.0004574593057270562
Position 396: 0.000433666881284356
Position 3177: 0.0003982312348186076
Position 421: 0.0003658606126908269
Position 4077: 0.0003078797378094058
Position 791: 0.0002914782083560721
Position 3096: 0.0002858590838838991
Position 2877: 0.00022955062465085607
Position 3542: 0.0001729858361799265
Position 3202: 0.0001601367055466201
Position 366: 0.0001499921095496854
Position 266: 0.00014418399452534433
Position 783: 0.00012896228878131976
Position 3515: 0.0001235820386898232
Position 3731: 9.965050621800815e-05
Position 1430: 8.811223172088396e-05
Position 2219: 7.267175855199113e-05
Position 2216: 7.22589426903858e-05
Position 2058: 6.826601236424876e-05
Position 1160: 1.8795289888265237e-05
Position 1348: 1.1311818337321227e-05
Position 756: 1.0609465811393907e-05
Position 1119: 3.910694280101182e-06
Position 370: 3.0615332631433386e-06
Position 1052: 2.9566256386474278e-06
Position 438: 2.891628847001108e-06
Position 683: 2.8171675319323507e-06
Position 404: 1.567790294445961e-06
