Gene = ACOT7
index = 25
Annotated 5SS: [   320  36065  46381  52337  58515  67322  90950 104712]
Annotated 3SS: [ 35946  46223  52244  58399  67234  90832 104526 121117]
SMsplice 5SS: [   320    709  11721  25244  34393  36065  39933  46381  52337  58515
  67322  76800  84831  90950  99935 104712 111830 112994]
SMsplice 3SS: [   522  11651  25124  34209  35946  39843  46223  52142  58399  67234
  76619  84662  90832  99813 104526 111693 112865 121117]
top_k =  100
Partition function (log Z): -64.42807052858221

Sorted 5' Splice Sites (High to Low Probability):
Position 709: 0.7339063256379202
Position 320: 0.6023567826795874
Position 178: 0.340819581852902
Position 11721: 0.1586231867824358
Position 267: 0.026099691139021886
Position 557: 0.018036623404450423
Position 422: 0.01723390823203321
Position 3535: 0.013508918002351098
Position 3143: 0.007058316922871798
Position 120: 0.0070118764322406
Position 2426: 0.006309039142618872
Position 430: 0.0018606655548427985
Position 3262: 0.0016666403097277455
Position 248: 0.0006518642134458782
Position 213: 0.0006494495338390469
Position 425: 0.0005948676505436915
Position 25: 0.00040561469246612903
Position 270: 0.0002930649744460671
Position 229: 0.000291280957153125
Position 351: 9.705420447691818e-05
Position 449: 7.494761244336357e-05
Position 231: 5.372788748097482e-05
Position 578: 1.0218328734488376e-05
Position 182: 1.4587926349727264e-06
Position 435: 8.497104562054204e-07
Position 410: 4.0199117254664794e-07
Position 127: 3.7447166875007854e-07
Position 342: 9.110992893549187e-08
Position 112: 1.7103123657251675e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 522: 0.7759224505250798
Position 11651: 0.3117824027938499
Position 11922: 0.15862318678243806
Position 3416: 0.1264218061698884
Position 5627: 0.1080752433118251
Position 675: 0.10432374025601637
Position 3015: 0.10033262058350621
Position 4795: 0.0668673459515643
Position 4425: 0.04960485933026531
Position 6465: 0.018588385470261353
Position 2360: 0.018556011700713703
Position 599: 0.012786607973628543
Position 5229: 0.011053104372040401
Position 6512: 0.010375933608402154
Position 4206: 0.008510421083781883
Position 266: 0.006136698613981988
Position 3412: 0.005847395860419793
Position 4628: 0.005555617735792567
Position 3436: 0.004942460006761717
Position 2327: 0.004440710878527054
Position 4463: 0.00427571690124286
Position 946: 0.003075568198267287
Position 1479: 0.0027306904396080496
Position 4370: 0.002728498872625262
Position 4303: 0.0026205174667360094
Position 1186: 0.00251873313950067
Position 821: 0.0024729249000498364
Position 1685: 0.0013743669314210897
Position 864: 0.001120141268467079
Position 1409: 0.001100880393596161
Position 1097: 0.0010337844406067159
Position 1217: 0.0008592556560052785
Position 1595: 0.0008530664884581078
Position 1358: 0.0007442722735173279
Position 1045: 0.0005577434607905911
Position 495: 0.0004996439592901478
Position 280: 0.0001181808234512102
Position 470: 4.016218501363932e-05
Position 246: 2.5918927350861227e-05
Position 482: 2.35448192377607e-05
Position 319: 2.0410945995016848e-05
Position 303: 1.9249817300835904e-05
Position 553: 1.3685069361087835e-05
Position 145: 1.2065597770117758e-05
Position 639: 7.155966298021931e-06
Position 556: 5.237479032916738e-06
Position 194: 4.9876247184154125e-06
Position 323: 3.586458069391794e-06
Position 700: 2.3466826732973078e-06
Position 205: 2.1426188016400786e-06
Position 127: 2.059182131365215e-06
Position 224: 1.4229194981301885e-06
Position 182: 1.1448742539171488e-06
Position 605: 7.141443187708566e-07
