Gene = HMGCR
index = 655
Annotated 5SS: [  289  6442  7636  8004  9330 10981 13820 14046 14621 14987 15274 18369
 18886 19194 20120 22499 22982 23228 23811]
Annotated 3SS: [ 6253  7523  7915  9244 10874 13712 13928 14459 14738 15094 18173 18726
 19035 20013 22327 22840 23068 23655 23958]
SMsplice 5SS: [  972  1737  5308  6442  7636  8004  9330 10981 13820 14046 14621 14987
 18369 18886 19194 20120 22499 22982 23228 23811]
SMsplice 3SS: [ 1645  5229  6253  7523  7915  9244 10874 13712 13928 14459 14738 18173
 18726 19069 20013 22327 22840 23068 23655 23958]
top_k =  100
Partition function (log Z): 27.13838100461139

Sorted 5' Splice Sites (High to Low Probability):
Position 20120: 0.9999990722458127
Position 23811: 0.9948828386155848
Position 14987: 0.9912628596533959
Position 22982: 0.9809576591243279
Position 7636: 0.9678320476870759
Position 18369: 0.966849879189949
Position 13820: 0.9659680597580013
Position 1737: 0.9416112786481722
Position 9330: 0.9243486761560192
Position 14621: 0.9233827628516801
Position 22499: 0.9158747938933035
Position 14046: 0.8410239803497817
Position 23228: 0.8250872369565502
Position 8004: 0.8123332654426672
Position 18886: 0.7898234970782234
Position 10981: 0.7661893396894778
Position 19194: 0.6588004088147744
Position 6442: 0.6464848472279643
Position 5308: 0.5711202115321616
Position 15274: 0.432840134218759
Position 972: 0.39895056044216365
Position 882: 0.3161262352441843
Position 4360: 0.2893658611999717
Position 19198: 0.2634819601496313
Position 289: 0.21983037618224002
Position 11015: 0.21759546109932545
Position 21974: 0.17913456607718753
Position 23183: 0.16404333726160195
Position 1975: 0.14851914444275585
Position 6392: 0.12386575301559809
Position 360: 0.10645830295079133
Position 118: 0.0925936547633753
Position 2230: 0.09126175610439374
Position 164: 0.08260998335928818
Position 12497: 0.06081649646251319
Position 8078: 0.05855562422205899
Position 5274: 0.051733563888062245
Position 21443: 0.04512624961104982
Position 3393: 0.04155615111193838
Position 315: 0.03551356191392156
Position 9128: 0.03272989872177957
Position 16424: 0.03213989140756312
Position 877: 0.0298908910131444
Position 14676: 0.027864328425478594
Position 14351: 0.02458458879079933
Position 14074: 0.021183081973354716
Position 367: 0.020046697694639987
Position 250: 0.01810341521433932
Position 4274: 0.013393488037687473
Position 22487: 0.011193229148790413
Position 873: 0.010275643162820078
Position 1556: 0.009964421583875109
Position 13856: 0.009182380196243605
Position 558: 0.0088712685845702
Position 23506: 0.008497198848481501
Position 16224: 0.008229205249291901
Position 8942: 0.008178869330955862
Position 24051: 0.007962836569079791
Position 10466: 0.007661897519200459
Position 708: 0.004558625777553435
Position 23451: 0.0036141740618513838
Position 15904: 0.003484027845673589
Position 10250: 0.003088400161902734
Position 3369: 0.0026684394042054476
Position 3831: 0.002600476662479478
Position 1348: 0.0025533231369322187
Position 15872: 0.002486480744114635
Position 2261: 0.0024699877406910023
Position 718: 0.0022971936173241106
Position 23529: 0.0018632615987326066
Position 24282: 0.0017615136084402532
Position 23489: 0.0011140816411014547
Position 24076: 0.0010353304855615782
Position 136: 0.0006318409355269173
Position 24260: 0.0005520794487443337
Position 23190: 0.0003043223480172899
Position 2828: 0.00025601630276402937
Position 62: 1.0935600897135684e-05
Position 24025: 1.0845646331793237e-05
Position 23734: 6.227335168919459e-07
Position 23722: 2.3076839083616475e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 20013: 0.9999990722458132
Position 23958: 0.9950453524181484
Position 23655: 0.9917011548369308
Position 23068: 0.985785771283485
Position 10874: 0.9837848007888031
Position 7523: 0.9693051385095839
Position 18173: 0.9668498791899497
Position 22840: 0.9486394700589852
Position 1645: 0.9337891171293453
Position 13712: 0.8949169115416669
Position 14738: 0.8862876106095106
Position 7915: 0.8671628384009236
Position 9244: 0.860528773210775
Position 13928: 0.8312712819343023
Position 19069: 0.8114211386464083
Position 18726: 0.7898234970782234
Position 6253: 0.7703506002435637
Position 22327: 0.73802995194721
Position 14459: 0.670524367773851
Position 5229: 0.6228537754202235
Position 15094: 0.3502002444677817
Position 744: 0.30598986588353666
Position 4118: 0.2897957180616829
Position 14491: 0.23864156024544259
