Gene = PLPP7
index = 1040
Annotated 5SS: [755]
Annotated 3SS: [18228]
SMsplice 5SS: [755]
SMsplice 3SS: [18228]
top_k =  100
Partition function (log Z): -16.548963436161692

Sorted 5' Splice Sites (High to Low Probability):
Position 755: 0.8776348546696996
Position 2542: 0.7458815296310431
Position 3386: 0.32485996296635783
Position 1539: 0.1854804044612781
Position 289: 0.17317792021492576
Position 3031: 0.14648582641502442
Position 6350: 0.09200650472763683
Position 3010: 0.058339098170378356
Position 4596: 0.05263495961657307
Position 575: 0.024123730219554055
Position 3002: 0.023350379734047234
Position 733: 0.013222433092940166
Position 1486: 0.009274967124954191
Position 1530: 0.007020209781749273
Position 1438: 0.006936555350358177
Position 1087: 0.006805677023849761
Position 2396: 0.004979830890187591
Position 1599: 0.00466099943894813
Position 461: 0.003730383773190637
Position 1623: 0.0032374985786246427
Position 877: 0.002485254623850445
Position 703: 0.002164929809600984
Position 66: 0.0008211891536529702
Position 215: 0.0006826804446055151
Position 298: 0.00040279333494664104
Position 156: 0.0002848862149203712
Position 595: 4.20549614851311e-05
Position 1099: 1.7146621536329587e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2294: 0.4341458226348825
Position 2395: 0.34706349859480834
Position 3222: 0.2701870084513289
Position 6155: 0.2675831847628564
Position 2893: 0.2642692078629099
Position 8940: 0.21195605824757413
Position 1416: 0.1961377298032393
Position 3093: 0.1649487367893532
Position 6595: 0.16304553151104537
Position 4429: 0.13841407123010627
Position 1336: 0.08064312938133766
Position 645: 0.06456530028608133
Position 3412: 0.03951953001259778
Position 2493: 0.03553838429569244
Position 626: 0.024431214265211214
Position 2701: 0.01974223548484491
Position 1887: 0.010727588558379266
Position 537: 0.010040939641017134
Position 3160: 0.009495089098847508
Position 585: 0.00495694147061311
Position 1437: 0.0037037949702421235
Position 1168: 0.003109308130021883
Position 1393: 0.0023342998291550924
Position 442: 0.0013747249169365743
Position 1421: 0.0011238872359732978
Position 2783: 0.0005043754726056006
Position 1483: 0.0004974520214430647
Position 1529: 0.0004588025079141502
Position 384: 7.620855374600514e-05
Position 473: 5.424706663770477e-05
Position 447: 3.505467858802041e-05
Position 413: 3.2535686519184714e-05
Position 495: 2.876759341104282e-05
