Gene = POLR2H
index = 1052
Annotated 5SS: [ 429 1848 3332 3509 5083]
Annotated 3SS: [1154 3247 3414 4998 6458]
SMsplice 5SS: [ 429 1848 3332 3509 5083]
SMsplice 3SS: [1707 3247 3414 4998 6394]
top_k =  100
Partition function (log Z): -2.471232260455512

Sorted 5' Splice Sites (High to Low Probability):
Position 3332: 0.8505577598627466
Position 5083: 0.7761948841506614
Position 1848: 0.625006391971829
Position 3509: 0.5086272133551383
Position 3526: 0.48502784243331315
Position 429: 0.37310913599873724
Position 1857: 0.3173959126041438
Position 159: 0.2804230241228504
Position 1246: 0.19896946537455726
Position 1342: 0.1473671719275154
Position 1007: 0.10787179809371188
Position 101: 0.10639333609849325
Position 6118: 0.04062850688448162
Position 261: 0.02066004775379862
Position 2356: 0.017861242672080033
Position 787: 0.01691236479396132
Position 6050: 0.0095120887641852
Position 525: 0.007455444960058931
Position 499: 0.005580807536224131
Position 425: 0.004517822663181603
Position 433: 0.0038301092802596006
Position 210: 0.002812628862870194
Position 6465: 0.0016302424748921437
Position 477: 0.0011267015309414903
Position 383: 0.0010990679744873164
Position 351: 0.001046629760704533
Position 906: 0.0007002065143430114
Position 461: 0.0004856419464771348
Position 216: 0.0004038281187324028
Position 269: 0.00036598557109696907
Position 556: 0.00031502733700780735
Position 762: 0.00029208182084549886
Position 22: 0.00024775945428723376
Position 129: 0.0002202426911754952
Position 891: 0.00020505212053343322
Position 764: 0.00019601133991282074
Position 141: 0.00019410186874736963
Position 166: 0.00013822354300168394
Position 725: 0.00012830285306463795
Position 344: 0.00011503684611256903
Position 597: 5.552790919067563e-05
Position 1852: 5.4285082259914205e-05
Position 5547: 3.790392804091066e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3414: 0.9874746851972528
Position 3247: 0.8446698064799589
Position 4998: 0.7873636919948418
Position 1707: 0.7430206048119463
Position 6394: 0.5771119054221149
Position 1154: 0.3549344805709628
Position 6291: 0.1746614013201032
Position 6458: 0.13605324197665433
Position 1669: 0.10069961707858541
Position 5789: 0.085702642752507
Position 6171: 0.031120918848157278
Position 1507: 0.027039478309814177
Position 5520: 0.013468268518946943
Position 3068: 0.00748103365338772
Position 1948: 0.006053979893373324
Position 5498: 0.005948927148377129
Position 2118: 0.005782296007437801
Position 6819: 0.004988153902348238
Position 1951: 0.004405127614995835
Position 5955: 0.004044227175549267
Position 3438: 0.002971961166408173
Position 5177: 0.0026006980753790444
Position 6238: 0.0021426284517703747
Position 3325: 0.0019113968720204165
Position 1925: 0.0016198391562730853
Position 5033: 0.0012458607975928157
Position 5040: 0.0011526951472095686
Position 4640: 9.038889951863807e-05
Position 4803: 8.975797430449606e-06
Position 5072: 2.9322559301482916e-06
Position 1414: 6.790566361645984e-07
Position 301: 2.0664676594693554e-07
Position 659: 5.1565684306210714e-08
Position 348: 3.551003473834216e-08
Position 265: 8.654050024733452e-09
Position 180: 5.5330610487741856e-09
Position 303: 5.160660626312654e-09
Position 585: 1.393059480408281e-09
Position 273: 8.001386553269547e-10
Position 432: 7.969123579363881e-10
Position 184: 4.3680175289814067e-10
