Gene = CH17-140K24.5
index = 365
Annotated 5SS: [166]
Annotated 3SS: [4588]
SMsplice 5SS: [ 166 2415]
SMsplice 3SS: [2330 3005]
top_k =  100
Partition function (log Z): -9.399866889115119

Sorted 5' Splice Sites (High to Low Probability):
Position 4: 0.8394731051499694
Position 2415: 0.585351852575685
Position 1340: 0.4302561693610025
Position 1769: 0.230465331361386
Position 812: 0.13000391878128342
Position 1010: 0.04189903135613511
Position 1169: 0.032016479121084115
Position 2387: 0.02210599371601845
Position 1721: 0.0057019025612728945
Position 170: 0.005087216756064584
Position 1586: 0.0018640460194852904
Position 614: 0.000794674863353997
Position 1049: 0.0004674191742807128
Position 289: 1.5273561000000626e-05
Position 497: 1.2778842425913474e-05
Position 8: 3.5129008920589247e-09
Position 10: 2.7388815107545983e-09
Position 44: 5.210358712699162e-10
Position 31: 1.9209646107068242e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3005: 0.6849645356325167
Position 2330: 0.5412110902450532
Position 1138: 0.3916302488058796
Position 1680: 0.14948907764864794
Position 1244: 0.0915175326695497
Position 1655: 0.08493721242738883
Position 2371: 0.06167040767291348
Position 1168: 0.04970069195205806
Position 1612: 0.048811794119057526
Position 2650: 0.034813719151630916
Position 4588: 0.029398008481362245
Position 4648: 0.021111487268889728
Position 2626: 0.016592878677160108
Position 3026: 0.016378436984910323
Position 2153: 0.012823565486116642
Position 1403: 0.012589775402580487
Position 3820: 0.010505387761434646
Position 1191: 0.009949746724606301
Position 1236: 0.008980766563099646
Position 3001: 0.008875503673409647
Position 930: 0.006884674665863321
Position 1288: 0.006647554968215352
Position 687: 0.006187629726989111
Position 2813: 0.0061619468439313
Position 1319: 0.0023112394345190935
Position 79: 0.001986638908393317
Position 770: 0.0015677520845828205
Position 1545: 0.0011727087144816203
Position 275: 0.0008253401385864199
Position 236: 0.0007209520910435125
Position 1202: 0.0007122995530253743
Position 617: 0.0006987243006687922
Position 811: 0.000528765250480269
Position 979: 0.0005116460149957811
Position 713: 0.0004641387066578973
Position 880: 0.0004259551721211284
Position 689: 0.0004030216572337174
Position 538: 0.0002744836534718608
Position 938: 0.00021106077766352565
Position 725: 0.00019669484580774985
Position 862: 0.00013253955365183508
Position 575: 0.00011530312763702738
Position 696: 7.732040480422384e-05
Position 567: 7.186614263750643e-05
Position 875: 6.705798031524511e-05
Position 648: 6.022173358544358e-05
Position 824: 5.0826950742097576e-05
Position 1025: 4.636992160640086e-05
Position 745: 2.179978831195568e-05
Position 70: 2.1610322726589716e-05
Position 122: 5.189209460870173e-06
