Gene = SNX8
index = 1294
Annotated 5SS: [  137 36365 39353 42615 44906 50167 51235 56730 57100 57591]
Annotated 3SS: [36158 39234 42492 44824 50005 51101 56660 56949 57440 59294]
SMsplice 5SS: [  137  4275 36365 39353 42615 44606 44906 50167 51235 56730 57100 57591
 60874]
SMsplice 3SS: [ 4193 36271 39234 42492 44510 44824 50076 51101 56660 56949 57440 60728
 61003]
top_k =  100
Partition function (log Z): -34.96755808534255

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.9999988032437754
Position 4275: 0.5843503449955127
Position 4412: 0.05786373325985819
Position 2848: 0.009120101429249515
Position 2061: 0.008737177061192676
Position 4266: 0.0027002933068286696
Position 4660: 0.0026563732045967892
Position 2488: 0.0015201687602942376
Position 747: 0.000489892167912355
Position 155: 4.3327159972312705e-07
Position 286: 2.622368679018832e-07
Position 476: 1.5936575979374372e-07
Position 586: 8.168274875980134e-08
Position 392: 7.216227594015583e-08
Position 605: 6.013797507640144e-08
Position 582: 4.52185269820508e-08
Position 453: 3.768993330612583e-08
Position 257: 2.3053493806418144e-08
Position 132: 2.193705225172868e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4193: 0.4301010551197312
Position 10541: 0.3251839237925548
Position 4224: 0.23582904667390198
Position 10300: 0.11798065172875774
Position 9267: 0.09056756598805807
Position 10904: 0.05632963941909288
Position 8550: 0.05600897603965982
Position 5805: 0.046822450750393346
Position 3216: 0.04230115260946757
Position 7567: 0.037068394873766924
Position 4760: 0.032669501121712866
Position 7419: 0.03036255901168431
Position 4404: 0.02705552220189163
Position 9251: 0.02541618071027651
Position 4642: 0.010368390410010378
Position 4009: 0.009887481267373035
Position 1942: 0.009060392332241629
Position 3696: 0.008932121736286491
Position 687: 0.008635053671655108
Position 947: 0.007922174436017188
Position 6859: 0.007225517227857523
Position 6198: 0.005907026321572614
Position 4735: 0.005520344043541603
Position 2408: 0.005267689303752949
Position 2692: 0.0036193294698259318
Position 4950: 0.003188233982387443
Position 435: 0.0028596362074904597
Position 4377: 0.0027345904511311948
Position 2814: 0.0024638308998254006
Position 3414: 0.0022516036191645673
Position 1645: 0.0019193751881052617
Position 768: 0.0017893945469095673
Position 3720: 0.001766982545902463
Position 1299: 0.0014358259112988146
Position 1239: 0.0013121224560084753
Position 2975: 0.0012911844128512063
Position 2530: 0.001286824016874698
Position 1978: 0.0012696525810495342
Position 794: 0.0010623821049483815
Position 2165: 0.0008054630811093486
Position 943: 0.0006158387051148223
Position 576: 0.000614107997351993
Position 2487: 0.0005751492759776988
Position 557: 0.0004724463144520643
Position 2554: 0.000462059620435004
Position 398: 0.0004194170495658746
Position 1996: 0.00025628712543191703
Position 4254: 0.00019492433152388679
Position 2355: 9.339576361292938e-05
Position 2319: 8.43764463892129e-05
Position 2334: 5.775728695526302e-05
Position 2295: 4.440150496156526e-05
Position 4211: 4.127439450781313e-05
Position 657: 1.9928360333500782e-05
Position 605: 4.672669924715297e-06
Position 453: 1.3203241386370209e-06
Position 703: 9.212037732276948e-07
Position 414: 2.845837398418492e-07
Position 665: 2.78961112380707e-07
