Gene = TMEM167A
index = 1417
Annotated 5SS: [  176 12489 15620]
Annotated 3SS: [12378 15584 20341]
SMsplice 5SS: [  176 12489]
SMsplice 3SS: [12399 20341]
top_k =  100
Partition function (log Z): -13.375722102394265

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9998971589747191
Position 12489: 0.5690199074591431
Position 12542: 0.417198035779052
Position 15620: 0.3441070570992005
Position 2478: 0.0007540637302848796
Position 6134: 0.00013175801714888493
Position 896: 0.0001002415567202126
Position 987: 8.82648011037004e-05
Position 196: 8.398408098028509e-05
Position 360: 1.7216714175513415e-05
Position 1688: 6.464612627319175e-07
Position 1001: 3.937149058304477e-07
Position 264: 3.4506861576981066e-07
Position 385: 2.64141102441949e-07
Position 49: 2.48793280561319e-07
Position 425: 2.236799758708982e-07
Position 142: 1.7678071017578976e-07
Position 183: 1.1220713087222515e-07
Position 718: 1.0769067837970232e-07
Position 202: 5.951871938968875e-08
Position 341: 3.1303686366936366e-08
Position 698: 3.031204674219485e-08
Position 620: 1.622338819104551e-08
Position 220: 1.497417515209737e-08
Position 249: 9.536610924471093e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 20341: 0.9253831288996475
Position 12399: 0.6794535700505656
Position 15584: 0.3726312873259684
Position 12378: 0.30948430131481625
Position 15715: 0.010214250268579216
Position 14022: 0.009277261048277183
Position 13974: 0.00856267226007646
Position 12798: 0.004256400534847642
Position 796: 0.002391900511760831
Position 6211: 0.0011930512851376907
Position 3060: 0.0011615679666405305
Position 11217: 0.0009306216592155944
Position 9622: 0.0008958122023447545
Position 2257: 0.0007296870974624425
Position 10255: 0.000724747652234938
Position 2367: 0.0006696339910271438
Position 2824: 0.0004340977654009209
Position 5159: 0.00042330933754837
Position 5294: 0.00035568298557995723
Position 8464: 0.0003462727109580381
Position 6254: 0.00032585600649192307
Position 3063: 0.00027833333250946475
Position 5935: 0.00019524237441365398
Position 4261: 0.00017771226118960197
Position 7183: 0.0001503350792764374
Position 3227: 0.00012897030754068284
Position 4686: 7.876549759392247e-05
Position 1257: 4.653980897949182e-05
Position 1402: 4.4830500718262395e-05
Position 1238: 4.447007092520006e-05
Position 4240: 4.1340079886452746e-05
Position 407: 3.492561833741552e-05
Position 4061: 3.221493101757385e-05
Position 1754: 3.2083488495977424e-05
Position 1778: 2.8671191410100823e-05
Position 322: 2.826668089567988e-05
Position 2371: 2.6580050145752147e-05
Position 4023: 2.5735723720233837e-05
Position 2149: 2.1396332536558914e-05
Position 535: 1.9851869740340647e-05
Position 620: 1.6282369733843816e-05
Position 479: 1.5380416910179938e-05
Position 834: 1.5099228856499387e-05
Position 451: 1.3318605538714395e-05
Position 1201: 1.308682025663093e-05
Position 1077: 1.1462828246998581e-05
Position 1301: 8.41355290017006e-06
Position 1048: 7.33098131169507e-06
Position 1198: 7.329437437652072e-06
Position 734: 5.6354016655162665e-06
Position 2326: 4.633893113455923e-06
Position 2405: 5.808380138196858e-07
Position 1585: 2.1947776082337733e-07
Position 1534: 2.1669316150061351e-07
