Gene = SURF4
index = 1357
Annotated 5SS: [  178  8836  9496 10110 11255]
Annotated 3SS: [ 8648  9418 10065 11067 12334]
SMsplice 5SS: [ 178 8836 9496]
SMsplice 3SS: [ 8704  9418 10065]
top_k =  100
Partition function (log Z): -3.3572230400205076

Sorted 5' Splice Sites (High to Low Probability):
Position 8836: 1.0000000000000004
Position 178: 0.9998527464013415
Position 9496: 0.9543367846326841
Position 10110: 0.7692373236014799
Position 4799: 0.4106452241908972
Position 9151: 0.3407954954924137
Position 11255: 0.12718006456168976
Position 5219: 0.11296149367384697
Position 3509: 0.10677328045298123
Position 9340: 0.05107224025245145
Position 12524: 0.03786793233633136
Position 3292: 0.020069480054861123
Position 905: 0.013033923113594715
Position 3804: 0.012342182591120993
Position 861: 0.011360692942505232
Position 1301: 0.008813497003951528
Position 9682: 0.00517784607478092
Position 1881: 0.004986281867018388
Position 62: 0.0001150310323836161
Position 209: 2.5526223419927696e-05
Position 509: 2.8182163551994277e-06
Position 504: 2.7895345711760027e-06
Position 241: 6.943057606214252e-07
Position 555: 3.225174684213902e-07
Position 629: 7.176870060533638e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9418: 0.7150156026868398
Position 8704: 0.7134857290778792
Position 9963: 0.4687755179924217
Position 10065: 0.4505901378447385
Position 4675: 0.4106452241908972
Position 8964: 0.33842250786051825
Position 13131: 0.2918606627543795
Position 8741: 0.2865142709221211
Position 9390: 0.18253219991279032
Position 11406: 0.16211351281794023
Position 13865: 0.14831149269625396
Position 5138: 0.11296149367384697
Position 9307: 0.08808659418095956
Position 11108: 0.08366040244997577
Position 12397: 0.08128796504340226
Position 3440: 0.06718434776279139
Position 11067: 0.05955298705769927
Position 12334: 0.05667179434811227
Position 10152: 0.046090579209914995
Position 3321: 0.03958893269018984
Position 11430: 0.028949787504832736
Position 11895: 0.027785795595175848
Position 710: 0.024394616056099962
Position 3176: 0.01577075816673192
Position 12813: 0.011129900644877495
Position 12750: 0.01106508232164857
Position 8969: 0.006836343091067077
Position 1108: 0.006540092024182453
Position 9285: 0.006171859170726175
Position 3620: 0.0056428683829423815
Position 9443: 0.0054577368954293526
Position 3218: 0.004298721888129205
Position 9046: 0.004259306639673265
Position 12374: 0.003361442141152608
Position 3775: 0.0031528102804022533
Position 10266: 0.003069062952992716
Position 9594: 0.002527594413073587
Position 1540: 0.002154174998277392
Position 3649: 0.0018614193273255378
Position 9150: 0.0017992928536871833
Position 3726: 0.001685084600450821
Position 1565: 0.001425236527459972
Position 1764: 0.0014068703412810238
Position 1220: 0.0008681447568211943
Position 995: 0.0008103454267627001
Position 1067: 0.0005949147961851733
Position 9643: 0.0002733287475659355
Position 9923: 9.197123981462328e-06
