Gene = HBP1
index = 640
Annotated 5SS: [   67 11102 13641 16982 17512 17721 20488 21357 27191 31341]
Annotated 3SS: [10917 13411 16839 17399 17607 20330 21211 26872 31198 32452]
SMsplice 5SS: [  225 11102 16982 17512 20488 21357 27081 31341]
SMsplice 3SS: [10917 16839 17399 20330 21211 26904 31198 32452]
top_k =  100
Partition function (log Z): -20.278089310971193

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9994627872822165
Position 4631: 0.1820168919439799
Position 5189: 0.11784043945724995
Position 4413: 0.11278988492749976
Position 1931: 0.08504772308131488
Position 4176: 0.0650891369231845
Position 505: 0.035977926889971465
Position 1170: 0.015979921021062306
Position 5224: 0.014955584231947632
Position 1556: 0.0022231550231941555
Position 497: 0.0016804616002009055
Position 67: 0.0002899533311855629
Position 252: 0.00016916211001150416
Position 2252: 0.00010285745732304343
Position 240: 3.837369576593785e-05
Position 154: 2.2884018742697637e-05
Position 49: 7.008711386125346e-06
Position 258: 5.1555008925356e-06
Position 93: 2.714114881255085e-06
Position 142: 6.446263039834656e-07
Position 114: 6.34758712204504e-07
Position 62: 2.3742304007101467e-07
Position 169: 2.12810739388702e-07
Position 71: 1.3326966319363191e-07
Position 85: 9.523020168147783e-08
Position 138: 3.116257685281749e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4495: 0.24447741169133913
Position 4072: 0.2439657537218791
Position 5486: 0.17518877468208421
Position 5091: 0.17512706734379738
Position 7960: 0.15187055663058976
Position 4712: 0.14344738022448422
Position 8923: 0.08860932740570934
Position 333: 0.0707243835624119
Position 9795: 0.05981858697443141
Position 7761: 0.04478706129694735
Position 4355: 0.04033562421328452
Position 1893: 0.03617977989102696
Position 1736: 0.026401604964045113
Position 1850: 0.02491385951448458
Position 356: 0.01914467376158387
Position 6776: 0.016084867566048676
Position 4257: 0.014727254430376596
Position 1076: 0.01336382668204428
Position 1828: 0.01092246584279333
Position 1428: 0.007512241491670586
Position 4806: 0.006757220080680768
Position 3390: 0.006031061090797098
Position 3589: 0.004075215054022934
Position 940: 0.002665091011537615
Position 996: 0.0025005961921330333
Position 2295: 0.0017255918144469325
Position 1710: 0.00117604027034694
Position 1747: 0.0004750418067497506
Position 1123: 0.00035700711685140453
Position 1671: 0.00019145670052451272
Position 2153: 4.8129376956726466e-05
Position 1368: 4.642832453980418e-05
Position 2130: 3.6324087033540036e-05
Position 954: 1.4095863859694898e-05
Position 760: 2.1818754140508823e-06
