Gene = NCBP1
index = 916
Annotated 5SS: [  290  7257  8037  9735 11599 12107 13936 14598 16975 17748 20283 21319
 22139 22460 25118 27443 28519 29422 30818 33252 35349 36081]
Annotated 3SS: [ 7167  7935  9577 11490 11984 13865 14381 16876 17683 20171 21253 22075
 22384 25013 27319 28415 29327 30713 33136 35219 35966 37459]
SMsplice 5SS: [  290  1402  7257  8066 11599 12107 13936 14598 16975 20283 22139 22460
 25118 27443 30818 33252 35349 36081]
SMsplice 3SS: [ 1312  7167  7935 11490 11984 13865 14473 16876 20171 22075 22384 25013
 27355 30713 33136 35219 35966 37459]
top_k =  100
Partition function (log Z): 33.630256325234484

Sorted 5' Splice Sites (High to Low Probability):
Position 27443: 1.0000000000000056
Position 30818: 1.0000000000000036
Position 290: 0.9972651811544634
Position 35349: 0.9895167909717626
Position 22460: 0.9887309719915603
Position 14598: 0.9866506699584364
Position 36081: 0.9671848014473777
Position 11599: 0.9502045960466666
Position 33252: 0.9482915344637106
Position 22139: 0.916349937183259
Position 7257: 0.9131509769890949
Position 20283: 0.9109900955955291
Position 13936: 0.9050926426408902
Position 16975: 0.8477509328450819
Position 25118: 0.8451390542038283
Position 12107: 0.7614013301136118
Position 24945: 0.6718530954354325
Position 8066: 0.6535035467538045
Position 1402: 0.5931130335201277
Position 5842: 0.4536144062344118
Position 37598: 0.43322315565274194
Position 29422: 0.39478340280563257
Position 24820: 0.3427150707460883
Position 24255: 0.34193934826946903
Position 9735: 0.3400955469412156
Position 8037: 0.33199635858494597
Position 21319: 0.3165284315191363
Position 7543: 0.2704034219649101
Position 13759: 0.22723941386872867
Position 29769: 0.22555709341471566
Position 13755: 0.18435139598698844
Position 25153: 0.1548609457961766
Position 35066: 0.14175889257091062
Position 1694: 0.08869148872601873
Position 14084: 0.08206760299017214
Position 17033: 0.07833512783759225
Position 37870: 0.07690319357382461
Position 7582: 0.07244694691102084
Position 28355: 0.07143782856337016
Position 12143: 0.06079157293937759
Position 28519: 0.06001672092331701
Position 22149: 0.05370397199611055
Position 7379: 0.05370073364140626
Position 33271: 0.04234571089300121
Position 37576: 0.03653452924888742
Position 7741: 0.03550804164493685
Position 32989: 0.035080859631766784
Position 36741: 0.031605793342697946
Position 36103: 0.03003970578436464
Position 16992: 0.028863194582798696
Position 21880: 0.024447096788697654
Position 7817: 0.02138715958714681
Position 22292: 0.019196150127375623
Position 15887: 0.01853796832759244
Position 37232: 0.01845311374438722
