Gene = SSR2
index = 1341
Annotated 5SS: [  72  947 2690 5999 9150]
Annotated 3SS: [  791  2590  5889  9071 11308]
SMsplice 5SS: [  72  947 9150]
SMsplice 3SS: [  840  9071 11308]
top_k =  100
Partition function (log Z): -3.536821847354191

Sorted 5' Splice Sites (High to Low Probability):
Position 947: 0.9839753727647645
Position 72: 0.946447497601215
Position 2690: 0.5081503318367159
Position 9150: 0.351033024869973
Position 9186: 0.30672984196653535
Position 1879: 0.28590252270241334
Position 2828: 0.12685816110669798
Position 9244: 0.05573953306809117
Position 11480: 0.05571047544979317
Position 5999: 0.04300932746025662
Position 7658: 0.03554711932738594
Position 536: 0.029698263035009168
Position 2708: 0.02837630527371834
Position 2758: 0.019799006407732335
Position 147: 0.018495713777488022
Position 741: 0.015345626948250184
Position 2718: 0.008792813640540848
Position 623: 0.008392803785997625
Position 4109: 0.005948101005890058
Position 1173: 0.004616595108091064
Position 1156: 0.003083896480784707
Position 326: 0.0025476011126835357
Position 336: 0.002311255599577781
Position 233: 0.0018972054448603245
Position 694: 0.0005476166001854496
Position 1765: 0.00040177227873397985
Position 361: 2.7139974085149972e-05
Position 1344: 1.9026155909871046e-05
Position 1499: 1.0177951152679926e-05
Position 454: 8.181090203010876e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11308: 0.883125154743945
Position 9071: 0.813387849522761
Position 2590: 0.4696566179153201
Position 840: 0.45533167340630415
Position 791: 0.369504774722228
Position 1692: 0.28214590534933187
Position 2634: 0.1810609487743446
Position 843: 0.1296172046980401
Position 5764: 0.04300932746025662
Position 2637: 0.0391179741376769
Position 7540: 0.03892500374577483
Position 11569: 0.03892152149640017
Position 11795: 0.016788953953393002
Position 886: 0.013644092631072288
Position 9230: 0.008060291977278955
Position 1057: 0.007917003964092482
Position 453: 0.007774948127459481
Position 845: 0.0063128464408561645
Position 4006: 0.006045611340269769
Position 560: 0.00542391605162125
Position 2601: 0.005417194921716519
Position 612: 0.0047092069340438514
Position 697: 0.004124279474910213
Position 604: 0.0033298390213549974
Position 1809: 0.003113466425023328
Position 519: 0.002172549979666332
Position 437: 0.0020082369461511844
Position 1781: 0.001468552578498385
Position 522: 0.0011898736187187474
Position 7181: 0.0010487787428957826
Position 443: 0.0010056327593285564
Position 375: 0.0009266448290087976
Position 268: 0.0008151902491780764
Position 679: 0.0006414632266106414
Position 305: 0.00036808968492194223
Position 1927: 0.0002740606570771203
Position 485: 0.00021046080903799438
Position 920: 0.00019358648568234608
Position 1706: 0.00014406772503033064
Position 283: 0.00012309159216088912
Position 272: 9.074930405526311e-05
Position 431: 8.577217085994921e-05
Position 2259: 6.943289932706445e-05
Position 391: 6.557643871346295e-05
Position 475: 2.4567767411864277e-05
Position 1253: 1.1521145662641818e-05
Position 1063: 1.0016343585856267e-05
Position 1308: 6.426834733832972e-06
Position 1111: 2.34943602192801e-06
Position 402: 1.0364922027341829e-08
