Gene = HEMGN
index = 645
Annotated 5SS: [ 336 2223 8359]
Annotated 3SS: [ 2128  7171 10914]
SMsplice 5SS: [ 336 7254]
SMsplice 3SS: [ 7171 10914]
top_k =  100
Partition function (log Z): -7.882086791016018

Sorted 5' Splice Sites (High to Low Probability):
Position 336: 0.9776825412854981
Position 7254: 0.6116547053395293
Position 2223: 0.41249506481248194
Position 5159: 0.09427242474155718
Position 2385: 0.07809842723984774
Position 6016: 0.015852681854112705
Position 384: 0.013792922272303623
Position 4336: 0.012539417217117883
Position 2424: 0.012372555933696803
Position 2522: 0.01223672974635401
Position 569: 0.011157594312584736
Position 2228: 0.008314001705114708
Position 6762: 0.007028582680535565
Position 1207: 0.006697507219858928
Position 5081: 0.00234531940303643
Position 1256: 0.001202703038718591
Position 948: 0.001085864703564808
Position 244: 0.0010712347125465752
Position 1611: 0.0009319161880924973
Position 491: 4.973191641078861e-07
Position 151: 4.725244471136454e-07
Position 361: 4.07538101337199e-07
Position 367: 3.6337652505733895e-07
Position 149: 2.330915979421697e-07
Position 134: 1.3008225490058987e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7171: 0.7917192261241325
Position 10914: 0.7852426271937027
Position 2128: 0.40721440455429364
Position 4986: 0.09933647337131518
Position 2362: 0.061568995231838966
Position 1970: 0.039441877954391906
Position 5953: 0.017196132475200278
Position 2067: 0.0165584926067838
Position 4053: 0.013513790003282788
Position 6502: 0.010211941076199427
Position 1071: 0.005920023394967872
Position 2131: 0.00521792888857669
Position 7136: 0.0047070836768628496
Position 524: 0.00359559843223899
Position 10047: 0.00355059725387427
Position 7509: 0.002727216996436118
Position 997: 0.002574441274187424
Position 5596: 0.0022397438883330787
Position 6522: 0.0013583634714993574
Position 873: 0.0010872973062824257
Position 3270: 0.0008795522845283577
Position 2939: 0.0006757731343886809
Position 1430: 0.0006449658791138805
Position 2967: 0.0005501894047015614
Position 3175: 0.0004926323105558597
Position 1291: 0.00045330482662532187
Position 3391: 0.00033227967960267307
Position 1381: 0.0003241217771944191
Position 4908: 0.0003055702056580958
Position 666: 0.00024248642765495716
Position 2722: 0.00021592877318557893
Position 1474: 0.00018435644171713915
Position 3354: 0.0001508182175723604
Position 2023: 0.00010261143949574722
Position 447: 7.492363798652146e-05
Position 1349: 5.176554462739547e-05
Position 1092: 4.436798080576632e-05
Position 433: 4.3207867391374135e-05
Position 460: 4.299061621906981e-05
Position 500: 4.0196715219964606e-05
