Gene = FPGS
index = 564
Annotated 5SS: [ 188 1539 1678 1826 4213 4412 4608 4814 5437 5831 6015 6960 7232 8137]
Annotated 3SS: [ 1409  1623  1760  4097  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319]
SMsplice 5SS: [  282  1539  1678  1923  4238  4412  4608  4814  5437  5831  6015  6960
  7232  8137 10449]
SMsplice 3SS: [ 1439  1623  1760  4116  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319 10966]
top_k =  100
Partition function (log Z): 44.94670836072916

Sorted 5' Splice Sites (High to Low Probability):
Position 7232: 0.9996597780133177
Position 6960: 0.9973040585447996
Position 4608: 0.9893880108468989
Position 6015: 0.9865137933946933
Position 1678: 0.9833143743212689
Position 5831: 0.9822465215616358
Position 4412: 0.9815368582395919
Position 1539: 0.9300306639730369
Position 5437: 0.9295605027420186
Position 4814: 0.9252884490374779
Position 10449: 0.8004370467898274
Position 282: 0.5894177084033773
Position 8137: 0.5072381200515528
Position 1923: 0.4533689142855724
Position 1826: 0.43965067659505297
Position 4238: 0.40437858281066896
Position 4213: 0.3654299725564786
Position 4242: 0.22522338597513034
Position 188: 0.1855861875853613
Position 530: 0.13242954336134857
Position 7855: 0.13162682611690563
Position 8185: 0.081358555289119
Position 1155: 0.0633853623267121
Position 1544: 0.05722090070858698
Position 8144: 0.0446010282294967
Position 5468: 0.036914789226931706
Position 2292: 0.034279447745336526
Position 7611: 0.03371859271520865
Position 125: 0.033626882113562837
Position 8220: 0.02886868789513598
Position 5000: 0.027180474019914084
Position 4938: 0.02600697802558927
Position 9316: 0.02543352075421563
Position 3079: 0.01881036494132835
Position 5859: 0.01679627920868124
Position 511: 0.015241412679136887
Position 8213: 0.014376364179567664
Position 233: 0.011960624355232465
Position 745: 0.011812460189937935
Position 1698: 0.010644450207711846
Position 5472: 0.010007125428369285
Position 5090: 0.007718578614865901
Position 4901: 0.007493216086178141
Position 1464: 0.006639852852757606
Position 1305: 0.005402854112450264
Position 1371: 0.005046809042767668
Position 4567: 0.00382770170442037
Position 6283: 0.0032061124249025234
Position 7896: 0.00247378137126894
Position 6269: 0.002317089193991755
Position 8978: 0.0022779030891738176
Position 10749: 0.002276922780108287
Position 6439: 0.001539844648564061
