Gene = TSEN2
index = 1496
Annotated 5SS: [  138  5499  7727 12064 19294 20741 32171 34707 44434 45383 47169]
Annotated 3SS: [ 5292  7644 12026 18770 20662 32119 34567 44396 45270 47078 48170]
SMsplice 5SS: [  390  3856  5499  7727 12064 13747 20741 30361 34707 45383 47169]
SMsplice 3SS: [ 3680  5292  7644 12026 13668 20662 30230 34567 45270 47078 48170]
top_k =  100
Partition function (log Z): -28.797560128870877

Sorted 5' Splice Sites (High to Low Probability):
Position 390: 0.8318819701320131
Position 3856: 0.6051791142872055
Position 5499: 0.540258298924299
Position 701: 0.28962124113956866
Position 2670: 0.2265816646964887
Position 888: 0.13441951014479173
Position 27: 0.12018119527701471
Position 138: 0.0650930843142467
Position 735: 0.05018611627810464
Position 4517: 0.023296044443853983
Position 914: 0.013561272375600186
Position 715: 0.013322364782404514
Position 923: 0.012992328850578315
Position 660: 0.010543725733711339
Position 584: 0.009466355343935267
Position 1134: 0.007449883039210178
Position 1165: 0.0068306630806180555
Position 358: 0.005529161208835908
Position 305: 0.005325909219265738
Position 353: 0.003919164850505413
Position 1683: 0.0030188970155569307
Position 366: 0.0016450802979211152
Position 287: 0.0013110692168874967
Position 200: 0.0010248070556893234
Position 488: 0.0010010054677179034
Position 470: 0.00096868811036343
Position 556: 0.0006257029805539469
Position 235: 0.0001547611000589483
Position 343: 0.00014467445923017764
Position 209: 7.319758516317982e-05
Position 348: 1.0299933203214739e-05
Position 107: 7.194670984043769e-06
Position 143: 5.746578553854709e-06
Position 276: 9.399560638182106e-08
Position 151: 1.1958537503336095e-08
Position 360: 6.301264827363855e-09
Position 253: 6.051570773209571e-09
Position 65: 4.093393362693248e-09
Position 70: 3.901195991822695e-09
Position 12: 1.1393858517660478e-09
Position 172: 7.441537442680834e-10
Position 72: 1.2940226459234205e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3680: 0.6104747894859689
Position 5292: 0.5266174294330284
Position 2551: 0.36246818382656254
Position 459: 0.28813797513323386
Position 5878: 0.24164662453486727
Position 809: 0.19335323059032214
Position 7247: 0.18343304853260953
Position 4582: 0.14765304132648477
Position 5574: 0.11517862585682154
Position 5191: 0.0657442980913932
Position 4892: 0.05628466276492287
Position 583: 0.05292015369044251
Position 246: 0.03435604200069164
Position 281: 0.02773544800965774
Position 4328: 0.023296044443853983
Position 4074: 0.019470041917070413
Position 491: 0.015082661193056355
Position 651: 0.008460429062032307
Position 1338: 0.004862814426274474
Position 1583: 0.0030188970155569307
Position 1975: 0.0022584399706773034
Position 606: 0.0008033745552840309
Position 1133: 0.0007918361620753002
Position 443: 0.0005452797220255669
Position 598: 0.00037352615369203436
Position 159: 0.00022845490153981094
Position 107: 0.00021467708701573785
Position 304: 0.00015294814447336597
Position 115: 3.8422199491274275e-05
Position 191: 1.6509088203723975e-05
Position 172: 8.35770814012635e-06
Position 310: 2.2720610930372813e-06
Position 336: 1.2683343356802218e-06
Position 330: 5.133564753599154e-07
