Gene = YAE1D1
index = 1582
Annotated 5SS: [ 172 4252]
Annotated 3SS: [4129 5900]
SMsplice 5SS: [ 656 4252]
SMsplice 3SS: [4129 6043]
top_k =  100
Partition function (log Z): -5.696215424034568

Sorted 5' Splice Sites (High to Low Probability):
Position 4252: 0.9971236942370565
Position 656: 0.9049642768046046
Position 4474: 0.3223399053085133
Position 172: 0.24226206158344635
Position 1035: 0.18119870327587573
Position 1474: 0.12841194556963992
Position 3913: 0.05427420314308654
Position 178: 0.015655676314773822
Position 181: 0.011499891582143202
Position 197: 0.0030971977196993434
Position 543: 0.003006263225394422
Position 40: 0.0024806137574517524
Position 149: 0.0023934079226978805
Position 513: 0.0013602891925747864
Position 240: 0.00029120792635811693
Position 204: 0.00019007720722252105
Position 48: 0.00013604966811953814
Position 672: 0.0001028853337522196
Position 224: 6.146699817270454e-05
Position 52: 5.542281815320352e-05
Position 120: 2.8416876515848303e-05
Position 45: 1.8671130217519125e-05
Position 13: 1.7743641782954643e-05
Position 28: 1.4438546288112414e-05
Position 207: 1.3717647009878892e-05
Position 166: 1.0499046294075959e-07
Position 97: 5.69765438823278e-08
Position 183: 5.6084964613532186e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4129: 0.9761690371426739
Position 6043: 0.5598655161948548
Position 287: 0.19009029900286972
Position 5900: 0.15089709936489976
Position 4421: 0.15086298388208993
Position 879: 0.07203718582540711
Position 5363: 0.07013922378507523
Position 4926: 0.06914777064242694
Position 1361: 0.068965331182376
Position 761: 0.05935653992325647
Position 4405: 0.05759612279248186
Position 4643: 0.05676226443925447
Position 3757: 0.054274203143086536
Position 4367: 0.053521920317604554
Position 4324: 0.050392609999567795
Position 1427: 0.03516174933289156
Position 1291: 0.02428486505437228
Position 315: 0.022077683827458908
Position 5142: 0.017476996096417584
Position 882: 0.01465233817923261
Position 4180: 0.013510156395772648
Position 4377: 0.012379743739413121
Position 4987: 0.011754906212061265
Position 6085: 0.01059201956896655
Position 4468: 0.01005506166621643
Position 4667: 0.009592594391376778
Position 4072: 0.009344950078642396
Position 5977: 0.008644198881572338
Position 5717: 0.007936708441818818
Position 5335: 0.007190232211382885
Position 768: 0.005856515056145411
Position 339: 0.004186667201466823
Position 5042: 0.0033350651798933514
Position 4525: 0.0013205617381938262
Position 3130: 0.0005110685655598362
Position 844: 0.00027678845730098124
Position 507: 0.000253992669036262
Position 743: 0.0001477349038520853
Position 1023: 7.907714449075515e-05
Position 457: 7.146910689631838e-05
Position 695: 6.8187327458231e-05
Position 792: 5.8657601933967315e-05
Position 422: 2.8439558025883317e-05
Position 440: 2.8237374133130422e-05
Position 433: 2.4583992130428168e-05
Position 1003: 9.219322790716171e-06
Position 355: 7.028668219824778e-06
Position 388: 2.8398994716677152e-06
