Gene = NDUFS6
index = 935
Annotated 5SS: [  150   975 13062]
Annotated 3SS: [  920 12938 14450]
SMsplice 5SS: [  150  1001 10983 13062 14655]
SMsplice 3SS: [  920 10817 12938 14450 14886]
top_k =  100
Partition function (log Z): -1.40966512441442

Sorted 5' Splice Sites (High to Low Probability):
Position 13062: 0.9836600671550582
Position 1001: 0.9053480164321906
Position 150: 0.4950477524964325
Position 14655: 0.31280367949187005
Position 265: 0.3018233314181102
Position 2756: 0.24158174435522448
Position 749: 0.21920657132784135
Position 559: 0.19322930181056952
Position 14551: 0.17156727269200414
Position 14607: 0.12596209121284907
Position 2556: 0.10236447854809273
Position 337: 0.09716446565855294
Position 975: 0.09465198356780709
Position 6382: 0.07922721109703973
Position 2696: 0.06953532964958196
Position 822: 0.056722291873232654
Position 95: 0.0486079312841405
Position 14598: 0.03819295900597307
Position 450: 0.028012528846941536
Position 2873: 0.027001014095419808
Position 726: 0.025016279237318532
Position 14913: 0.024914162001969473
Position 105: 0.0162471263957892
Position 259: 0.009563012282449417
Position 14745: 0.009157626078786632
Position 14973: 0.008832400483532659
Position 270: 0.00818888831311127
Position 782: 0.007816237965392738
Position 56: 0.007614708605744609
Position 14616: 0.006719454490993035
Position 2437: 0.005898797763542491
Position 132: 0.004914491836527008
Position 1894: 0.003243497007017059
Position 2062: 0.0027134375827601934
Position 164: 0.0024523791751220945
Position 1458: 0.0019203734593574108
Position 2240: 0.00032757334939259185
Position 97: 9.629738145585118e-05
Position 111: 4.768941178697841e-05
Position 1452: 1.1725654431991963e-05
Position 58: 9.74672816874825e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 920: 0.9964594515215334
Position 12938: 0.9938376719514739
Position 14450: 0.9167187662907977
Position 14886: 0.6840327079397172
Position 681: 0.26017858573609776
Position 2644: 0.23227630532269616
Position 355: 0.13548440429682462
Position 2515: 0.13522429869268718
Position 6272: 0.07922721109703973
Position 14675: 0.049063904856051485
Position 253: 0.04697805237672342
Position 725: 0.028862263227438813
Position 2571: 0.025089735274103152
Position 15002: 0.024914162001969466
Position 2413: 0.024649295926181883
Position 169: 0.021976773139882656
Position 2436: 0.017747409679234213
Position 2266: 0.010279707337882894
Position 15046: 0.008832400483532659
Position 423: 0.008612120252151608
Position 494: 0.008002208575065789
Position 661: 0.006423867780650916
Position 1796: 0.004670052515471189
Position 14399: 0.0041452471556621615
Position 748: 0.0037320992320727304
Position 258: 0.002027916478511503
Position 1358: 0.0015697569118383664
Position 186: 0.0013790460263314519
Position 454: 0.0012713521583423537
Position 2299: 0.0012287952234764335
Position 1966: 0.0006133577201955751
Position 1921: 0.0005243325088423853
Position 1769: 0.000506323747131452
Position 1408: 0.00036643849709235265
Position 380: 0.00015831267982362087
Position 3474: 0.00011479132555477984
Position 437: 0.00010401418742488975
Position 211: 7.146789215212473e-05
Position 149: 4.015179390010595e-05
Position 131: 9.958459785472157e-06
Position 1323: 2.222716263028668e-06
Position 269: 2.1417862290579168e-07
