Gene = IZUMO3
index = 723
Annotated 5SS: [ 253  465  705 1476 2013]
Annotated 3SS: [ 389  614 1394 1921 2308]
SMsplice 5SS: [ 465  705 1476 2013]
SMsplice 3SS: [ 614 1394 1921 2308]
top_k =  100
Partition function (log Z): 5.751892688467384

Sorted 5' Splice Sites (High to Low Probability):
Position 705: 0.9916747479978975
Position 2013: 0.9018468461769708
Position 465: 0.6089075092353932
Position 1476: 0.5294444930169925
Position 253: 0.49278328699072493
Position 1491: 0.4260734565889858
Position 1129: 0.23848718597590093
Position 470: 0.20295031552023046
Position 219: 0.08734705202948385
Position 1061: 0.08218828719098321
Position 2195: 0.033756278979556235
Position 934: 0.020663289249648907
Position 1331: 0.01349994831365127
Position 349: 0.010329901031846033
Position 1450: 0.008143194089333818
Position 817: 0.007372884008849808
Position 1987: 0.002878940057482091
Position 401: 0.002606346322038969
Position 15: 0.0021016705839420513
Position 490: 0.002065129209531822
Position 31: 0.0014282657004791946
Position 2000: 0.0009782392741390098
Position 97: 0.00076608223718955
Position 1593: 0.0007061029418234633
Position 835: 0.0005755673208739724
Position 246: 0.0004592791567429069
Position 41: 0.0002874394714424758
Position 709: 0.00028490412076366946
Position 325: 0.00022202050275580256
Position 2043: 0.00020646873310427085
Position 367: 0.00018037468855196394
Position 392: 0.00015791641182485492
Position 409: 9.174712753074122e-05
Position 229: 8.58303151942692e-05
Position 88: 7.94466824972616e-05
Position 248: 7.109607468875484e-05
Position 483: 5.915155039854497e-05
Position 494: 4.4761391029316214e-05
Position 38: 3.85542063694185e-05
Position 278: 3.4450766304733844e-05
Position 156: 2.2504135326078888e-05
Position 421: 1.8867756046898658e-05
Position 404: 1.2759547762874673e-05
Position 120: 5.009430490017591e-06
Position 737: 7.567406658105299e-07
Position 78: 9.752307719842472e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 614: 0.9928328872852465
Position 2308: 0.9746705392971382
Position 1921: 0.9570124784559261
Position 1394: 0.918383015162609
Position 389: 0.3896763022624877
Position 915: 0.3341520968811398
Position 346: 0.022616969907124303
Position 1256: 0.016424523682388947
Position 1449: 0.016149923726300305
Position 1212: 0.01126794907792802
Position 2335: 0.007212539005184353
Position 1406: 0.00630275845224682
Position 1174: 0.004995792786537539
Position 1217: 0.003337182354550226
Position 894: 0.003310922836626585
Position 632: 0.003263988691714505
Position 400: 0.002993837538204019
Position 1043: 0.002956071496651045
Position 927: 0.0015083064971260112
Position 568: 0.0009287719760114026
Position 2104: 0.0006458111486994805
Position 968: 0.000516814864373343
Position 114: 0.00037717384813821267
Position 397: 0.00022542392931375593
Position 637: 3.294231923495703e-05
Position 793: 2.4309132706438344e-05
Position 188: 2.2040936743159114e-05
Position 300: 1.5101235130128987e-05
Position 2345: 1.4820152629127655e-05
Position 409: 1.2264892323081898e-05
Position 153: 1.1339587312453226e-05
Position 505: 9.926381112594858e-06
Position 729: 9.767494092388951e-06
Position 490: 7.342738488274989e-06
Position 934: 6.969130199282388e-06
Position 156: 6.069014302711197e-06
Position 1093: 2.699420945856868e-06
Position 875: 4.6474410629910733e-07
Position 833: 2.1478060491533685e-07
Position 427: 8.159619985048162e-09
Position 774: 7.322529900171059e-09
