Gene = KNG1
index = 752
Annotated 5SS: [  462  2940  5246  7985 10069 14354 15399 21931 22139 24324]
Annotated 3SS: [ 2828  5160  7811  9960 14268 15225 21822 22051 24245 26428]
SMsplice 5SS: [  200   462  2940  5246  7985 10069 14354 15399 21931 24324 24980]
SMsplice 3SS: [  301  2828  5160  7811  9960 14268 15225 21822 24245 24812 25123]
top_k =  100
Partition function (log Z): 11.394039426956644

Sorted 5' Splice Sites (High to Low Probability):
Position 14354: 1.0000000000000007
Position 21931: 0.9981171014883572
Position 462: 0.9950637111465853
Position 7985: 0.9252361195879931
Position 2940: 0.9222073654359269
Position 200: 0.8507160066432022
Position 15399: 0.812407209290951
Position 5246: 0.7909865065119379
Position 5643: 0.7391885778449307
Position 24324: 0.7129670579724325
Position 10069: 0.6962331489713655
Position 14641: 0.4084753023389331
Position 24980: 0.4042856663192847
Position 23281: 0.27630658673626757
Position 24984: 0.2527814730122289
Position 22139: 0.21377857528583694
Position 5276: 0.15104271168558206
Position 23292: 0.12725849848314277
Position 15618: 0.11535885031491716
Position 22167: 0.10952009617314142
Position 25188: 0.10354837197908723
Position 14666: 0.08834634599385778
Position 23379: 0.08223549116479803
Position 7037: 0.08215603730941899
Position 4023: 0.07589827515595425
Position 5296: 0.052934013032066886
Position 1910: 0.051509156072521635
Position 10910: 0.05021781462434795
Position 3260: 0.04777400340145092
Position 20801: 0.046077335182623184
Position 5705: 0.0412861523207806
Position 2914: 0.037882929261378526
Position 3026: 0.030607386423349536
Position 7095: 0.02694474777489669
Position 14787: 0.025898927974599716
Position 226: 0.02440389617758938
Position 21: 0.015098098940010867
Position 4018: 0.014297069835082013
Position 23296: 0.01409171477360113
Position 3396: 0.012860140075429693
Position 1652: 0.011463074307693527
Position 14613: 0.010744954582416151
Position 14771: 0.008268225209072153
Position 4087: 0.0030131452918234704
Position 4411: 0.0026933385253203996
Position 4320: 0.0019389412264777498
Position 5253: 0.0016952444621884872
Position 1959: 0.0014622587602022767
Position 53: 0.0013736988645649875
Position 144: 0.00125969933512056
Position 1179: 0.0009107192143345304
Position 1906: 0.0008034490353777182
Position 8122: 0.000582274386807781
Position 208: 0.0004766913106599475
Position 10073: 0.0002705425527084248
Position 415: 5.610564753403987e-05
Position 190: 4.542252394853897e-05
Position 259: 4.2005206349001764e-05
Position 44: 3.993943583497733e-05
Position 135: 2.027062058406719e-05
Position 61: 5.9753233163638545e-06
Position 36: 2.9029266194322712e-08
Position 34: 1.128219166098663e-08
Position 112: 2.2489052464752218e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14268: 0.9987610626681989
Position 21822: 0.9981171014883568
Position 5160: 0.9970373159339871
Position 2828: 0.9423182389034062
Position 25123: 0.8915451833108852
Position 301: 0.8734298913662052
Position 15225: 0.7977765253573543
Position 7811: 0.7767723637247067
Position 24812: 0.7466108557556284
Position 24245: 0.7228720781709834
Position 23120: 0.5074307359849045
Position 9960: 0.505185757270905
Position 5437: 0.38244865945527295
Position 22051: 0.32329867145897856
Position 14477: 0.2941298013329876
Position 5533: 0.2695941764141902
Position 14525: 0.20033668994337753
Position 9910: 0.19131793425316895
Position 7832: 0.14857191011249668
Position 15524: 0.09768076038434914
Position 6925: 0.09383946698743936
Position 3908: 0.09320849028285975
Position 5476: 0.06174622301250378
Position 5633: 0.057716149126326145
Position 10708: 0.05021781462434797
Position 1830: 0.04909503851641586
Position 20724: 0.046077335182623184
Position 3106: 0.042883811373599964
Position 15274: 0.03230877386416478
Position 2858: 0.030814082512401576
Position 25279: 0.030541709189257485
Position 25838: 0.02834152365490671
Position 14536: 0.021468791350064353
Position 26428: 0.016662127883202878
Position 26330: 0.014774395020834233
Position 26141: 0.01322861623088605
Position 3315: 0.012860140075429693
Position 6984: 0.012473306199288176
Position 372: 0.009598146289326204
