Gene = PSAT1
index = 1084
Annotated 5SS: [  128  3520  4881  7798  9344 11441 20662 31046]
Annotated 3SS: [ 3458  4810  7591  9170 11270 20532 30907 31837]
SMsplice 5SS: [  128  4881 11441 19814 20662 30658]
SMsplice 3SS: [ 4810 11270 19670 20532 30497 30907]
top_k =  100
Partition function (log Z): -14.983398195406146

Sorted 5' Splice Sites (High to Low Probability):
Position 4881: 0.9995628413012867
Position 11441: 0.9975413161897855
Position 128: 0.9363757571439678
Position 20662: 0.8325606284605124
Position 4522: 0.3397954758481624
Position 9344: 0.317585327012413
Position 20947: 0.1475307337929176
Position 661: 0.12970658299462304
Position 3277: 0.07413157604560051
Position 184: 0.04688809825360983
Position 3520: 0.04559973978067613
Position 669: 0.04394196395536966
Position 1255: 0.036505242338415574
Position 17031: 0.00821028032886351
Position 313: 0.007009100583440754
Position 367: 0.0031278221729357622
Position 86: 0.003003041845067185
Position 160: 0.0013095592518204714
Position 155: 0.0010666747266752383
Position 415: 0.000438417821719692
Position 188: 0.00031454321383997353
Position 461: 0.0002096497685822819
Position 609: 3.4464125816135593e-06
Position 105: 1.0651471323430772e-09
Position 89: 1.0421570923607777e-09
Position 30: 3.005632884571657e-10
Position 132: 2.5958309185318237e-10
Position 25: 2.3543602412557656e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4810: 0.9997152863420932
Position 11270: 0.9986895911295108
Position 20532: 0.870941559038831
Position 4471: 0.3397954758481624
Position 9170: 0.317585327012413
Position 21811: 0.26433859654626124
Position 24203: 0.24446961041483287
Position 522: 0.17341946317894974
Position 20860: 0.1415562417047561
Position 21092: 0.10394184189011849
Position 20881: 0.0919194794517247
Position 3153: 0.07413157604560051
Position 21424: 0.07040583553823579
Position 21683: 0.06345975670750022
Position 14928: 0.04970458342422025
Position 16908: 0.046016358099082
Position 3458: 0.04563193412978219
Position 1000: 0.032412560928990815
Position 17463: 0.0210090124168269
Position 17545: 0.010414404391120744
Position 1142: 0.004190612101312754
Position 12241: 0.002371230772953279
Position 12026: 0.0017623208120255383
Position 13250: 0.0013000844494141283
Position 13215: 0.0011462899009580824
Position 13304: 0.0010857532132237963
Position 8768: 0.0003373601671869048
Position 5125: 0.0002808528884904131
Position 7176: 0.00013924236156852933
Position 6219: 0.00011574902777653078
Position 2876: 2.89595549706286e-05
Position 5104: 2.2188343066652426e-05
Position 788: 2.1596922599980372e-05
Position 243: 1.8954894863059272e-05
Position 1637: 1.4018571253278498e-05
Position 855: 1.106061948796164e-05
Position 235: 5.465968931474191e-06
Position 431: 3.3824862984994435e-06
Position 257: 2.1064385665319483e-06
Position 210: 1.3848241518062018e-06
Position 266: 6.19863392060157e-07
Position 543: 4.240124926570242e-08
Position 278: 2.5383848724077266e-08
Position 623: 1.216741425265786e-08
Position 275: 8.1846611754784e-09
Position 344: 3.868875627865608e-09
Position 309: 1.7181960599583425e-09
