Gene = TNFRSF9
index = 1464
Annotated 5SS: [   27  2382  3271  4445  4973  5476  8153 10004]
Annotated 3SS: [ 2231  3086  4336  4834  5408  8021  9868 22241]
SMsplice 5SS: [   27  2382  4445  8153 10004 12002]
SMsplice 3SS: [ 2313  4336  8021  9868 11902 22241]
top_k =  100
Partition function (log Z): -5.081175622852847

Sorted 5' Splice Sites (High to Low Probability):
Position 10004: 0.9975356312698663
Position 4445: 0.9744873655362786
Position 2382: 0.9637168784570673
Position 27: 0.7859200100801513
Position 3271: 0.5793534830599221
Position 12002: 0.5233900776482476
Position 4973: 0.38616494604514234
Position 173: 0.1682938168931355
Position 5476: 0.11441019834921323
Position 6706: 0.05513492705543532
Position 136: 0.03144792720521121
Position 2609: 0.023104478249508793
Position 299: 0.014139766149234867
Position 12072: 0.00928548658320894
Position 7010: 0.006659987497361558
Position 872: 0.006254397713111684
Position 3654: 0.005044751633942862
Position 2423: 0.004460681225216519
Position 5320: 0.003656877464821403
Position 899: 0.0035561249753979477
Position 2400: 0.00026038472048646634
Position 2404: 0.0001850949366284636
Position 2733: 0.00012898830408456291
Position 426: 9.094265694050164e-05
Position 2779: 7.738102351660706e-05
Position 49: 6.728046130424458e-05
Position 2783: 6.0957010615038456e-05
Position 2638: 4.0971132539792236e-05
Position 2760: 3.830044399979508e-05
Position 280: 1.484903127876334e-05
Position 548: 1.389877023730869e-05
Position 587: 4.205014505646645e-06
Position 332: 3.085069376135735e-06
Position 389: 2.5621874827969957e-06
Position 323: 1.6564811427898452e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9868: 0.9936746177921228
Position 4336: 0.9168024592418058
Position 22241: 0.7427790472120716
Position 2313: 0.6434469820477922
Position 11902: 0.5189127068208871
Position 3086: 0.41385582706403856
Position 2231: 0.17646142242639126
Position 5408: 0.09732805284015131
Position 4764: 0.09259261834402308
Position 4844: 0.09183043771075912
Position 4834: 0.08651008095035334
Position 4871: 0.08482648766161298
Position 12403: 0.08223258877347552
Position 2267: 0.07615416272213578
Position 3136: 0.06957561106810586
Position 2285: 0.06045663592004208
Position 6558: 0.05513492705543535
Position 3162: 0.04933949964346445
Position 17358: 0.0450909067168204
Position 4358: 0.03049285998208147
Position 16587: 0.0242521041294812
Position 11856: 0.022601500742151823
Position 16114: 0.022595304902480882
Position 2847: 0.021082896114573306
Position 11034: 0.019686805656321704
Position 5308: 0.01705802463232117
Position 4572: 0.01679590117099499
Position 2460: 0.015942888964339194
Position 14293: 0.015304852251916894
Position 3181: 0.014671208840332574
Position 4391: 0.013791785853602457
Position 4569: 0.008928248649349418
Position 16559: 0.008517817462092382
Position 4191: 0.008420878775434947
Position 683: 0.008198910526927351
Position 2242: 0.007656709320002567
Position 2498: 0.0073958689284846085
Position 6775: 0.006659987497361561
Position 9882: 0.006325382207877556
Position 12399: 0.005850615678450129
Position 3006: 0.005736969253048365
Position 15504: 0.005357955903382947
Position 15307: 0.005317246143440358
Position 4918: 0.004312824105010446
Position 12326: 0.004216121009282346
Position 2035: 0.0036311227329654692
Position 4230: 0.0035604271784410273
Position 5223: 0.0035328188551944553
Position 11055: 0.002703433270004641
Position 2926: 0.002594068639360904
Position 15525: 0.002535131152770932
Position 3034: 0.0024871793640568306
Position 3363: 0.0021475165000459863
Position 3500: 0.0016232797552412997
Position 4405: 0.001418954504913742
Position 3583: 0.00127395537865558
Position 719: 0.0009781736676573902
Position 11030: 0.000897845621436983
Position 2102: 0.0007638622295923942
Position 830: 0.0006334384939248797
Position 10090: 0.000603217288069211
Position 10126: 0.00045343569762227394
Position 4540: 0.00036834745303876963
Position 11775: 0.00030255906916453184
Position 5198: 0.00014817948636782342
Position 2723: 0.00012254134438182142
Position 2070: 3.1124114826780085e-05
Position 2044: 1.0609808027399954e-05
Position 1891: 1.040801762273394e-05
