Gene = C4BPB
index = 211
Annotated 5SS: [ 105  748 1640 2979 7774 9423]
Annotated 3SS: [  639  1465  2801  7679  9307 10946]
SMsplice 5SS: [ 105  748 1640 9423]
SMsplice 3SS: [  639  1465  9307 10958]
top_k =  100
Partition function (log Z): -6.981232625093248

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.9122109963488989
Position 105: 0.7869599292497206
Position 1640: 0.7560487739751356
Position 2979: 0.49190461121517504
Position 2864: 0.25099533568315785
Position 1573: 0.21082169289156336
Position 110: 0.14878241393355734
Position 520: 0.10459568175332688
Position 554: 0.08403814878148998
Position 2428: 0.0526038556181459
Position 2083: 0.04962183394774861
Position 752: 0.014926882690260752
Position 317: 0.01467692533191304
Position 190: 0.009763708663879007
Position 703: 0.0020552061166928407
Position 382: 0.0019383427639749048
Position 53: 0.001575478186058235
Position 49: 0.0007975683849315165
Position 342: 0.0006227943329359746
Position 1199: 0.00039465651220789796
Position 168: 0.00024232574172913923
Position 141: 1.629972902575261e-07
Position 13: 6.096087746111926e-08
Position 114: 1.9562620524623858e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 639: 0.8616803294030408
Position 1465: 0.6287421398713001
Position 2801: 0.46130807244803473
Position 10958: 0.45723150343874663
Position 1468: 0.3550090712079882
Position 2777: 0.23864488443625556
Position 7261: 0.2105689140063735
Position 3082: 0.1887885475228363
Position 256: 0.11802887430261089
Position 1757: 0.06786897250178923
Position 2307: 0.04945306495712687
Position 548: 0.04514110027438091
Position 2763: 0.040354063314780114
Position 2726: 0.040316233382920647
Position 474: 0.027551043058660192
Position 6513: 0.020283501042009825
Position 3806: 0.019525231756949306
Position 1712: 0.018177683817152516
Position 404: 0.016040110069611067
Position 6448: 0.009098142491271652
Position 579: 0.00585919373047864
Position 2276: 0.003150790661019014
Position 1887: 0.0022478778067372886
Position 689: 0.0021117162119943167
Position 308: 0.0013796708034148392
Position 355: 0.0013507388697294774
Position 377: 0.0013423346599187357
Position 609: 0.0010573979539649277
Position 663: 0.0008471465982997096
Position 411: 0.00046024563719318566
Position 1043: 0.00039465651220789796
Position 501: 0.00037452839352505657
Position 1781: 0.0003166722308732103
Position 2620: 0.00021356463453323663
Position 524: 0.00019452322599769343
Position 744: 0.00015320060052354716
Position 490: 0.00012044216833565322
Position 1423: 7.835927549115735e-05
Position 1560: 4.915220713632914e-05
Position 175: 4.7528767939921787e-05
Position 1760: 1.5126147050014855e-05
Position 222: 8.99370116318599e-07
Position 266: 9.097417427699263e-08
Position 238: 3.360926942331849e-08
Position 228: 3.128953008284834e-08
