Gene = ERRFI1
index = 509
Annotated 5SS: [  151 10814 11001]
Annotated 3SS: [10615 10923 11911]
SMsplice 5SS: [  151 10814 11001]
SMsplice 3SS: [10615 10923 11911]
top_k =  100
Partition function (log Z): -11.802766999874507

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9993243158413855
Position 10814: 0.7465585606066412
Position 11001: 0.3143241550547226
Position 11027: 0.19319542238109594
Position 10801: 0.16322178936823187
Position 12043: 0.02268394231860139
Position 11059: 0.019862522945591
Position 805: 0.001253225365720354
Position 4970: 0.001125306251069226
Position 3916: 0.0005892235038479792
Position 562: 0.0005715277015807047
Position 1248: 0.00028747792790355565
Position 1203: 0.00014149052915287208
Position 11: 3.761990606042895e-06
Position 765: 2.371343557478695e-06
Position 539: 1.6807210100884013e-06
Position 748: 1.105435677292994e-06
Position 744: 2.1649444233151813e-07
Position 356: 1.5153637451735088e-07
Position 176: 1.3257674777414705e-07
Position 65: 5.5937688633944836e-08
Position 6: 2.5134686666272254e-08
Position 284: 5.156002751889766e-09
Position 300: 2.2004656967832077e-09
Position 448: 5.130822757734556e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10615: 0.9164118735800941
Position 10923: 0.6532490177501404
Position 11911: 0.560374773787918
Position 12370: 0.10062145535979256
Position 11862: 0.08971792349389207
Position 11956: 0.0648317013608021
Position 12944: 0.026271296885207098
Position 868: 0.008783188193251272
Position 5100: 0.007609866736790428
Position 9428: 0.006560095727115977
Position 3406: 0.005393111931931415
Position 5798: 0.0038217786637978453
Position 4889: 0.0017316007224326862
Position 2005: 0.0015476694065588695
Position 6236: 0.0015068712682428569
Position 1280: 0.0013826226699221065
Position 3840: 0.0012770154395159124
Position 4866: 0.001257434501893217
Position 3770: 0.0009341365671228938
Position 3351: 0.0009053174686786473
Position 5352: 0.0008901817932848224
Position 710: 0.0008513619956515914
Position 355: 0.0007938596233872234
Position 1862: 0.0006807235403071543
Position 5497: 0.000651376070011453
Position 796: 0.0006472279140164193
Position 2214: 0.0005948112530370074
Position 1683: 0.0005417566104475727
Position 4778: 0.0005302062073380277
Position 4234: 0.0004592724252803606
Position 3951: 0.0004554798178335481
Position 4193: 0.00041117825291313087
Position 3213: 0.0004063831938843393
Position 1444: 0.000323168227491849
Position 388: 0.000279327151646052
Position 769: 0.0002404907255391162
Position 512: 8.911445590031712e-05
Position 658: 5.076389116012659e-05
Position 1117: 3.3413027922970936e-05
Position 576: 7.562560557189931e-06
Position 526: 7.037206331302368e-06
Position 1008: 4.099133432658162e-06
Position 1041: 2.831679755210661e-06
Position 1062: 2.823783442730138e-06
Position 993: 2.7980698834127156e-06
Position 412: 7.711961424310382e-07
Position 256: 6.207735265856378e-07
Position 238: 5.354346517786285e-07
Position 490: 3.2397516037530943e-07
Position 300: 2.173308488765182e-07
