Gene = PRPF38A
index = 1074
Annotated 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
Annotated 3SS: [ 1115  4004  6550  7949  9314 10056 10197 10773 12083]
SMsplice 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
SMsplice 3SS: [ 1115  4004  6520  7949  9314 10056 10197 10773 12083]
top_k =  100
Partition function (log Z): 12.03571446390863

Sorted 5' Splice Sites (High to Low Probability):
Position 10296: 0.9991812873371331
Position 4127: 0.996197447987265
Position 9428: 0.9787688781859257
Position 6637: 0.9675639474391635
Position 8061: 0.9616537844815218
Position 1276: 0.9534208236853418
Position 316: 0.8670245786651718
Position 10823: 0.8392768018433401
Position 10084: 0.7000342394349595
Position 4660: 0.4871421766247871
Position 7013: 0.23712346237307014
Position 7009: 0.21875167080848662
Position 7761: 0.20210384150384048
Position 750: 0.1824955186025326
Position 10697: 0.06004879973706042
Position 505: 0.055740493339068345
Position 381: 0.052319396614294404
Position 9953: 0.03479292782135534
Position 5408: 0.03157413821801396
Position 6995: 0.02913536709893975
Position 10709: 0.0268126225730939
Position 12180: 0.016052048328174095
Position 10473: 0.01438877041713508
Position 2311: 0.013713591087835085
Position 7402: 0.013444591512271691
Position 7717: 0.012161606853723705
Position 9697: 0.010192758930951992
Position 284: 0.008362181311144646
Position 117: 0.0055152146361961765
Position 8305: 0.005087161196186781
Position 900: 0.00449829662050991
Position 932: 0.004011407742615547
Position 1150: 0.0035446963938506886
Position 423: 0.002458140932708094
Position 543: 0.0024112035674381084
Position 138: 0.002005942902014947
Position 905: 0.0015741427287047354
Position 46: 0.0006190545927661685
Position 10323: 0.0005536335306855842
Position 4005: 0.00017863684988780065
Position 410: 0.00010865881093103841
Position 4131: 0.00010254622032199264
Position 510: 8.947926867520044e-05
Position 4136: 2.7401772314049147e-05
Position 48: 2.5366483767001153e-05
Position 66: 2.2683413437733064e-05
Position 78: 6.780817767407718e-06
Position 83: 2.6051616793182308e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9314: 0.9702138573887724
Position 7949: 0.959094863628902
Position 4004: 0.9485241968084688
Position 10773: 0.9321386309064904
Position 1115: 0.892413378855538
Position 10197: 0.8414345804294314
Position 6520: 0.5184556960692415
Position 6889: 0.4773513359184871
Position 6550: 0.44910825136992244
Position 10056: 0.444727244195954
Position 12083: 0.4186481924080679
Position 4570: 0.3171937055654009
Position 7671: 0.2150577613229257
Position 9757: 0.20996935335213185
Position 10218: 0.13330714874782496
Position 12468: 0.12559793508685235
Position 695: 0.12157418811569322
Position 11109: 0.11691879724337936
Position 10636: 0.10559851912607097
Position 14073: 0.04925265870860944
Position 11299: 0.04810073681729281
Position 4498: 0.04741127594741652
Position 1213: 0.04564172517438673
Position 9760: 0.044741412389596495
Position 635: 0.042290321494827775
Position 4257: 0.041487588433475824
Position 4543: 0.0401494328986445
Position 10016: 0.03263416054670416
Position 11765: 0.03218142198272052
Position 14515: 0.0280423949545928
Position 11030: 0.02646027525933798
Position 5295: 0.02489997965945446
Position 10915: 0.021531441491239235
Position 10167: 0.02111540970615872
Position 4349: 0.020993340034172813
Position 3887: 0.02048354844161796
Position 3848: 0.01942385463830386
Position 10399: 0.016559037010100714
Position 2256: 0.01371359108783509
Position 10556: 0.012718950970556399
Position 11003: 0.010324741470260562
Position 1069: 0.010251661093294116
Position 7334: 0.009851026726457882
Position 571: 0.009850035983343967
Position 4413: 0.009392409574964046
Position 9617: 0.008824510018027958
Position 1033: 0.008600165046610457
Position 3801: 0.008035732091430494
Position 9183: 0.007886283481991534
Position 4454: 0.007859038454781088
Position 6894: 0.007659164362009673
Position 11323: 0.006875521828433902
Position 5330: 0.0066741585585594985
Position 12582: 0.004601806694333273
Position 568: 0.004078711840905143
Position 7163: 0.0035935647858138047
Position 8132: 0.0035306516497833817
Position 9787: 0.0030906545086452995
Position 728: 0.002575979399411679
Position 201: 0.002467399729442682
Position 4209: 0.002179176171850093
Position 10214: 0.0021218719038186467
Position 7780: 0.001766607887259432
Position 9587: 0.001714508779848239
Position 8187: 0.0015565095464033986
Position 586: 0.0014685967846857525
Position 9542: 0.0013390716091260784
Position 439: 0.0010984591369007483
Position 712: 0.0008136307029337051
Position 10669: 0.0006967522400941055
Position 9187: 0.0006687373151635476
Position 116: 0.000622059663588506
Position 644: 0.0005073276648915445
Position 4626: 0.0004524640633062883
Position 384: 0.00035182801175426254
Position 217: 0.00033929130984744536
Position 736: 0.0003372178879172102
Position 834: 0.0003218904714880648
Position 254: 0.0002267485900398259
Position 593: 0.00019414034786457743
Position 375: 0.0001014584943891634
Position 487: 9.902378579761304e-05
Position 10432: 3.685662326447992e-05
Position 3715: 3.5811713902486063e-05
Position 967: 3.142670506286767e-05
Position 10373: 2.9292944923679663e-05
Position 4463: 2.3745480775045105e-05
Position 3833: 2.8891360656852796e-06
