Gene = MCL1
index = 822
Annotated 5SS: [ 748 1347]
Annotated 3SS: [1098 2098]
SMsplice 5SS: [ 443  748 1347 2223]
SMsplice 3SS: [ 558 1098 2098 3764]
top_k =  100
Partition function (log Z): -1.8917573715754652

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.9611521136703084
Position 443: 0.8312226234285992
Position 1347: 0.821061893622037
Position 2223: 0.7607042397176506
Position 3164: 0.23440437751543095
Position 1305: 0.11504175830981596
Position 84: 0.023769959643980397
Position 1182: 0.015131451008416088
Position 2172: 0.009842815555007699
Position 662: 0.009690154206643126
Position 3932: 0.007254709147448635
Position 3929: 0.004950688112231771
Position 1521: 0.0031306371598596957
Position 611: 0.003080232656861715
Position 4: 0.0028920930665838162
Position 511: 0.0027795867120058936
Position 1414: 0.0025867045368541145
Position 1155: 0.0015933021368766463
Position 1029: 0.0009458045395391468
Position 960: 0.000845528696834131
Position 225: 0.0005393953466623372
Position 1288: 0.0004876741862579655
Position 494: 0.00044491725122518917
Position 819: 0.00037450316175929464
Position 523: 0.0003616381653487148
Position 1734: 0.0003490064008464734
Position 978: 0.00034378320057039434
Position 1965: 0.00030988820481643196
Position 705: 0.00023388465119475368
Position 315: 0.00021063019618119264
Position 1793: 0.00016366261221182826
Position 1664: 0.0001419129103892355
Position 106: 0.00012045633465124202
Position 998: 0.0001195319614313938
Position 2499: 0.0001036728491516738
Position 1008: 7.181770682742142e-05
Position 498: 5.348157636023569e-05
Position 62: 9.289698338633245e-07
Position 285: 1.2283550537602917e-07
Position 17: 5.452066590764991e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2098: 0.9745226872575588
Position 1098: 0.9476122192923623
Position 3764: 0.5418777066891641
Position 558: 0.4527760597052981
Position 561: 0.3550217250197989
Position 3058: 0.13296979156677433
Position 2924: 0.06409588693849588
Position 3028: 0.046675081269987026
Position 3704: 0.03804988176270471
Position 3786: 0.03782539799584647
Position 2713: 0.03212944407088261
Position 4142: 0.02497949987267536
Position 2948: 0.01902886141323326
Position 626: 0.017269565331039297
Position 3011: 0.016186169160241983
Position 3817: 0.015901683741554422
Position 3579: 0.01217139675900155
Position 4572: 0.008896756429606334
Position 1057: 0.00843226745177141
Position 3396: 0.008223787357190177
Position 3683: 0.007893112414081456
Position 3417: 0.00644593309862853
Position 3178: 0.005693335952703119
Position 4340: 0.005451632382673774
Position 3064: 0.004595747908911781
Position 2601: 0.0033525161874017094
Position 1456: 0.0026865634297826963
Position 523: 0.002521144208043329
Position 2805: 0.0024255800852761265
Position 1174: 0.002234407881425227
Position 563: 0.0022165970782531542
Position 875: 0.002105574893677097
Position 590: 0.0017122965404010957
Position 2535: 0.0015808630134216204
Position 1564: 0.0012592093113404294
Position 679: 0.001143827751439089
Position 1586: 0.0011105468822752078
Position 2969: 0.001019462343145711
Position 2884: 0.0008745679755088823
Position 661: 0.0008537895844655023
Position 273: 0.0007511928364721802
Position 641: 0.0005590681900269978
Position 1284: 0.0005568855744752803
Position 676: 0.00054915952880501
Position 314: 0.0004928525915434545
Position 572: 0.0004813394791668768
Position 1719: 0.00047355081702825955
Position 599: 0.00020507989583950557
Position 936: 0.00014522503283193904
Position 386: 7.778144801300735e-05
Position 566: 7.747926814877995e-05
Position 879: 7.68109420197569e-05
Position 429: 6.616845877140226e-05
Position 722: 4.408189589530925e-05
Position 179: 3.8453320693887135e-05
Position 343: 2.4073507361104553e-05
Position 2171: 1.04683580462199e-05
Position 1995: 1.0220422257574459e-05
Position 182: 9.57500351098922e-06
Position 156: 8.056586262777286e-06
Position 389: 6.200074995688402e-06
Position 283: 4.222943347229295e-06
Position 176: 4.066664281654098e-06
Position 204: 2.877112955222073e-06
Position 238: 2.5553976964035975e-06
Position 133: 2.3620881068263497e-06
Position 1036: 1.8410713990032928e-06
Position 76: 1.7706729690007216e-06
Position 2404: 1.4286165834678232e-06
Position 431: 1.0617126223690522e-06
Position 2307: 7.322877464514744e-07
Position 434: 6.582726033313066e-07
Position 200: 5.792493405189807e-07
Position 396: 4.7323146011515155e-07
Position 494: 4.2308756807259944e-07
Position 250: 1.5865717670242035e-07
Position 1063: 1.241788122559385e-07
