Gene = GCSAML
index = 582
Annotated 5SS: [  176 19997 42163 49409 56582 58902]
Annotated 3SS: [19881 42077 49348 56531 58872 67084]
SMsplice 5SS: [  176 12350 19997 33603 40296 49409 56582 67231 67721]
SMsplice 3SS: [12116 19881 33530 40208 49348 56531 67084 67662 68258]
top_k =  100
Partition function (log Z): -36.51059631779668

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9998547877746627
Position 12350: 0.8861025399572215
Position 19997: 0.4462741647660065
Position 12618: 0.0867922119913571
Position 5879: 0.0006878391172183032
Position 225: 0.00014350108967018649
Position 5872: 0.00012845901393488803
Position 5079: 9.117030048865683e-05
Position 3632: 7.311676922899406e-05
Position 1760: 6.960478381233456e-05
Position 1547: 2.1415214761757705e-05
Position 1571: 1.714846754541786e-05
Position 519: 8.670884758394708e-07
Position 586: 4.299303582289904e-07
Position 486: 4.1411682324072996e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 19881: 0.9090965779773715
Position 12116: 0.8943828319953862
Position 22979: 0.4462741647660065
Position 12515: 0.10827163586481646
Position 18760: 0.043923152609337476
Position 7461: 0.0027683640614882
Position 6137: 0.0023497928985855253
Position 4798: 0.0022487195634998624
Position 5720: 0.0022115380190215607
Position 10656: 0.0014603119176724408
Position 9581: 0.0012248988142626893
Position 5777: 0.0005160268599162277
Position 1737: 0.00044942000645760384
Position 7913: 0.0004096245298455072
Position 3352: 0.00039729591618788054
Position 5780: 0.00036346610169989374
Position 5686: 0.00026823717669519586
Position 5078: 0.00026713510451508473
Position 7107: 0.0002625689780780162
Position 1399: 0.00024546941565131567
Position 731: 0.00024320835201207706
Position 6482: 0.00020923538500942134
Position 5701: 0.00020491439884576362
Position 6798: 0.00016216530906597594
Position 6068: 0.00015175089533481147
Position 1012: 0.00014783406247249333
Position 5553: 0.00014690387084288078
Position 4621: 0.00014339318277870698
Position 2207: 0.0001421719457040344
Position 1907: 0.00013192989575649378
Position 5365: 0.0001277321390299249
Position 1503: 0.00012325721620849652
Position 615: 0.0001225884270435657
Position 3514: 0.00011537502232200283
Position 3876: 9.023994623625907e-05
Position 2431: 8.619730193096486e-05
Position 3211: 7.34988678044605e-05
Position 4463: 5.814515581929542e-05
Position 3397: 4.437820232571101e-05
Position 3047: 4.1834676820184085e-05
Position 2784: 4.0631167276599356e-05
Position 632: 3.3786440923289245e-05
Position 3004: 3.3492976155594776e-05
Position 2041: 3.2596110678191e-05
Position 1332: 2.9130665819321766e-05
Position 2130: 1.9304082704487132e-05
Position 585: 1.8617744237297673e-05
Position 755: 1.634530206051356e-05
Position 1342: 1.6105984330469692e-05
Position 1076: 1.5988287577557847e-05
Position 777: 1.3705707754335436e-05
Position 1112: 1.1604124413610307e-05
Position 3483: 1.0388879234582643e-05
Position 1658: 6.443495618884105e-06
Position 1440: 1.5425829334266519e-06
