Gene = MLANA
index = 849
Annotated 5SS: [  135  1750  6852 16197]
Annotated 3SS: [ 1647  6754 16082 17837]
SMsplice 5SS: [  135  1750 10574 15967 16197]
SMsplice 3SS: [ 1647 10419 15808 16082 17837]
top_k =  100
Partition function (log Z): -3.6166737406776455

Sorted 5' Splice Sites (High to Low Probability):
Position 1750: 0.9999982726201607
Position 16197: 0.9960287837592121
Position 135: 0.9364014579523261
Position 18157: 0.3256978151936034
Position 501: 0.2288144017241317
Position 19417: 0.12563479795288618
Position 1562: 0.0825517239860471
Position 599: 0.04655847133268904
Position 398: 0.045151008664589515
Position 16920: 0.034451377942285574
Position 19229: 0.023358217837179764
Position 18772: 0.02251094230279464
Position 16970: 0.01649021636835933
Position 1503: 0.0046208410175304585
Position 1439: 0.004218741933583239
Position 1576: 0.0031012959859694047
Position 448: 0.0019573820607191265
Position 8518: 0.0010547441792150153
Position 4061: 0.0001560757792040867
Position 271: 3.298237131552918e-06
Position 4440: 2.7377526178585312e-06
Position 267: 1.6486786598970235e-06
Position 2166: 1.311960572579921e-06
Position 166: 1.2598420910571478e-07
Position 207: 5.497822275296776e-08
Position 238: 3.156454292133093e-08
Position 57: 1.720884217500833e-08
Position 19: 1.6077002624216384e-08
Position 240: 5.397759973905299e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16082: 0.9960287837592121
Position 17837: 0.9591961641817709
Position 1647: 0.8807587083354744
Position 19305: 0.2300616394289605
Position 19120: 0.12094590345289213
Position 1672: 0.1192378674623902
Position 252: 0.10217612435896961
Position 19497: 0.08911962634145144
Position 324: 0.06833703900366724
Position 16842: 0.06059762755578767
Position 1318: 0.04598598139074043
Position 1439: 0.04219494650202294
Position 18501: 0.03353089511727822
Position 275: 0.025435453703473415
Position 424: 0.02405579227562907
Position 564: 0.021052756648247035
Position 19727: 0.019906115133355304
Position 19617: 0.011702198461191545
Position 288: 0.00947831125616608
Position 18264: 0.007139412963523882
Position 19457: 0.006783642445171078
Position 1414: 0.006315036029602058
Position 19791: 0.004906858016887877
Position 448: 0.0032452718620730337
Position 18476: 0.002573494636129014
Position 384: 0.0023411673721953456
Position 17786: 0.0016109279531716363
Position 401: 0.0010851752429660206
Position 8344: 0.0010758207019717454
Position 387: 0.0006597853803270654
Position 486: 0.0005777018151511761
Position 345: 0.00044333591557226405
Position 3957: 0.000156075779204087
Position 7278: 1.3600907866369586e-05
Position 2567: 8.216353230005505e-06
Position 4548: 6.615771867480983e-06
Position 2021: 4.767926068465373e-06
Position 4942: 3.5344328546593202e-06
Position 1863: 2.8790687171802664e-06
Position 4439: 2.8491537735608088e-06
Position 4339: 2.737752617858528e-06
Position 3028: 1.6056336598321251e-06
Position 2538: 1.2725916415018943e-06
Position 2626: 1.2318701336400763e-06
Position 1848: 7.44295682700695e-07
Position 2049: 3.831514937303294e-08
Position 2107: 3.2611160907956306e-08
Position 1714: 3.0132320008273154e-08
Position 1499: 6.9356053760055815e-09
Position 1520: 6.928143543905464e-09
Position 1321: 2.425408013698343e-10
Position 342: 6.823407691270798e-11
Position 207: 6.439599035834709e-11
Position 361: 1.371366179878281e-11
Position 531: 1.2707399389561897e-11
Position 301: 9.353655531189038e-12
