Gene = SST
index = 1343
Annotated 5SS: [246]
Annotated 3SS: [1121]
SMsplice 5SS: [246]
SMsplice 3SS: [1121]
top_k =  100
Partition function (log Z): -5.362102047291583

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.9684215777982598
Position 466: 0.13518494411444568
Position 673: 0.02204285085375173
Position 728: 0.019357807449030234
Position 576: 0.017065728725343145
Position 321: 0.011118174795088313
Position 719: 0.005921831414166698
Position 202: 0.005053700755856363
Position 26: 0.0015244628239745972
Position 687: 0.00063707025278655
Position 128: 0.000288241486573503
Position 265: 3.6204522296617916e-05
Position 66: 3.1001241935719532e-06
Position 218: 1.0484647152207815e-06
Position 313: 1.8006505898311225e-07
Position 354: 1.096960890427927e-07
Position 113: 1.8290596748742065e-08
Position 146: 9.240300475482012e-11
Position 169: 4.466773812236713e-11
Position 171: 4.47286074834083e-12
Position 153: 1.6786568809739683e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1121: 0.9401032464711776
Position 374: 0.1332217138251698
Position 1049: 0.03205207179346327
Position 325: 0.015737616371537814
Position 589: 0.014782411407466054
Position 445: 0.012052190812761751
Position 1169: 0.006155319777482863
Position 613: 0.00472203858728607
Position 489: 0.004519212703170629
Position 510: 0.0034204777748466125
Position 642: 0.003101713863272225
Position 1146: 0.0023828084928522275
Position 873: 0.0023688771465107533
Position 710: 0.001661943619194712
Position 526: 0.001555208851890219
Position 128: 0.0015168527079541167
Position 1208: 0.0014122231623684117
Position 575: 0.0012637641410600494
Position 944: 0.0007480363496546584
Position 880: 0.0006564425294317563
Position 346: 0.0006222911482822148
Position 749: 0.0005154550146857585
Position 1413: 0.00039854018532126806
Position 1197: 0.0002977409097113671
Position 383: 0.0002948707554233461
Position 599: 0.00022818866649328286
Position 564: 0.00022764083799685727
Position 801: 0.00022577903545089486
Position 1362: 0.0002014950579297244
Position 1244: 0.00018122964787542048
Position 196: 1.573103477031264e-05
Position 215: 3.2669666009557126e-06
Position 335: 2.9659455908911247e-06
Position 404: 1.7701471321518185e-06
Position 450: 1.246155750522535e-06
Position 282: 1.088688433118011e-06
Position 107: 1.0511377086833152e-06
Position 460: 9.159739821720222e-07
Position 348: 7.766923748557618e-07
Position 206: 2.908444770357863e-07
Position 218: 2.7262981309437724e-07
Position 409: 2.3820254537759397e-07
Position 242: 2.196583189508906e-08
Position 391: 8.179070737433974e-09
Position 293: 5.563649251813194e-09
