Gene = PITHD1
index = 1033
Annotated 5SS: [ 309 1077 1537 7375 8019]
Annotated 3SS: [1032 1458 7269 7909 8869]
SMsplice 5SS: [ 309 1537 7375 8019]
SMsplice 3SS: [1458 7269 7909 9345]
top_k =  100
Partition function (log Z): -4.318651962529904

Sorted 5' Splice Sites (High to Low Probability):
Position 309: 0.9842894827729961
Position 7375: 0.9388647122213675
Position 8019: 0.8652016034966922
Position 1537: 0.7271354776607445
Position 1077: 0.25984659915417035
Position 5671: 0.2180665043779909
Position 6483: 0.090118647561745
Position 1589: 0.023775965604395613
Position 7363: 0.02137124107700241
Position 658: 0.019347500938541488
Position 1197: 0.01926227155485801
Position 6478: 0.017346867840353258
Position 6113: 0.014926300259916965
Position 344: 0.011846609790766757
Position 882: 0.011686193426058627
Position 1282: 0.007850894515689768
Position 5190: 0.005257980493734242
Position 4735: 0.004317707874065474
Position 97: 0.003692528875560975
Position 631: 0.001976991821787862
Position 1313: 0.0018798820251816352
Position 958: 0.0003224011761185184
Position 893: 0.00028421092923081905
Position 75: 3.237873168782378e-05
Position 281: 1.4057550404359032e-06
Position 42: 1.50523910053509e-07
Position 121: 1.4366821235332787e-07
Position 139: 1.6354635389248015e-08
Position 466: 1.6062482316874347e-08
Position 113: 2.5856503498307983e-09
Position 14: 6.4787482022526885e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7269: 0.9962423106770618
Position 7909: 0.8751822372573167
Position 1458: 0.7250062300394906
Position 9345: 0.36673588315726285
Position 8869: 0.29526819906848983
Position 5625: 0.21891858064760472
Position 1032: 0.21232629806401998
Position 6338: 0.10746551540209827
Position 9468: 0.08059181387995341
Position 775: 0.05967919190359912
Position 9530: 0.05318014749648003
Position 8575: 0.023483452923566902
Position 1426: 0.023403278651114558
Position 8775: 0.02137791869483439
Position 8972: 0.019846048291721097
Position 945: 0.0192522887767504
Position 8279: 0.018634710178483366
Position 5856: 0.015589194623393216
Position 553: 0.014351914459548303
Position 9366: 0.013433355479097884
Position 8684: 0.011561849511405728
Position 9110: 0.010862017043965715
Position 7724: 0.008909185189572077
Position 8628: 0.008760974720139484
Position 8656: 0.007885194341084315
Position 4616: 0.005934767603383804
Position 5091: 0.00525798049373424
Position 8151: 0.004278159229298135
Position 7457: 0.0038351259518465504
Position 486: 0.00294186828070986
Position 730: 0.0024228884349659125
Position 727: 0.002403003682540917
Position 980: 0.002250158165623774
Position 391: 0.0019278222476583305
Position 442: 0.0017206078256694062
Position 1104: 0.001656810549994633
Position 7693: 0.0016112843805451945
Position 746: 0.0012722909173157873
Position 951: 0.0007113544618490933
Position 787: 0.0005777025987369092
Position 832: 0.0005745812002053995
Position 916: 0.0003527229657084811
Position 842: 0.0003071027402667897
Position 1051: 0.00030587609550027377
Position 1721: 0.00013909642955239632
Position 167: 9.672501045734774e-05
Position 182: 8.059444588005024e-05
Position 170: 3.334253092771778e-05
Position 224: 2.8232555156211834e-05
Position 568: 1.5705383003762656e-05
Position 703: 1.3415383390461593e-05
Position 535: 1.284962610095804e-06
Position 527: 1.259492331059958e-06
Position 402: 9.90504327159653e-07
Position 415: 8.20603824211623e-07
Position 179: 7.287827980206547e-07
Position 572: 5.947491969545891e-07
