Gene = FYTTD1
index = 570
Annotated 5SS: [  325  6808 18838 20495 23750 24461 27252 28715]
Annotated 3SS: [ 6675 18688 20381 23652 24398 27176 28587 32060]
SMsplice 5SS: [  325  2595  6808 18838 20495 23750 24461 27252 28715]
SMsplice 3SS: [ 2517  6675 18688 20381 23652 24398 27176 28587 32060]
top_k =  100
Partition function (log Z): 2.191768014337739

Sorted 5' Splice Sites (High to Low Probability):
Position 28715: 1.0000000000000009
Position 6808: 1.0000000000000007
Position 18838: 1.0000000000000007
Position 2595: 0.9696714646681506
Position 20495: 0.9038519101639455
Position 23750: 0.8750880164315806
Position 27252: 0.8059749694513638
Position 24461: 0.6751810708152499
Position 325: 0.4954120395634793
Position 14241: 0.4238451388924539
Position 23479: 0.4058741461960716
Position 499: 0.3945221509762271
Position 134: 0.3904405608667629
Position 1574: 0.2919270855540023
Position 27415: 0.25438839131146457
Position 32525: 0.22386548473903797
Position 1073: 0.21978961008534934
Position 3468: 0.19854587235648177
Position 32293: 0.19605178081863006
Position 1927: 0.18690479343064945
Position 1715: 0.06894904218986633
Position 3364: 0.06457450623975317
Position 27054: 0.06289358029614163
Position 1511: 0.051818872222278406
Position 32160: 0.05050224080168296
Position 242: 0.04299979283418044
Position 1545: 0.031200999627471176
Position 28898: 0.03116907042881776
Position 29389: 0.02497025390084963
Position 1589: 0.01903238871289407
Position 2589: 0.0156436159584913
Position 29144: 0.014927904013453648
Position 29359: 0.011338095687037133
Position 3231: 0.007743045331195904
Position 597: 0.007435547072113918
Position 2093: 0.007030497141561151
Position 705: 0.0044753915287562744
Position 3108: 0.0027580562221585464
Position 235: 0.002616482403541485
Position 119: 0.002099470088225093
Position 30707: 0.0019806735056153366
Position 163: 0.001448336972486821
Position 2720: 0.0013888274718065136
Position 1262: 0.0010842556378247554
Position 230: 0.00047640659325481443
Position 246: 0.00043331486686001993
Position 148: 0.00026246955851791154
Position 156: 8.787612048778981e-05
Position 62: 5.537572368834471e-05
Position 212: 5.324394551500342e-05
Position 93: 3.620183181070507e-06
Position 66: 8.622420862574129e-07
Position 49: 3.534812726969406e-07
Position 60: 3.350560141504763e-07
Position 188: 2.5713116215502e-07
Position 27: 7.060359565067717e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6675: 1.0000000000000007
Position 18688: 1.0000000000000004
Position 2517: 0.9867039080984481
Position 28587: 0.9695612372668978
Position 27176: 0.9299588413707859
Position 20381: 0.9021041905467818
Position 23652: 0.8412060790697442
Position 32060: 0.6932419434175304
Position 24398: 0.6751810708152497
Position 1463: 0.5997410689707171
Position 32371: 0.4370428216504888
Position 14146: 0.4238451388924539
Position 23352: 0.35121994632848436
Position 402: 0.28419862457096884
Position 3328: 0.22910636572357856
Position 32625: 0.1895031008223068
Position 27331: 0.13040451939204276
Position 759: 0.10329866955428268
Position 34356: 0.09534621150064333
Position 219: 0.07600080315594897
Position 27000: 0.06289358029614163
Position 28830: 0.04783100588217976
Position 1642: 0.04722625112981822
Position 23392: 0.04272354225963112
Position 841: 0.04061630781617899
Position 29228: 0.03859406025362799
Position 23600: 0.03388193736183663
Position 28639: 0.030438762733102906
Position 994: 0.02557237792446948
Position 3059: 0.023521041091306188
Position 3231: 0.020994073334704728
Position 28992: 0.018607176691901584
Position 32064: 0.013293128958881616
Position 763: 0.012700469201563204
Position 23264: 0.011930657607956119
Position 415: 0.010208187820122679
Position 30672: 0.010079528273932482
Position 418: 0.007585315174075861
Position 2016: 0.00703049714156115
Position 29231: 0.004696581662637657
Position 31757: 0.003159227619367786
Position 634: 0.0018312971179545291
Position 281: 0.0018074620523960598
Position 20219: 0.0017477196171637238
Position 29262: 0.0016225107718860366
Position 430: 0.0014861840029878485
Position 29776: 0.0012557101112495828
Position 804: 0.0010787485322116459
Position 28944: 0.00021757358365244757
Position 29063: 0.00021001253862099344
Position 28788: 0.00010491015621748538
Position 456: 7.915822222337585e-05
Position 289: 2.9152867953711864e-05
Position 312: 2.634167849305836e-05
Position 474: 1.6844131367023098e-05
Position 469: 1.54946095679121e-05
Position 461: 1.1799748089426446e-05
Position 252: 4.469903539718527e-07
