Gene = DAP
index = 427
Annotated 5SS: [  259 13098 77744]
Annotated 3SS: [13000 77700 80102]
SMsplice 5SS: [  259  4998 10986 13098 15518 28727 80213]
SMsplice 3SS: [ 4870 10879 13000 15441 28587 80102 81111]
top_k =  100
Partition function (log Z): -34.37823769290763

Sorted 5' Splice Sites (High to Low Probability):
Position 4998: 0.997849884572589
Position 13098: 0.9978135761694393
Position 259: 0.9798914784446573
Position 13571: 0.7436026137029138
Position 15518: 0.6849062598564898
Position 10986: 0.5125828106220361
Position 10104: 0.2519320015866211
Position 1030: 0.23673041015825935
Position 1087: 0.0940470797089497
Position 15538: 0.09176978464583731
Position 1077: 0.08549646388662818
Position 1092: 0.06813047349159969
Position 7141: 0.0655447707837666
Position 7765: 0.056321542705451075
Position 7769: 0.04407156033637517
Position 6964: 0.011762327272354869
Position 536: 0.008255843318339331
Position 7517: 0.0056437487554642524
Position 514: 0.005541238261057692
Position 642: 0.0026718185894433386
Position 13148: 0.002053069111990404
Position 663: 0.0013279601467647425
Position 6343: 0.0012501221120603649
Position 413: 0.0012153216044884464
Position 292: 0.0009311226387511735
Position 6187: 0.0006924467597850139
Position 574: 0.00010421240140431908
Position 508: 3.2279781153702006e-05
Position 368: 1.7822930336464327e-05
Position 848: 1.0901883608452946e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 13000: 0.9999960635073635
Position 4870: 0.9274171413910304
Position 27003: 0.9209496138618726
Position 15441: 0.7557887371618549
Position 10879: 0.5125828106220356
Position 1000: 0.4074614105665031
Position 13373: 0.260423723356166
Position 10024: 0.25193200158662066
Position 13437: 0.1759404238718695
Position 13399: 0.14992652954056562
Position 7606: 0.10039310304182672
Position 4940: 0.07043274318155954
Position 7105: 0.06554477078376662
Position 937: 0.06485073105109233
Position 13240: 0.05404986825230684
Position 13346: 0.04810718398966592
Position 13308: 0.02721067723710772
Position 15265: 0.02275771556243639
Position 13441: 0.02192455455213576
Position 21037: 0.019659562192926278
Position 20775: 0.01611714932357335
Position 21204: 0.010870569088318165
Position 21294: 0.01066846038932838
Position 966: 0.009153702079528774
Position 13263: 0.007288971031556613
Position 19926: 0.007052463444769038
Position 6790: 0.0061442306069145565
Position 7399: 0.0056437487554642524
Position 6830: 0.004568091312289616
Position 800: 0.0029390457163011832
Position 13938: 0.0028899605358541983
Position 17305: 0.0019950473098207322
Position 18747: 0.0015570090387957212
Position 6262: 0.0012535964367216875
Position 14202: 0.0011342100657992615
Position 6849: 0.0010500053531506976
Position 15889: 0.00090828803739175
Position 17096: 0.0007487305767197437
Position 6010: 0.0006924467597850105
Position 13736: 0.0006173214699647851
Position 16187: 0.0005043621826176491
Position 16280: 0.0004010521136188575
Position 15802: 0.0003481218085099869
Position 13900: 0.00030499749111304476
