Gene = TRH
index = 1482
Annotated 5SS: [ 519 1723]
Annotated 3SS: [1503 2393]
SMsplice 5SS: [ 519 1723]
SMsplice 3SS: [1503 2393]
top_k =  100
Partition function (log Z): -3.160601264899827

Sorted 5' Splice Sites (High to Low Probability):
Position 519: 0.9936368228246878
Position 1723: 0.9123420933647834
Position 2557: 0.6137724671375776
Position 1324: 0.09550976213153911
Position 1711: 0.06678990176839691
Position 2099: 0.03685896172534181
Position 1317: 0.03675631687854745
Position 1412: 0.03152598322732061
Position 2263: 0.010870522308276974
Position 2235: 0.006503951042983648
Position 1656: 0.00648042231378053
Position 747: 0.006174086231322287
Position 2567: 0.006014419418434335
Position 1419: 0.0030645022629964885
Position 2245: 0.0020128564784866344
Position 2888: 0.0015347172244404704
Position 3283: 0.001425504404656267
Position 770: 0.0014040940536724016
Position 111: 0.0009773356984228534
Position 184: 0.000919955424741069
Position 22: 0.0008719029145391528
Position 896: 0.0007304664536686119
Position 819: 0.0007300473949349274
Position 250: 0.0005725699945899931
Position 2165: 0.00045402317015542416
Position 93: 0.00044192935692160623
Position 2239: 0.000371716392859991
Position 66: 0.0002753660756259952
Position 1893: 0.00027308764028019245
Position 1949: 0.00025145548487450343
Position 20: 7.906868657632991e-05
Position 48: 7.164362175175242e-05
Position 72: 5.954207852473461e-05
Position 297: 3.971217125327494e-05
Position 187: 3.006070007770691e-05
Position 56: 4.211236624782715e-06
Position 9: 3.6573719176135873e-06
Position 26: 3.323213974677441e-06
Position 24: 3.199869081048247e-06
Position 54: 1.8111326730162276e-06
Position 552: 1.522693524153776e-06
Position 101: 8.939384981697054e-07
Position 554: 6.947451948008485e-07
Position 602: 4.3508583624755067e-07
Position 430: 1.6110196112712642e-08
Position 317: 5.8078226512822966e-09
Position 475: 5.7132991899066246e-09
Position 228: 4.837423095106268e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1503: 0.913709892846118
Position 2393: 0.886963816569335
Position 3086: 0.23984375282248066
Position 3349: 0.13155883019004072
Position 3378: 0.11776990855203187
Position 1194: 0.11347340806126884
Position 3190: 0.07553080957630791
Position 2782: 0.04690799043880787
Position 1267: 0.034323032347139085
Position 1997: 0.03289138581514057
Position 1655: 0.028924355428625172
Position 2401: 0.024530861152116935
Position 3137: 0.02235313662524187
Position 1480: 0.021583315316230117
Position 1586: 0.016441632746306823
Position 2998: 0.012723603012909143
Position 2094: 0.011396764736316031
Position 2017: 0.010876685679813666
Position 3595: 0.010292092856907676
Position 2434: 0.009996182895343484
Position 2632: 0.008596502510063933
Position 1212: 0.008125823246770577
Position 3323: 0.007010894574919005
Position 683: 0.0063574194583792204
Position 3207: 0.005969333599744005
Position 2123: 0.004851360812766493
Position 1604: 0.0027369055589880923
Position 2126: 0.002348713317967368
Position 1007: 0.0019975938318850593
Position 1835: 0.0019856875010541993
Position 1590: 0.0019597439653184475
Position 3037: 0.0018887781984416796
Position 1264: 0.0018884415410628944
Position 3242: 0.00181475702924514
Position 3424: 0.0017923256522115905
Position 2524: 0.0017365539286307338
Position 2882: 0.0016848767602510376
Position 173: 0.0016414233818839265
Position 2441: 0.001381993914789309
Position 2835: 0.0012466766551548353
Position 384: 0.001222501227309535
Position 2638: 0.0011812713555814929
Position 3543: 0.0011709429334111725
Position 628: 0.0009483296307412484
Position 979: 0.0007509158224266087
Position 271: 0.0007098246264570014
Position 1173: 0.0006157278570323554
Position 437: 0.0005263637492835347
Position 1863: 0.0005044795430497
Position 641: 0.00045359981843003534
Position 1897: 0.000386383221338849
Position 993: 0.0003823452260566878
Position 1971: 0.0003758623295253044
Position 611: 0.00034676133684374144
Position 1169: 0.00027342120195179696
Position 678: 0.0002425148767866389
Position 1013: 0.00022952650728594144
Position 746: 0.000159209145462061
Position 368: 0.00010094213652315632
Position 445: 8.228282543965894e-05
Position 420: 6.805283767944399e-05
Position 1793: 6.121632911644681e-06
Position 613: 9.899386276747254e-07
Position 548: 8.902768135682436e-07
Position 321: 5.266481279671083e-07
