Gene = DMAP1
index = 450
Annotated 5SS: [  73  404  987 1444 5015 5301 5787 6023 6424 6855]
Annotated 3SS: [ 293  894 1247 4855 5132 5600 5950 6350 6561 7103]
SMsplice 5SS: [  73  404 5015 5301 5787 6023 6424 6855]
SMsplice 3SS: [ 293 4855 5132 5600 5950 6350 6561 7103]
top_k =  100
Partition function (log Z): 16.076027604519318

Sorted 5' Splice Sites (High to Low Probability):
Position 6424: 0.9973364490368114
Position 5301: 0.9970877348795565
Position 5787: 0.8987792628819328
Position 73: 0.859800459670306
Position 6855: 0.7903902782957617
Position 1444: 0.7369237857976442
Position 404: 0.6466594540185675
Position 6023: 0.6004966455560434
Position 6027: 0.3937183647071161
Position 1865: 0.3468841575376968
Position 1851: 0.2279052679783374
Position 1015: 0.17404724491236118
Position 2044: 0.16666870775659587
Position 1162: 0.14985533325396072
Position 440: 0.12846652856206883
Position 6665: 0.11532004447964898
Position 5795: 0.07124102922628116
Position 6989: 0.04047022549026015
Position 208: 0.038972917908431756
Position 6715: 0.03440527256739994
Position 95: 0.03006695063602384
Position 499: 0.014599839063340569
Position 3974: 0.013403367435159226
Position 128: 0.011455980872961371
Position 991: 0.009986433143653235
Position 604: 0.0096151944195183
Position 6102: 0.0037308162940378163
Position 317: 0.0021847925657446296
Position 81: 0.001361500948708893
Position 6420: 0.0010475705910070652
Position 6418: 0.0007755735604068135
Position 44: 0.0006051487724358731
Position 802: 0.0005188528945895963
Position 110: 0.0004309683477994873
Position 5193: 0.00035940558307088485
Position 590: 0.00016306872631141584
Position 6430: 8.94105020946608e-06
Position 6453: 8.157246900815534e-06
Position 10: 4.767596887775279e-06
Position 242: 2.201748667668256e-06
Position 47: 1.1689469907118212e-06
Position 6180: 8.232942931156293e-07
Position 41: 4.5070568554394487e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5132: 0.9974471404626276
Position 5950: 0.9967388423998614
Position 6561: 0.9892148983935657
Position 5600: 0.9423095449849761
Position 7103: 0.8084971930964879
Position 6350: 0.7313967971358574
Position 293: 0.6344095412686872
Position 1744: 0.4576565480036794
Position 1247: 0.4153790138394406
Position 894: 0.27342887560676543
Position 6324: 0.21198161485575806
Position 1271: 0.19334854602460347
Position 1850: 0.16815874998504773
Position 1160: 0.10141855093161126
Position 6939: 0.09435576749573994
Position 1083: 0.08074546275748176
Position 253: 0.059366798723611794
Position 6741: 0.054675972210863774
Position 207: 0.04528847440086225
Position 6305: 0.043427144533284466
Position 1764: 0.04136857196118669
Position 1698: 0.0326422989465807
Position 1929: 0.031277198914982665
Position 6809: 0.0174208089683203
Position 5562: 0.013785308402788372
Position 3799: 0.013403367435159226
Position 6236: 0.011384753806859096
Position 1905: 0.010354765461152996
Position 5472: 0.007176163132873241
Position 1055: 0.0059487700179544556
Position 6747: 0.005563230008898866
Position 6777: 0.005341287181100824
Position 7105: 0.003077104180023199
Position 5506: 0.00271514161887624
Position 332: 0.0025682906636214156
Position 7129: 0.0023402022224254353
Position 5627: 0.0018087535580341603
Position 531: 0.0017204408062152302
Position 5388: 0.0012606842789192314
Position 499: 0.0011611314761567617
Position 6097: 0.0008898839985949758
Position 5687: 0.0008401430548170895
Position 5565: 0.0005182952571905434
Position 5518: 0.00042684818420739767
Position 736: 0.00031959572720590063
Position 774: 0.000272565034688955
Position 805: 0.00027101289507317774
Position 5969: 0.00025267518830841736
Position 5607: 0.00022311158961000357
Position 347: 7.597333867730056e-05
Position 6584: 5.56862529030015e-05
Position 6563: 4.36708227413983e-05
Position 5891: 7.905331616044425e-06
Position 5962: 2.2132608909037775e-08
