Gene = CLDN16
index = 377
Annotated 5SS: [  572 14568 17055 20634]
Annotated 3SS: [14464 16889 20441 22030]
SMsplice 5SS: [  572 14568 17055 20634]
SMsplice 3SS: [14464 16889 20441 22030]
top_k =  100
Partition function (log Z): -18.627171430435222

Sorted 5' Splice Sites (High to Low Probability):
Position 572: 0.8200831039328141
Position 365: 0.17511795021707816
Position 1398: 0.053137931717419415
Position 2268: 0.03646063277125172
Position 1932: 0.0009893847518501772
Position 753: 0.0007231127255474413
Position 151: 0.00022614472968651912
Position 268: 0.0002120459577303146
Position 548: 0.00019754493564857776
Position 326: 0.0001743497099329468
Position 66: 3.320230956188108e-06
Position 126: 2.324408727609889e-06
Position 79: 6.632669373560159e-07
Position 146: 2.608504409915151e-07
Position 10: 2.030945543965231e-07
Position 121: 1.2681296296680622e-07
Position 235: 9.919227107389058e-08
Position 282: 7.474898009356429e-08
Position 336: 5.159544857237857e-08
Position 272: 1.6315887377882738e-08
Position 58: 5.872860693826058e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14214: 0.3724135445783676
Position 10408: 0.15436055958781617
Position 14464: 0.13239474456999056
Position 8012: 0.08337564267478789
Position 13426: 0.05967396192641335
Position 2180: 0.0585695023597114
Position 11145: 0.05407757086776023
Position 10179: 0.02257688792459186
Position 1262: 0.021450785605736974
Position 9962: 0.01726523175424872
Position 3125: 0.014040515970975496
Position 1314: 0.013090532874369126
Position 1193: 0.010661590371569723
Position 3355: 0.010511156882789155
Position 2934: 0.008841356188944216
Position 3642: 0.008552374711536975
Position 4238: 0.007471957000728318
Position 6699: 0.0052685100141769605
Position 1265: 0.004145028082357861
Position 814: 0.0040519364678611785
Position 5903: 0.0034419851213149085
Position 2821: 0.003174243409347372
Position 6696: 0.0027066806652222106
Position 778: 0.0022889499462260894
Position 5725: 0.0021577230640974438
Position 1215: 0.0018894792942524097
Position 5863: 0.0016640581941996587
Position 2377: 0.001400889483773596
Position 2994: 0.0012059730136550015
Position 3898: 0.0006532073320898628
Position 1864: 0.000625023577253735
Position 2784: 0.0005622337522419299
Position 2633: 0.0005011835066184642
Position 1357: 0.0004730874058168829
Position 2958: 0.00046714641308907135
Position 990: 0.00032619909984138955
Position 1762: 0.00029429162434017956
Position 958: 0.00024847107290945256
Position 604: 0.00017407545262279015
Position 1734: 0.00010570927587785128
Position 1240: 0.00010392643020434552
Position 1130: 2.8396699895104082e-05
Position 1906: 1.7411609309074993e-05
Position 278: 1.1743627361412195e-05
Position 364: 7.609363903893364e-06
Position 2070: 4.306981919961121e-06
Position 462: 1.3214513183050271e-06
Position 402: 6.305555438169202e-07
