Gene = SLC51A
index = 1271
Annotated 5SS: [  247  1433 10616 11234 11770 12417 13558 16021]
Annotated 3SS: [ 1337 10460 11159 11610 12304 13410 15914 16558]
SMsplice 5SS: [  247  1433  1845 10616 11770 12417 13558 16021]
SMsplice 3SS: [ 1300  1727 10460 11610 12304 13410 15914 16669]
top_k =  100
Partition function (log Z): 3.6917497012712825

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9991696660376725
Position 1433: 0.9900479130996175
Position 11770: 0.9895027822728215
Position 12417: 0.8657118057052009
Position 16021: 0.7473319403599318
Position 1845: 0.5996631894393908
Position 13558: 0.45202638347978913
Position 3089: 0.2871825174978563
Position 3099: 0.2811205952597284
Position 546: 0.2098944952171105
Position 13520: 0.181436547677042
Position 12114: 0.11577584380325875
Position 589: 0.10626440383712422
Position 403: 0.09765323693089578
Position 634: 0.08080665080793696
Position 12428: 0.06723863128286142
Position 14974: 0.042458484590423846
Position 469: 0.025014513532281374
Position 538: 0.015892326405377324
Position 14727: 0.012922958324996344
Position 15970: 0.011631870515546879
Position 11786: 0.010497217727179129
Position 1867: 0.01030664441503727
Position 13618: 0.008980867143118906
Position 419: 0.007981836137363075
Position 2272: 0.006751705098454928
Position 407: 0.005889029660353872
Position 388: 0.003268220743807093
Position 542: 0.002749315454899555
Position 2287: 0.0016405005754386054
Position 251: 0.000789809456223567
Position 177: 2.979174189716892e-05
Position 21: 6.379643409732847e-06
Position 40: 8.019730153151243e-07
Position 289: 1.6136439926425264e-14
Position 275: 3.285712946478626e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 11610: 1.000000000000001
Position 15914: 0.9946684696978169
Position 12304: 0.9288047648810172
Position 13410: 0.6387951969110649
Position 2985: 0.5683031127575846
Position 16669: 0.5591284700656023
Position 1727: 0.5587566731046879
Position 1300: 0.5584821561911983
Position 327: 0.4324487607799714
Position 1337: 0.3535302898853626
Position 453: 0.10529521759724092
Position 1321: 0.07752099661026572
Position 16558: 0.06103357592371625
Position 11924: 0.0585406864021476
Position 16126: 0.058406731025272926
Position 11838: 0.0530385297162104
Position 14808: 0.04245848459042382
Position 16198: 0.03211107171523896
Position 16804: 0.027284126692096105
Position 1573: 0.018574509751565372
Position 1684: 0.015140396504713993
Position 16524: 0.014183106884989354
Position 14550: 0.012922958324996332
Position 1753: 0.009959628161579847
Position 593: 0.008656290424603003
Position 2189: 0.008392205673893528
Position 16829: 0.0068167285685624135
Position 1734: 0.005092147962964621
Position 11902: 0.004196627684900768
Position 12356: 0.004145672107045167
Position 417: 0.0035658418797337474
Position 15797: 0.0032599172281660574
Position 13321: 0.0028631261247177645
Position 432: 0.002038435190497173
Position 1832: 0.0018589022952173438
Position 13557: 0.001766595855265917
Position 550: 0.0014730863975144486
Position 14030: 0.0010904924829188774
Position 350: 0.0007753327848323741
Position 1531: 0.0005875760736990552
Position 387: 0.000549238682862993
Position 527: 0.0004213872563173738
Position 1348: 0.0004089550208006684
Position 329: 0.00018434626899769768
Position 1404: 0.0001055153919896798
Position 118: 2.5387959013138554e-06
Position 123: 9.420855770214642e-10
Position 377: 3.2059861098847356e-10
Position 395: 1.444045126190087e-10
Position 197: 6.119869386776016e-11
Position 360: 5.262421160164171e-11
