Gene = PAIP1
index = 996
Annotated 5SS: [  498  1250  9352 14076 18156 20261 21546 22227 23342 27294]
Annotated 3SS: [ 1079  9165 13962 18043 20134 21438 22108 23286 27199 29609]
SMsplice 5SS: [  261  1250  9352 14076 20261 21546 22227 24816 27294 29687]
SMsplice 3SS: [ 1079  9165 13962 20134 21438 22108 24552 27199 29609 30442]
top_k =  100
Partition function (log Z): 6.376350603955899

Sorted 5' Splice Sites (High to Low Probability):
Position 9352: 1.0000000000000016
Position 14076: 1.0000000000000016
Position 1250: 0.9999949535215988
Position 27294: 0.9992008647553742
Position 22227: 0.9486814672569399
Position 261: 0.9285002458252322
Position 498: 0.8838436551336282
Position 24816: 0.8292537835579546
Position 29687: 0.7316990783377223
Position 21546: 0.5260804410383235
Position 28028: 0.34858303193846435
Position 28944: 0.3484756606593852
Position 21542: 0.24793479286331782
Position 26559: 0.24360788283737103
Position 21637: 0.22581127654426283
Position 28595: 0.1856785868214518
Position 28800: 0.16656468979140804
Position 23342: 0.1580620940541184
Position 29743: 0.11112400619351613
Position 640: 0.07628146334279737
Position 26745: 0.06407104387499589
Position 877: 0.0639830148000042
Position 26119: 0.054875802103735515
Position 243: 0.026567544991161297
Position 23476: 0.02377808567598457
Position 26109: 0.014963365439942358
Position 25039: 0.013019513894551263
Position 267: 0.007146559189446378
Position 1166: 0.0069455020433849945
Position 29700: 0.0039055862038397562
Position 130: 0.003545468426434182
Position 717: 0.0017137667954222919
Position 235: 0.001446151445834086
Position 27287: 0.0007991352446261626
Position 2671: 8.811245115997183e-05
Position 3852: 8.537710293703489e-05
Position 14: 2.280821504086943e-05
Position 671: 7.149546376176877e-06
Position 1442: 1.716723643219465e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9165: 1.0000000000000016
Position 13962: 1.0000000000000016
Position 21438: 0.9998265104459045
Position 27199: 0.9989219632423509
Position 1079: 0.9888729710701663
Position 29609: 0.9800556317270538
Position 22108: 0.9486814672569402
Position 24552: 0.8292537835579546
Position 30442: 0.5998192205982414
Position 397: 0.4184966974846217
Position 27825: 0.3284257854975919
Position 28869: 0.2699491482058168
Position 364: 0.26041714191140136
Position 28731: 0.24509120224497657
Position 380: 0.1700689225409598
Position 30225: 0.14101621749087181
Position 26377: 0.1316703676747908
Position 26374: 0.11193751516258024
Position 23191: 0.10691448795413
Position 28457: 0.10059502999268993
Position 28356: 0.07469864608543482
Position 25989: 0.0698391675436779
Position 26658: 0.06407104387499589
Position 30758: 0.045973996330299666
Position 23286: 0.04009843847942619
Position 23332: 0.03482725329654678
Position 775: 0.02710316758971746
Position 497: 0.024762353343326257
Position 30619: 0.024141609775564208
Position 29552: 0.019944368272946055
Position 335: 0.01959767197514535
Position 29991: 0.01868382275444255
Position 1229: 0.017850796774869337
Position 27841: 0.015941267091769264
Position 838: 0.015188820436856527
Position 772: 0.014129897694098776
Position 24909: 0.01301951389455127
Position 415: 0.01190273342805749
Position 612: 0.011832721970802922
Position 28390: 0.010384910743327045
Position 30181: 0.00891568435191822
Position 30090: 0.008178119433740583
Position 349: 0.005893318592444641
Position 437: 0.005814209405849779
Position 420: 0.0027271739586808477
Position 523: 0.0022686482393670794
Position 27914: 0.0016152025473187004
Position 27955: 0.0015644361188486933
Position 469: 0.0012722080968212677
Position 508: 0.0010075338093833816
Position 27871: 0.0009727868214037951
Position 27168: 0.0007529211656052098
Position 568: 0.0005746060841448356
Position 27250: 0.0002910102526990621
Position 923: 0.00014978376208057712
Position 27724: 6.355386153207675e-05
Position 2554: 3.938127048921491e-05
Position 3732: 3.830947723481507e-05
Position 2519: 3.468824472038182e-05
Position 1014: 3.416187527590694e-05
Position 26952: 3.410533934547403e-05
Position 991: 3.3208700020118895e-05
Position 3775: 3.3132467532496205e-05
Position 2581: 1.404293595037516e-05
Position 3798: 1.3935158169723614e-05
Position 1321: 1.25010621469271e-06
Position 462: 7.179197914227835e-10
Position 445: 4.317758317834498e-10
