Gene = STIL
index = 1347
Annotated 5SS: [  112  1200  3872  9259 11914 12587 14243 18383 20690 24713 26597 31803
 33907 42072 44513 51245 53859]
Annotated 3SS: [  990  3784  9150 11800 12398 13994 18298 20602 24561 26486 31687 32937
 41905 44280 51033 53607 62224]
SMsplice 5SS: [  112   301  3872  9259 11914 12587 18383 26597 31791 42072 44513 53859]
SMsplice 3SS: [  217  3784  9150 11800 12398 18298 26486 31687 41905 44280 53607 62224]
top_k =  100
Partition function (log Z): -20.631124531574685

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9882433930609472
Position 3872: 0.9436707580350925
Position 11914: 0.9169421911006216
Position 12587: 0.834115203889788
Position 301: 0.7068126147246634
Position 18383: 0.6487281258298788
Position 9259: 0.5225123706716661
Position 14243: 0.44141893430613893
Position 12221: 0.20692174562950674
Position 3928: 0.0563289472667096
Position 1200: 0.030506664609197397
Position 1983: 0.019759012154446004
Position 12260: 0.019489727398768638
Position 314: 0.010698911071887493
Position 514: 0.008790001602553001
Position 1783: 0.005957148900713852
Position 2491: 0.0047542491861074935
Position 284: 0.0037219757616143434
Position 354: 0.0033412704769497747
Position 1086: 0.0024113178449698823
Position 172: 0.0020999540945315725
Position 5901: 0.0014175589121937227
Position 5791: 0.0013430382950837723
Position 1919: 0.0005241045517833617
Position 1233: 0.000472550108685093
Position 560: 0.000392815550535897
Position 106: 7.780148146273301e-05
Position 4865: 1.6206423491317898e-05
Position 4718: 1.3948644981911774e-05
Position 4767: 1.389193672130341e-05
Position 116: 3.6016500873222288e-06
Position 135: 3.3798713265247517e-06
Position 176: 2.4482606715081047e-06
Position 126: 3.011595833249248e-07
Position 45: 1.2218346957619767e-07
Position 3880: 9.286657450778292e-08
Position 4008: 1.858105308241726e-08
Position 38: 1.285926836388451e-08
Position 180: 7.668833296658393e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3784: 0.9999894183801813
Position 12398: 0.9854851553594058
Position 11800: 0.9451676632813686
Position 217: 0.6848112458039693
Position 18298: 0.6614387823078276
Position 9150: 0.4616660309571463
Position 21666: 0.3127956708149301
Position 13994: 0.30051545996457196
Position 21388: 0.22953471178408166
Position 12148: 0.19960784699781275
Position 14178: 0.15918988240713303
Position 9165: 0.06084633971451904
Position 20602: 0.057705179776437764
Position 17760: 0.04584287355887093
Position 17336: 0.0392559552482942
Position 18571: 0.025412751084983344
Position 200: 0.024790304162947027
Position 15745: 0.023821171664571372
Position 19469: 0.023279812369446616
Position 16222: 0.020390394026915476
Position 1697: 0.018581695008810427
Position 15500: 0.015697960221973693
Position 16247: 0.0139708099016017
Position 1041: 0.009186326767127887
Position 15918: 0.00804488672519923
Position 1128: 0.0076456314266875915
Position 826: 0.006377816734626439
Position 192: 0.0059253763044592525
Position 434: 0.005663816543767816
Position 987: 0.005612505795100114
Position 2404: 0.0047542491861074865
Position 1721: 0.003736511403974443
Position 1822: 0.0031535226976772317
Position 220: 0.0029733305906054024
Position 990: 0.00221250724995202
Position 1125: 0.0019176496681049737
Position 5597: 0.0014878962360973412
Position 5763: 0.0008147006442916786
Position 1825: 0.0007685364964811187
Position 5759: 0.0006028582679020415
Position 1169: 0.0004315563455442223
Position 4500: 0.00030309759450166773
Position 4601: 3.6975090145271806e-05
Position 230: 1.9694985026698454e-05
Position 4549: 1.8077038809789804e-05
Position 3761: 1.028988223314112e-05
Position 1172: 6.53857570908685e-06
Position 227: 2.9792907459165665e-06
Position 438: 6.347403850100078e-07
Position 342: 5.458701170405663e-07
Position 369: 3.0908832390397805e-07
Position 458: 1.5490692016411928e-07
Position 250: 1.3673920496378198e-07
Position 3808: 1.0848701735043088e-07
Position 264: 3.579636385498562e-08
Position 267: 1.4549835160975407e-08
Position 241: 6.936185855156327e-09
Position 295: 6.153424475806283e-09
Position 300: 6.016909141276218e-09
Position 246: 2.7370964572312833e-09
Position 321: 2.6699580062713702e-09
