Gene = MLLT11
index = 851
Annotated 5SS: [2796]
Annotated 3SS: [9460]
SMsplice 5SS: [ 174  584 2796]
SMsplice 3SS: [ 432 2612 4347]
top_k =  100
Partition function (log Z): -8.786405037572734

Sorted 5' Splice Sites (High to Low Probability):
Position 2796: 0.7747497997519119
Position 174: 0.7225439818173387
Position 584: 0.38664402530184383
Position 646: 0.3034768787936501
Position 963: 0.12138062262839704
Position 219: 0.09869580505076098
Position 159: 0.07526777405015404
Position 558: 0.06949182419343132
Position 1765: 0.06637642306966772
Position 190: 0.062240679445302906
Position 1657: 0.044702951567249447
Position 170: 0.023215528139359544
Position 4432: 0.02305792526531134
Position 3320: 0.01762967323217547
Position 3329: 0.012150513074581447
Position 563: 0.011000135976307312
Position 541: 0.009340099139223592
Position 216: 0.007843385684569321
Position 336: 0.004920535295539138
Position 590: 0.004652805591855292
Position 178: 0.0045798128889871035
Position 507: 0.0042594511411442005
Position 602: 0.003655125965440412
Position 723: 0.003183550151846693
Position 466: 0.0003964257269189287
Position 464: 0.0003547537024275617
Position 203: 0.00027088645038216
Position 163: 0.00010034527060200898
Position 277: 9.462347627081153e-05
Position 225: 8.868186277022894e-05
Position 107: 6.04454270307543e-05
Position 36: 4.4465118800948105e-05
Position 206: 1.6861732943502227e-05
Position 282: 1.2367853981514097e-05
Position 343: 3.437475433951439e-06
Position 209: 3.692770027790554e-07
Position 156: 7.039446007689456e-09
Position 194: 5.893822224828249e-09
Position 182: 6.003871394866229e-10
Position 139: 1.4911409235494374e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 432: 0.8760526402652754
Position 2612: 0.7659364788535661
Position 4347: 0.46833344176019975
Position 8108: 0.3078483295940324
Position 1533: 0.10734062029236704
Position 678: 0.05749164244846096
Position 681: 0.05444214035092982
Position 3203: 0.05114253889515102
Position 1507: 0.034483557577134616
Position 4306: 0.024638991619666057
Position 2451: 0.023680290507492277
Position 8104: 0.01879477322634985
Position 763: 0.01782155672281764
Position 5464: 0.017378697605059612
Position 6308: 0.008482103525269723
Position 5148: 0.0062130771278740326
Position 1076: 0.004084807395093801
Position 4625: 0.003874776745818026
Position 2095: 0.0035935460982664358
Position 3128: 0.002815673517994822
Position 3113: 0.001955570139459799
Position 444: 3.28130972593288e-05
Position 269: 2.0679903582053384e-05
Position 531: 1.6292388136362727e-05
Position 322: 1.5510444404152684e-05
Position 924: 1.2434171724211404e-05
