Gene = TCAIM
index = 1383
Annotated 5SS: [  201 16693 19758 23400 29590 54859 58379 58716 62469 63216]
Annotated 3SS: [16619 19621 23245 29336 54735 58280 58623 62235 63083 69322]
SMsplice 5SS: [  201 16693 16878 19758 20227 23400 24346 29590 54859 58379 58716 63216]
SMsplice 3SS: [16619 16765 19666 20097 23245 24300 29336 54735 58280 58623 63083 69322]
top_k =  100
Partition function (log Z): -39.83484987349441

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9826623578535448
Position 1822: 0.12996025199386058
Position 1838: 0.057964612259305846
Position 3291: 0.03194615486938977
Position 7086: 0.020651393384085937
Position 1317: 0.0176659392266488
Position 716: 0.015058402665297567
Position 243: 0.0031155981876782933
Position 1445: 0.00220129170464986
Position 447: 0.0008277855893926411
Position 662: 0.00015286879087499897
Position 1659: 8.84579993026309e-05
Position 944: 8.326882942446244e-05
Position 912: 7.041125114160193e-05
Position 669: 6.003529072800748e-05
Position 548: 5.849710988329063e-05
Position 316: 5.3986271516028696e-05
Position 1653: 1.5854346077068872e-05
Position 1379: 6.693855120135721e-06
Position 83: 5.0383099441055684e-08
Position 296: 4.665815561760017e-08
Position 260: 3.1941128826563063e-09
Position 268: 2.819972118901564e-10
Position 251: 2.609140763672485e-10
Position 51: 1.8740522783702537e-10
Position 140: 1.6620963417985088e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1567: 0.3744934564477171
Position 6488: 0.12387614320383451
Position 1775: 0.11321637969348612
Position 10649: 0.09467057560153533
Position 2263: 0.08172787782068033
Position 3206: 0.07707374832485049
Position 7427: 0.053052899749315124
Position 7012: 0.04846836751299958
Position 2635: 0.04501920576441844
Position 3395: 0.0379781327471503
Position 4618: 0.02363576445632276
Position 4462: 0.02169960176104822
Position 2650: 0.01895503804842438
Position 2235: 0.015537834300399232
Position 2440: 0.014893146161552528
Position 1084: 0.012697507128059053
Position 1793: 0.012624981321122834
Position 2616: 0.012171397507117758
Position 5471: 0.011654110326283877
Position 1738: 0.010792579677042875
Position 2998: 0.00714119715086626
Position 1087: 0.006851916381353174
Position 5136: 0.00588254265477255
Position 2089: 0.004937185721078595
Position 547: 0.004836177194347426
Position 1889: 0.003171374500219354
Position 323: 0.003122986704783626
Position 3667: 0.0029324140243569027
Position 1963: 0.002867831084662261
Position 2516: 0.0024390494283981273
Position 3012: 0.002374630851705813
Position 1378: 0.0022862408195068675
Position 2493: 0.001826183062191175
Position 2543: 0.0017102618586102472
Position 837: 0.0015646992356092685
Position 542: 0.001160002251510963
Position 1157: 0.0007863052515813762
Position 1250: 0.0007282519059266176
Position 620: 0.0006354666534853235
Position 587: 0.00039224492073463055
Position 1269: 0.0003920667748115631
Position 1036: 0.00010894329280538233
Position 943: 8.257036167762126e-05
Position 1106: 6.877058918650023e-05
Position 377: 4.4772825954400974e-05
Position 599: 3.349703819940833e-05
Position 1572: 2.104621884660924e-05
Position 1624: 2.6818988341170162e-06
Position 833: 2.2205673741367814e-06
Position 332: 1.683833047682663e-06
