Gene = RNASEL
index = 1145
Annotated 5SS: [   90  3930  5176  7204  8032 13001]
Annotated 3SS: [ 2285  5089  6997  7898 12866 13677]
SMsplice 5SS: [   90  1043  5176  8032 13001]
SMsplice 3SS: [  950  5089  7907 12866 13677]
top_k =  100
Partition function (log Z): -4.794576167848923

Sorted 5' Splice Sites (High to Low Probability):
Position 5176: 0.9996379876023115
Position 90: 0.9680155621237853
Position 1043: 0.887375757880732
Position 2856: 0.5491838340966487
Position 3930: 0.547039996716005
Position 6141: 0.49407409197085617
Position 1659: 0.41391545151003967
Position 7204: 0.35312585337027447
Position 2589: 0.11729982237839767
Position 683: 0.07381161125815687
Position 543: 0.030293010728313384
Position 5970: 0.02482080847888369
Position 8418: 0.018342252650186394
Position 4242: 0.009861077013848602
Position 1134: 0.009219192076647668
Position 5974: 0.006546505492241575
Position 6007: 0.00546098089691731
Position 618: 0.004496356688539265
Position 5742: 0.004132095822551611
Position 781: 0.002379612734500469
Position 802: 0.0015162064997111474
Position 328: 0.0010907079834630651
Position 535: 0.000939545261039408
Position 5956: 0.0005351910807468924
Position 484: 0.0002511465921342332
Position 81: 0.00023531935371444955
Position 784: 0.00020175223143582979
Position 195: 1.5004678365025966e-06
Position 131: 3.3774757778219383e-08
Position 262: 4.532446213869535e-09
Position 75: 3.6860232382739264e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5089: 0.9996379876023114
Position 950: 0.8961562250335459
Position 2747: 0.48676889222047304
Position 13677: 0.4457514511772641
Position 1451: 0.4095080145606354
Position 6997: 0.3384960423772543
Position 5928: 0.32041063551714405
Position 3766: 0.24721491153240147
Position 12080: 0.20301324967275103
Position 3859: 0.16598894844417794
Position 3795: 0.13383613673942565
Position 6080: 0.12115134039797207
Position 9248: 0.11620441249648086
Position 5897: 0.10618146497267567
Position 2285: 0.09768193330103203
Position 8184: 0.07954157243189071
Position 8245: 0.07551377433961426
Position 5931: 0.050533904882062546
Position 2792: 0.04738378863155209
Position 6943: 0.035320273463491335
Position 465: 0.02710685350922617
Position 2411: 0.01961788907736567
Position 2648: 0.015031153244623657
Position 327: 0.015011458633321402
Position 5614: 0.012925431935724487
Position 657: 0.009972072939391296
Position 4005: 0.009861077013848602
Position 296: 0.007643794976717296
Position 613: 0.006207979510450095
Position 660: 0.004228307947147083
Position 1645: 0.003329684978690785
Position 417: 0.002597101749994108
Position 521: 0.002286814049462404
Position 383: 0.0021140074739570205
Position 5675: 0.001994226098333853
Position 682: 0.0017113514600224518
Position 574: 0.0015678969532358401
Position 1459: 0.0010777519707133398
Position 244: 0.0007096272215919904
Position 255: 0.0006597948289414929
Position 731: 0.0006321851003401736
Position 231: 0.0003226648357757133
Position 635: 0.00029705682901045433
Position 597: 0.0002686625248820251
Position 304: 0.00024159553746466624
Position 576: 9.187275875626499e-05
