Gene = TBCCD1
index = 1380
Annotated 5SS: [  437  6550 12127 14135 15646 16290 19415]
Annotated 3SS: [ 6170 11970 13767 15458 15791 19263 23587]
SMsplice 5SS: [  437  2399  6550 12127 15646 19415]
SMsplice 3SS: [ 2306  6276 11970 15513 19263 23587]
top_k =  100
Partition function (log Z): -14.92599223784905

Sorted 5' Splice Sites (High to Low Probability):
Position 2399: 0.9120089398550074
Position 6550: 0.8907203680657457
Position 12127: 0.6208110330078812
Position 9718: 0.5231506490069034
Position 437: 0.45415790785241517
Position 262: 0.45142827659477364
Position 5956: 0.3638086264719534
Position 13928: 0.17529083878418375
Position 14135: 0.14424692440247416
Position 9831: 0.05945157016801037
Position 8630: 0.05157642119751233
Position 105: 0.03903547710284167
Position 84: 0.020888155705302853
Position 303: 0.018470985796069126
Position 548: 0.016104749649182425
Position 90: 9.677562948439302e-07
Position 67: 9.231541492294506e-07
Position 288: 2.556504926197215e-08
Position 184: 1.4455778574485625e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2306: 0.8609826992317071
Position 15791: 0.7257033149176285
Position 11970: 0.6411699032730664
Position 9627: 0.5972576912705737
Position 13767: 0.4704369046269339
Position 6276: 0.4644631650909383
Position 5819: 0.3638086264719534
Position 6170: 0.3030200797554221
Position 6206: 0.1235792766821103
Position 8503: 0.041115691881533564
Position 14227: 0.03799823438067002
Position 2263: 0.03126303085437479
Position 12364: 0.03097477626329436
Position 2124: 0.011569571961987522
Position 8573: 0.010460729315978766
Position 2011: 0.008488962226834052
Position 7602: 0.006780346533615173
Position 6672: 0.0028649078007127087
Position 6642: 0.0017192581144455732
Position 7347: 0.0016846300144287964
Position 9524: 0.0013252623924769776
Position 7724: 0.0009285941581487066
Position 7921: 0.000848745593150214
Position 8199: 0.0008244419727225354
Position 7656: 0.000571116870650756
Position 535: 0.0004845936626748394
Position 2777: 0.0004035636891918095
Position 2518: 0.0001691712013601411
Position 350: 0.00010573694490164378
Position 2752: 6.952955792854217e-05
Position 1647: 6.676815388449103e-05
Position 302: 3.17624092734717e-06
Position 236: 2.7379591283701266e-06
Position 362: 2.04661442563704e-06
Position 379: 1.955632469820004e-06
Position 326: 1.855633486708403e-06
Position 213: 4.3700887805337385e-07
Position 171: 3.6439420331025996e-07
Position 156: 3.3780659335323064e-07
Position 386: 1.7708229052889427e-07
Position 259: 1.2804502451061374e-07
Position 252: 1.20954317236529e-07
Position 434: 1.0172464499337515e-07
Position 195: 6.427969184416454e-08
Position 313: 2.6350147164422805e-08
