Gene = PRPF3
index = 1073
Annotated 5SS: [  117  3621  4415  7001 11314 11746 13788 16878 19029 22004 22813 23099
 24688 25043 27770]
Annotated 3SS: [ 3427  4283  6853 11229 11524 13480 16710 18948 21859 22712 22984 24568
 24958 27707 31383]
SMsplice 5SS: [  117  3621  4415  6187  7001 11314 11746 16878 19029 22592 22813 23037
 24688 25043 27770]
SMsplice 3SS: [ 3427  4283  6090  6853 11229 11524 16710 18948 22492 22712 22926 24568
 24958 27707 31383]
top_k =  100
Partition function (log Z): 18.03869979284507

Sorted 5' Splice Sites (High to Low Probability):
Position 22813: 0.996038409300376
Position 4415: 0.9930065727544355
Position 27770: 0.962115278334696
Position 11314: 0.9535534183391859
Position 16878: 0.9511329610954998
Position 24688: 0.9354269421168573
Position 3621: 0.9159143916626913
Position 11746: 0.9087640629500022
Position 7001: 0.8796846864217208
Position 117: 0.8483895447037598
Position 19029: 0.7570450730348521
Position 25043: 0.7470491058088559
Position 22592: 0.5653083879480055
Position 6187: 0.5592799301796877
Position 23037: 0.5451107911367855
Position 23099: 0.422088462452981
Position 13788: 0.3592511598229569
Position 22004: 0.32588794581069674
Position 22620: 0.20909223728992213
Position 25053: 0.13555370905736142
Position 11705: 0.08980523099864773
Position 30568: 0.07621968063493592
Position 6950: 0.06600444636352235
Position 30597: 0.05592425405613538
Position 6529: 0.05406602705178174
Position 7942: 0.050695032209195315
Position 4020: 0.04678100018352909
Position 663: 0.04061642635755841
Position 5624: 0.034046240367178744
Position 23079: 0.032424508179242646
Position 145: 0.028658048199708352
Position 758: 0.026835477703295255
Position 3989: 0.02533952994707612
Position 25086: 0.02507234885551933
Position 27849: 0.019354141353743276
Position 11397: 0.017020465676412844
Position 352: 0.013955268637778915
Position 258: 0.013481615281753007
Position 3973: 0.013464169588456499
Position 28590: 0.01343466862498428
Position 357: 0.009872854964101887
Position 54: 0.00945399061275947
Position 329: 0.00929685273983014
Position 4057: 0.008965053330907902
Position 62: 0.008328288306981584
Position 31451: 0.007435480963541555
Position 24672: 0.006858483309413201
Position 246: 0.0064827185802704655
Position 24648: 0.005169882781548594
Position 69: 0.004222513002958977
Position 4533: 0.002923336622051221
Position 1054: 0.0028527157157587062
Position 1959: 0.0025845630043042213
Position 3563: 0.0010477199936232845
Position 22772: 0.0008628229208563214

Sorted 3' Splice Sites (High to Low Probability):
Position 4283: 0.9918868082107313
Position 22712: 0.9917654307091683
Position 11229: 0.9696900472119647
Position 31383: 0.9529167358987695
Position 16710: 0.9511329610954989
Position 6853: 0.9456891327852424
Position 22926: 0.9354252594403527
Position 3427: 0.8946119349996958
Position 24958: 0.797873384798997
Position 22492: 0.7795364267499908
Position 18948: 0.7570450730348517
Position 24568: 0.6898206517608411
Position 11524: 0.6344486621645437
Position 27707: 0.6123998687580412
Position 6090: 0.524271750760783
Position 27662: 0.36899484602285965
Position 11552: 0.3567941061968632
Position 21859: 0.3258879458106967
Position 24517: 0.2576346564469775
Position 13715: 0.2406125677791995
Position 24927: 0.11041623540709153
Position 3822: 0.09405879354598287
Position 30471: 0.08624247574375044
Position 13480: 0.07889159013580888
Position 22984: 0.06419850232865629
Position 30506: 0.05050782979106613
Position 6038: 0.04973435527684929
Position 13451: 0.03974700190794848
Position 28491: 0.03884842137682901
Position 7911: 0.029909582701692222
Position 5524: 0.02833438876705627
Position 6411: 0.023756361408825102
Position 3554: 0.02125154603304553
Position 6222: 0.015583489785010795
Position 7784: 0.010113094139930029
Position 7755: 0.009040211849047512
Position 641: 0.00862487788183859
Position 570: 0.0073581911864133934
Position 31577: 0.007336135165711739
Position 11581: 0.007326525587243522
Position 5476: 0.005339697544577685
Position 31631: 0.005094127253355495
Position 28052: 0.003092583799627747
Position 478: 0.0030749200094617496
Position 30690: 0.0026876389292993666
Position 28408: 0.002291010398543057
Position 862: 0.0021135361812413423
Position 4221: 0.0017669003317492547
Position 7598: 0.0016321435185255597
Position 4511: 0.0015845715764256148
Position 27923: 0.0011195135575034656
Position 3311: 0.0010235592896233575
Position 1886: 0.0010219474340600616
Position 1889: 0.0010088113270000933
Position 28797: 0.0009823557385428487
Position 10888: 0.0008838368036336745
Position 935: 0.0007391795345173661
Position 30096: 0.0005807910472105282
Position 1584: 0.0005538042432440629
Position 27465: 0.0005326540140251182
Position 4122: 0.0004928375555371252
Position 3755: 0.0004909955402794143
Position 736: 0.0002857405821063854
Position 662: 0.00024986943093396245
Position 25269: 0.00024205998855035115
Position 4516: 0.00019859024453063826
Position 5496: 0.00018218553069167723
Position 5544: 0.00017616500280226958
Position 3124: 3.995124635584101e-05
Position 3257: 3.512008759438024e-05
Position 5488: 1.3803522050828844e-05
Position 4056: 1.6542121956484414e-07
