Gene = SPICE1
index = 1312
Annotated 5SS: [  260  8650 11977 15718 21108 21951 26212 46058 46395 47018 49504 54540
 58021 61691 64821 67119 68568]
Annotated 3SS: [ 8550 11928 15573 21013 21843 26092 45917 46256 46751 49371 54391 57798
 61205 64639 67015 68479 69795]
SMsplice 5SS: [  499  8650 11977 15718 21108 21951 26212 36363 46058 46395 49504 54540
 58021 67119 68568]
SMsplice 3SS: [ 8550 11907 15573 21013 21843 26092 36238 45917 46256 49371 54391 57798
 67015 68479 68751]
top_k =  100
Partition function (log Z): -20.719920606194837

Sorted 5' Splice Sites (High to Low Probability):
Position 11977: 1.0000000000000022
Position 15718: 1.0
Position 8650: 0.9962910855694789
Position 21951: 0.9777139516270361
Position 26212: 0.9524600777014858
Position 21108: 0.8572060340134692
Position 499: 0.42325360505601434
Position 14143: 0.3164111136736708
Position 360: 0.2933435899159544
Position 22352: 0.20776364638124173
Position 260: 0.17413072017326964
Position 10290: 0.13942517280256375
Position 81: 0.10927208485476585
Position 15496: 0.10216912223455543
Position 10075: 0.08883719224000027
Position 16619: 0.07207982828537823
Position 14352: 0.07178817495568576
Position 29534: 0.06358487584331189
Position 29711: 0.05751206757774484
Position 9811: 0.05726864718278092
Position 10064: 0.036207778906433064
Position 10006: 0.03431646479222267
Position 9975: 0.02825456620150434
Position 21604: 0.014596649346120816
Position 10245: 0.014151555513659202
Position 22019: 0.00737577489687564
Position 8660: 0.003708914430525602
Position 22098: 0.0030995444745062946
Position 9048: 0.0004018193219349142
Position 10091: 0.0003187437627009173

Sorted 3' Splice Sites (High to Low Probability):
Position 15573: 0.9997460576227781
Position 21843: 0.9882672429827722
Position 26092: 0.966811199149188
Position 8550: 0.9595188984411254
Position 11907: 0.6565876279778281
Position 21013: 0.5448776570790905
Position 21034: 0.31232837693437915
Position 29603: 0.278526125422353
Position 13952: 0.27119665850502533
Position 11928: 0.27013255003286324
Position 32222: 0.2542652192543171
Position 22197: 0.21334620968154508
Position 29453: 0.181515702625174
Position 9868: 0.1620538656443165
Position 28700: 0.08503877484853055
Position 31811: 0.07670925906040475
Position 10244: 0.07649644846524965
Position 10216: 0.07363484969462998
Position 14257: 0.0717881749556858
Position 15360: 0.07061174444172762
Position 28098: 0.04745466003220905
Position 9751: 0.04744437576230531
Position 13972: 0.045214455168645085
Position 8475: 0.04048110155887734
Position 11911: 0.03742577112446913
Position 29048: 0.03460094513087055
Position 26357: 0.03218664547703244
Position 29947: 0.03200175669675005
Position 15396: 0.03178949973871621
Position 16458: 0.031549357447573846
Position 11754: 0.030889510568409342
Position 9968: 0.028865293871631156
Position 26394: 0.0241108734879327
Position 16395: 0.023143965853820427
Position 21520: 0.014596649346120837
Position 23142: 0.012427175583722904
Position 26662: 0.01161968904540292
Position 29471: 0.0114002594474105
Position 16514: 0.009991979230196865
Position 9448: 0.00957593133793482
Position 16419: 0.007394525753787123
Position 11678: 0.0049645402964322355
Position 24517: 0.004750596800753071
Position 25315: 0.004376355887858641
Position 27296: 0.004127110594154848
Position 23356: 0.0037267686001438067
Position 21881: 0.0021832258358612288
Position 10005: 0.00046101654325712247
Position 9013: 0.0004018193219349142
Position 9501: 0.0002483400825407872
Position 16885: 6.414285781568057e-05
Position 15415: 2.1820431333664615e-05
