Gene = MCIDAS
index = 821
Annotated 5SS: [ 297  481  740 4365 5140 6300]
Annotated 3SS: [ 383  647 4291 4915 6188 6508]
SMsplice 5SS: [ 297  481  740 4365 6300]
SMsplice 3SS: [ 383  647 4291 6188 6508]
top_k =  100
Partition function (log Z): 0.708714371693832

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9966299651420235
Position 297: 0.9939409145688313
Position 6300: 0.9890911942867041
Position 740: 0.8268277283715211
Position 3753: 0.17975686890215853
Position 4587: 0.10088035497047414
Position 4710: 0.0907276973537311
Position 3279: 0.060001054671822866
Position 4454: 0.05798313348207055
Position 4059: 0.041406857524069175
Position 3211: 0.03979052018280624
Position 1062: 0.03487559438647836
Position 2930: 0.01740814553790383
Position 6810: 0.01029307355208143
Position 6291: 0.005638596964432972
Position 4096: 0.005183304857533844
Position 531: 0.0023023796245785644
Position 4038: 0.001626486217835263
Position 6419: 0.0015238503235402196
Position 1256: 0.0011817084385279861
Position 3162: 0.001172758435026654
Position 3525: 0.0007812083800970734
Position 110: 0.0005940355173506669
Position 305: 0.0005622612561132158
Position 857: 0.0002194661912936126
Position 47: 0.00017383354509039697
Position 185: 0.00014215228595548
Position 440: 7.879486639877051e-05
Position 434: 4.903102928217805e-05
Position 513: 4.813334551585934e-05
Position 700: 3.3625462858800764e-05
Position 325: 1.4152270995932593e-05
Position 6412: 1.0753378008257854e-05
Position 338: 4.726630545446451e-06
Position 208: 2.625529329773859e-06
Position 919: 2.5483643576253426e-06
Position 103: 1.5700536466223575e-06
Position 151: 4.0027872893682757e-07
Position 112: 2.8420896293765173e-07
Position 432: 1.1134302788404283e-10
Position 438: 8.712778303384215e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 383: 0.9794631328374847
Position 6188: 0.9668050143584461
Position 6508: 0.7658098858491657
Position 647: 0.7272010482057615
Position 4291: 0.18742439057760688
Position 3405: 0.14910985227082638
Position 3103: 0.10108994877488699
Position 6886: 0.061089458140326104
Position 662: 0.05909741926148929
Position 7027: 0.04928888060157119
Position 3908: 0.0482166485994383
Position 4423: 0.04245102488827682
Position 584: 0.040032481294750594
Position 6568: 0.037865507326795875
Position 919: 0.03315653920201221
Position 3719: 0.031428225011429146
Position 7057: 0.031170573933892897
Position 6088: 0.0307809858791046
Position 6511: 0.02244689740023878
Position 4520: 0.021226919882693793
Position 2825: 0.012994336750647423
Position 7224: 0.011043455524048474
Position 7013: 0.00995881236951423
Position 420: 0.007910100812743825
Position 401: 0.007421357463408188
Position 6852: 0.005429583489579466
Position 6995: 0.004955170871344436
Position 2712: 0.004413808787256406
Position 6776: 0.003780909210996699
Position 7133: 0.0018978220610143491
Position 972: 0.0015651669821715173
Position 6713: 0.0014784964071700036
Position 1193: 0.0012984767871676115
Position 7287: 0.0008715957847804448
Position 670: 0.00045442623937896903
Position 820: 0.0001525079808327178
Position 2110: 3.996522661146299e-05
Position 1286: 3.981320969603187e-05
Position 347: 3.607458098832846e-05
Position 1831: 3.200147490668955e-05
Position 545: 9.395134901758349e-06
Position 471: 5.424329899400772e-06
Position 603: 5.3157344963516825e-06
Position 739: 3.9861959488302974e-06
Position 609: 3.3042067077256124e-06
Position 238: 2.126209915972723e-06
Position 899: 9.694620044617446e-07
Position 1027: 9.195845897043774e-07
Position 591: 5.103462093452088e-07
Position 446: 3.698936095697885e-07
Position 464: 3.36513539167445e-07
Position 427: 1.4576455196057048e-07
Position 151: 1.3163690071537516e-07
Position 223: 7.18094310005771e-08
Position 275: 6.622036370067639e-08
Position 128: 1.2336278510574629e-09
