Gene = NUDCD2
index = 970
Annotated 5SS: [ 279 2579 3212]
Annotated 3SS: [2529 3059 6089]
SMsplice 5SS: [ 279 2579 2968 3212]
SMsplice 3SS: [2529 2668 3059 6089]
top_k =  100
Partition function (log Z): -6.5804962342249125

Sorted 5' Splice Sites (High to Low Probability):
Position 3212: 0.9897054518661086
Position 279: 0.9097016232603651
Position 2579: 0.8166374502559668
Position 2968: 0.6757789577533467
Position 3922: 0.08062543524784911
Position 2585: 0.07667740502439838
Position 2453: 0.0691777614110736
Position 2445: 0.06639440764446827
Position 1387: 0.04715955156090514
Position 2457: 0.03826110076101091
Position 411: 0.02487435059037984
Position 189: 0.019642370221838557
Position 255: 0.019608597698033515
Position 3426: 0.01842079489511227
Position 61: 0.016011998053675522
Position 449: 0.011261513561522135
Position 646: 0.009034351160894882
Position 2709: 0.008031543659868658
Position 3234: 0.007362882299688719
Position 814: 0.0068682809466636165
Position 2933: 0.005708158750257557
Position 2746: 0.005687864696488069
Position 5234: 0.003920157273811039
Position 1146: 0.0026174459527440143
Position 635: 0.0025181265914120403
Position 123: 0.0024432990410294415
Position 422: 0.002305583632051505
Position 1689: 0.0017049492232291664
Position 42: 2.2289719883002604e-05
Position 128: 2.2219237119085257e-05
Position 171: 1.2918241495808596e-05
Position 221: 1.2154178216024294e-05
Position 251: 9.087946366650934e-06
Position 152: 5.5604304507207355e-06
Position 183: 1.831605306781962e-06
Position 120: 1.2712973051012707e-06
Position 115: 9.019684917012774e-07
Position 92: 7.742892621338463e-07
Position 301: 3.7700494771572765e-07
Position 140: 2.4140507578821505e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3059: 0.9068136109187469
Position 2529: 0.8208217999924335
Position 6089: 0.43703299663548195
Position 2649: 0.3475207228894969
Position 2668: 0.33199532938636556
Position 3986: 0.17729070767880756
Position 2334: 0.08695180264275662
Position 11959: 0.08083774637184318
Position 3794: 0.06122058562334414
Position 2506: 0.05671457739554991
Position 3134: 0.05570778967904318
Position 9750: 0.052864242456343455
Position 2310: 0.04583254347063455
Position 2350: 0.03909731478711824
Position 11060: 0.03811349295183996
Position 11033: 0.03656654314700393
Position 1313: 0.03402550675833733
Position 3821: 0.032100222764140776
Position 3094: 0.03192380691067367
Position 3611: 0.027102550531569767
Position 5130: 0.02108998609950699
Position 7152: 0.021076275967338624
Position 9051: 0.016098050068341294
Position 3323: 0.014096886181671195
Position 2290: 0.012139702781457592
Position 6109: 0.011972598254992107
Position 1199: 0.011646774487083407
Position 8423: 0.011272689443296503
Position 2877: 0.009948350818602736
Position 3948: 0.009890578434852273
Position 4203: 0.009079039005040177
Position 2554: 0.008835437167647356
Position 4409: 0.008062197293396346
Position 3326: 0.007930431885611992
Position 3734: 0.0072995862543755105
Position 383: 0.006710502570046411
Position 7033: 0.006646810800556477
Position 536: 0.005029226009583684
Position 2780: 0.004678192009171212
Position 491: 0.004631184456271267
Position 3061: 0.0033736691071804075
Position 4781: 0.0026991181848140355
Position 4838: 0.0024583126852517046
Position 4102: 0.0021754675704159215
Position 443: 0.0020861283940100312
Position 4891: 0.0018805809351773865
Position 1560: 0.0017049492232291672
Position 1002: 0.0016071351712671981
Position 320: 0.0015482079133334545
Position 4239: 0.0014356150763061473
Position 593: 0.0011552713024230985
Position 3703: 0.001096177609648851
Position 1059: 0.0010103107814768135
Position 1292: 0.0008071015671336245
Position 149: 0.000782693753584684
Position 1357: 0.0006675950792878292
Position 448: 0.000623886629077955
Position 158: 0.0006061829296672461
Position 3306: 0.0005680029239737345
Position 188: 0.00041380721795122324
Position 183: 0.0004028707806572285
Position 212: 0.0003823337942436632
Position 3387: 7.722874762792687e-05
