Gene = CXCL14
index = 421
Annotated 5SS: [ 565  846 4708]
Annotated 3SS: [ 739 4593 7410]
SMsplice 5SS: [ 565  846 4708]
SMsplice 3SS: [ 739 4593 7410]
top_k =  100
Partition function (log Z): 1.3231100456615754

Sorted 5' Splice Sites (High to Low Probability):
Position 4708: 0.9989732709704239
Position 565: 0.9820475590438906
Position 846: 0.976399068784385
Position 4936: 0.1401910400521321
Position 2134: 0.10396834982696145
Position 6951: 0.07823348052709085
Position 5262: 0.052341427558064035
Position 4076: 0.041732149300921784
Position 195: 0.02570525082784404
Position 874: 0.02345648422028665
Position 3995: 0.018491694745722823
Position 5191: 0.015595677532348147
Position 5243: 0.007136545937466002
Position 5753: 0.005643484360970323
Position 3528: 0.0048710445524306496
Position 2052: 0.004086538274483832
Position 104: 0.0026286814774946674
Position 80: 0.002623362542322729
Position 5102: 0.0023410041361405553
Position 5147: 0.002112479524061604
Position 163: 0.0014665801243267898
Position 17: 0.001429310866422735
Position 495: 0.00138289761359506
Position 5110: 0.0006623272481807672
Position 53: 0.0006353219731308308
Position 65: 0.0005889685183459018
Position 86: 0.00044962155272932497
Position 569: 0.00038321530634113725
Position 74: 0.0003236068943816839
Position 5016: 0.0002632026336073823
Position 106: 0.00020239240836835402
Position 1814: 0.00017795939138526772
Position 126: 0.00016082732784215172
Position 23: 0.00014453519433171958
Position 841: 0.00014363052947112372
Position 669: 0.00013470873362762933
Position 4618: 0.0001338229885270034
Position 3714: 0.00010874007263592252
Position 3688: 9.495626964228616e-05
Position 5: 9.250176179565664e-05
Position 76: 8.785525710944932e-05
Position 3721: 5.7260579029240764e-05
Position 31: 3.0916824891305226e-05
Position 3574: 2.1797955066556058e-05
Position 3: 2.0798029925081517e-05
Position 33: 1.990068789027187e-05
Position 1441: 1.871286982964645e-05
Position 1219: 1.61753985023036e-05
Position 426: 1.5382063424065675e-05
Position 1395: 1.3678174718155137e-05
Position 1753: 7.973290355318061e-06
Position 1069: 6.312068074704676e-06
Position 1473: 5.135579895677658e-06
Position 816: 7.751836206220787e-07
Position 2174: 1.1799372781778312e-07
Position 850: 4.101899430008184e-08
Position 587: 9.705428475497991e-10
Position 78: 4.393431161041005e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 739: 0.9998238897260378
Position 4593: 0.9992326138784786
Position 7410: 0.41863588183011796
Position 5011: 0.21659258468488046
Position 6867: 0.11383245129765085
Position 7553: 0.113814570330859
Position 1924: 0.10593998049794327
Position 4834: 0.09908497716783027
Position 5190: 0.056694257142407334
Position 5242: 0.05188301470628165
Position 8061: 0.0498109747585099
Position 7621: 0.043486686205587884
Position 3797: 0.038070643510449545
Position 6991: 0.036797350064684695
Position 3992: 0.022153200536195083
Position 4870: 0.01856034438956482
Position 4786: 0.016166611827396878
Position 7826: 0.011491859559945776
Position 499: 0.01131749881637026
Position 7843: 0.008723889710020057
Position 7153: 0.007821646167223178
Position 7294: 0.007669846888089144
Position 334: 0.0064337840099155654
Position 4795: 0.0062645870337761575
Position 5488: 0.0051928812659954
Position 3405: 0.0051537994288046495
Position 6049: 0.004699120509375307
Position 6329: 0.0036660858879104404
Position 5732: 0.003282026714413307
Position 1673: 0.0029798188145521076
Position 5592: 0.002647621582735621
Position 4841: 0.0026231689349202774
Position 5215: 0.0021978735441892695
Position 5424: 0.001954159125724771
Position 454: 0.0012143514723454078
Position 247: 0.0006464171363682036
Position 338: 0.0004925682460432106
Position 363: 0.0003418408864747535
Position 765: 6.8157733755503e-05
Position 4376: 6.529996498126627e-05
Position 753: 4.718538753343474e-05
Position 400: 3.3382694782339076e-05
Position 4743: 3.3349293582348375e-05
Position 269: 2.325768733817397e-05
Position 774: 2.231873914515289e-05
Position 1342: 2.2238183108760918e-05
Position 785: 2.1388010462034226e-05
Position 637: 2.1074550528237623e-05
Position 242: 1.828955948423507e-05
Position 956: 1.5152988328631568e-05
Position 314: 1.4395062738303412e-05
Position 1882: 1.2374039677552705e-05
Position 304: 1.1304267241979558e-05
Position 297: 1.0728312020615364e-05
Position 1293: 9.71044610970199e-06
Position 284: 9.642528312119582e-06
Position 1679: 8.503302206313581e-06
Position 1306: 5.5779952250163254e-06
Position 1059: 5.263188271957512e-06
Position 195: 2.4260254402198924e-06
Position 4556: 2.291124414925175e-06
Position 985: 2.0712899764191916e-06
Position 680: 2.9466675335875636e-07
Position 698: 2.1194266069167786e-10
Position 837: 1.0690249776461134e-11
