Gene = UTS2B
index = 1544
Annotated 5SS: [  123  1906 14501 26045 48450 52465 53730 55285]
Annotated 3SS: [ 1826 14096 25987 48222 52365 53691 55190 62094]
SMsplice 5SS: [  123 48484 51820 52465]
SMsplice 3SS: [48222 51725 52365 52899]
top_k =  100
Partition function (log Z): -37.73313925762936

Sorted 5' Splice Sites (High to Low Probability):
Position 123: 0.9818259991142989
Position 4206: 0.23111203347705345
Position 486: 0.033913921361569725
Position 155: 0.005494727483771443
Position 1906: 0.0020565183295228103
Position 359: 0.0019266119080651707
Position 321: 0.0015682645612254593
Position 210: 6.364999048085245e-05
Position 212: 5.254496054451086e-05
Position 214: 4.38614450857736e-05
Position 208: 3.946071951689487e-05
Position 216: 3.855371388874728e-05
Position 218: 3.143369211448734e-05
Position 220: 2.1889645091562023e-05
Position 53: 1.716383893473678e-05
Position 127: 1.121846401588637e-05
Position 1159: 9.305334662263605e-06
Position 247: 9.155708016737784e-06
Position 224: 6.41494258008107e-06
Position 222: 6.028139063279214e-06
Position 226: 5.766863034141419e-06
Position 228: 3.5127474636816906e-06
Position 1733: 2.94119363765266e-06
Position 230: 2.3576421438082238e-06
Position 329: 2.2213081201546395e-06
Position 108: 2.3521595273931793e-07
Position 182: 1.049597892026373e-07
Position 189: 5.938867249901736e-08
Position 90: 6.653102833442258e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10404: 0.27145644173315026
Position 4039: 0.23677486116994428
Position 1903: 0.09827332102898176
Position 7941: 0.08933318040087403
Position 6897: 0.07253691939034672
Position 4482: 0.07015545636891547
Position 283: 0.04622315280951908
Position 6082: 0.03577099798264622
Position 5347: 0.034746676313794016
Position 6277: 0.03187615688316507
Position 6193: 0.030735898455286122
Position 5382: 0.028912625138920546
Position 2816: 0.0269608258945615
Position 8230: 0.02374451348063046
Position 827: 0.020268286437898953
Position 4660: 0.019979117545904448
Position 6696: 0.016752897332570033
Position 3423: 0.013900715777649097
Position 442: 0.011711896878118366
Position 5218: 0.010694490626598115
Position 5263: 0.006671263186887712
Position 3116: 0.006609416568876686
Position 251: 0.0062606951127849265
Position 478: 0.005410818593067225
Position 2080: 0.005189987729654855
Position 2975: 0.0044498726474340765
Position 1858: 0.004013533751095624
Position 2794: 0.0039164579381502805
Position 3696: 0.0034748792523154447
Position 1776: 0.003288614653168213
Position 2575: 0.003013511539010499
Position 2726: 0.002927889431182516
Position 2092: 0.0026841601084808893
Position 2173: 0.0024358986293348274
Position 1826: 0.0016820987168446383
Position 831: 0.0015821015180887204
Position 656: 0.0013036533193432945
Position 481: 0.001123497841930728
Position 857: 0.0007215094078227286
Position 400: 0.000665802561448755
Position 316: 9.567354668813234e-06
Position 320: 8.4368106960994e-06
Position 353: 6.043183939880108e-06
Position 290: 4.206983330516936e-06
Position 264: 3.614312377318443e-06
