Gene = CACYBP
index = 273
Annotated 5SS: [ 463 5101 7109 7465 8974]
Annotated 3SS: [ 4880  7011  7364  8875 10189]
SMsplice 5SS: [ 463  867 4800 7109 7465 8974]
SMsplice 3SS: [  765  4585  7011  7364  8875 10189]
top_k =  100
Partition function (log Z): -4.1088400258670985

Sorted 5' Splice Sites (High to Low Probability):
Position 7109: 0.9409685305896631
Position 8974: 0.8971688935034532
Position 4800: 0.8501112599490961
Position 463: 0.8069153341705421
Position 7465: 0.7184116678203315
Position 867: 0.629458414948763
Position 5101: 0.42255857648599365
Position 4266: 0.1544944337193505
Position 4206: 0.14719409503591557
Position 7240: 0.10085751338515542
Position 10402: 0.09976584783276236
Position 352: 0.09079306561650205
Position 7310: 0.07626822598117945
Position 10416: 0.0670663161507764
Position 9406: 0.06287187181250395
Position 7316: 0.044920676348848824
Position 718: 0.04127365967521964
Position 4363: 0.021969295830204502
Position 91: 0.020160344470010732
Position 8929: 0.014770731928557882
Position 9501: 0.013403974931835979
Position 1442: 0.010898685463750031
Position 312: 0.008164046168170363
Position 1225: 0.0038846404932221055
Position 265: 0.003652910516667657
Position 692: 0.0032713104077659147
Position 196: 0.001836452519426928
Position 166: 0.0017824216946455288
Position 316: 0.001160895852242414
Position 369: 0.0009485078010267108
Position 580: 0.0007844734541682931
Position 584: 0.0005393716844145771
Position 9387: 0.0003548405423695799
Position 222: 1.2638133037983496e-05
Position 281: 1.0992244800818896e-05
Position 346: 3.793937216520796e-06
Position 235: 1.6160488311891703e-06
Position 318: 4.791554525820313e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8875: 0.9857361895166137
Position 7011: 0.9409685305896628
Position 4585: 0.7140209961332837
Position 10189: 0.6596325386380848
Position 7364: 0.6017726791582643
Position 765: 0.5076953309836367
Position 4114: 0.32365782458547065
Position 7207: 0.2671500668642801
Position 4880: 0.24298107446643855
Position 11095: 0.2391964278649877
Position 4956: 0.14695612554310933
Position 4665: 0.0888520363554997
Position 9386: 0.0783684817588864
Position 7185: 0.07153533751297082
Position 9269: 0.06441438983570834
Position 10663: 0.060367199268284114
Position 789: 0.05316946110389645
Position 4695: 0.04723822746031227
Position 10215: 0.040666077049898566
Position 642: 0.03752930435502398
Position 4886: 0.03262137647644575
Position 10037: 0.014721151636843713
Position 580: 0.005483335199803414
Position 10247: 0.00518830723853917
Position 1286: 0.004171657015919567
Position 8846: 0.00403473175521762
Position 793: 0.0035561626122212558
Position 1406: 0.0035194805598829947
Position 1379: 0.0032075478879474775
Position 1011: 0.002561140068459996
Position 419: 0.002103490167263709
Position 9208: 0.0015907495849229385
Position 9309: 0.001486232554272916
Position 1124: 0.0013235004247621124
Position 714: 0.00033450775695744177
Position 457: 0.0002740705763921822
Position 264: 0.00020432987408925245
Position 327: 9.28682473066935e-05
Position 310: 7.644106621206683e-05
Position 584: 7.090384726462926e-05
Position 442: 5.5365817739923365e-05
Position 511: 3.9962166592634884e-05
Position 460: 2.1417015446772054e-05
Position 375: 2.0275446419374098e-05
Position 505: 1.958145114050118e-05
Position 355: 1.2192093758001457e-05
Position 852: 8.496076332187019e-06
Position 550: 3.2326414059834823e-06
