Gene = GAPT
index = 573
Annotated 5SS: [ 107 2249]
Annotated 3SS: [2183 2811]
SMsplice 5SS: [ 107 2404]
SMsplice 3SS: [2275 5287]
top_k =  100
Partition function (log Z): -5.307122281717756

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9317444654186519
Position 2404: 0.8613229689067671
Position 396: 0.0815076837235435
Position 622: 0.08008639636746834
Position 699: 0.06776764591698696
Position 129: 0.049258711502506825
Position 111: 0.01744096653330386
Position 2397: 0.01060486243173442
Position 455: 0.0014802178006737053
Position 229: 0.0010150220950053163
Position 449: 0.0001445372887897617
Position 53: 8.147847970886116e-05
Position 391: 7.143478651767387e-05
Position 161: 3.074867452063463e-05
Position 6: 1.0032377795846844e-05
Position 472: 8.00246074612905e-06
Position 36: 2.3396940321493202e-07
Position 19: 2.0211308173415425e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2275: 0.8316744679935649
Position 5287: 0.37111169206209177
Position 545: 0.1503807063802098
Position 4308: 0.10026651511752023
Position 3168: 0.08037310009588101
Position 5361: 0.06760967581965309
Position 319: 0.05677918404609489
Position 4574: 0.046944657451334665
Position 3635: 0.04368278203971701
Position 2709: 0.0428212618004232
Position 5209: 0.04212535841790161
Position 2183: 0.04163760158177755
Position 5181: 0.03623299580992083
Position 2712: 0.02362283648625607
Position 5334: 0.01751811928026874
Position 200: 0.01617350812166647
Position 4531: 0.015341734902020045
Position 322: 0.013318966882423358
Position 4534: 0.009667000097202644
Position 4706: 0.009441401372755868
Position 521: 0.008443737959581879
Position 2811: 0.008096591094944518
Position 2212: 0.008039023606964697
Position 4494: 0.007708251691830823
Position 4281: 0.0066153387159378655
Position 4073: 0.005733179199676066
Position 964: 0.004040790429318509
Position 1932: 0.0037676607966770853
Position 4601: 0.003628096228615197
Position 3512: 0.0029084107780912353
Position 4147: 0.002832294426567767
Position 3030: 0.002745898137670805
Position 524: 0.002579554414058133
Position 3099: 0.002446748501940258
Position 3144: 0.002443590721105241
Position 2948: 0.002232198142308748
Position 2752: 0.002190246160228554
Position 3355: 0.002001143497677257
Position 940: 0.0018626174117773013
Position 351: 0.0015862683076978239
Position 2727: 0.0013033330563609505
Position 1805: 0.0012137179405184472
Position 755: 0.0009684150472595306
Position 226: 0.00031845959696538115
Position 376: 7.754912622136269e-05
Position 207: 2.68025361603735e-05
Position 395: 2.1852932762682838e-05
Position 602: 7.389559697657309e-06
Position 636: 6.9755753392908035e-06
Position 233: 5.658197328466761e-06
Position 260: 1.7533842779216762e-07
Position 258: 7.595881158610264e-08
