Gene = PEX19
index = 1016
Annotated 5SS: [  92 1617 2203 2730 3108 5077 5346]
Annotated 3SS: [1506 2036 2643 2945 4899 5300 5511]
SMsplice 5SS: [  92 2203 2730 3108 5077]
SMsplice 3SS: [2036 2643 2945 4899 6984]
top_k =  100
Partition function (log Z): -0.30657371343570095

Sorted 5' Splice Sites (High to Low Probability):
Position 5077: 0.9860891696989246
Position 92: 0.8710823749525765
Position 3108: 0.8197210915570633
Position 2730: 0.811650392506805
Position 2203: 0.7955470484537029
Position 5346: 0.5597092392562535
Position 5853: 0.46325305238689524
Position 1735: 0.3690741370807212
Position 3961: 0.24157982526709676
Position 5564: 0.16011046166363108
Position 1617: 0.11788445684936379
Position 2321: 0.0824583674600506
Position 131: 0.068943462014479
Position 2199: 0.058283312199529425
Position 7016: 0.047102427199328695
Position 1115: 0.040191386943740935
Position 4193: 0.03626012145057595
Position 7182: 0.031464942611269524
Position 1016: 0.022061632900326148
Position 2368: 0.019858272061408024
Position 5427: 0.019839650653761035
Position 1676: 0.012008696465136791
Position 437: 0.011573547126465796
Position 4736: 0.010666402630395665
Position 5350: 0.008206959124775452
Position 786: 0.006478688434449724
Position 4991: 0.006238991292841719
Position 909: 0.005976285945447437
Position 199: 0.004991488001969713
Position 14: 0.0038653263001631973
Position 1818: 0.003638877996181888
Position 1716: 0.002888416272533344
Position 952: 0.0018953047969174214
Position 150: 0.0013766212668180036
Position 129: 0.0011646359584017475
Position 3775: 0.0009194080114140849
Position 1321: 0.0009177611343417493
Position 814: 0.0006497357165287815
Position 494: 0.000647651976901667
Position 3510: 0.0005885381875037697
Position 742: 0.0002698666196896904
Position 155: 1.0175451050689706e-05
Position 49: 3.6046939931145583e-06
Position 105: 1.7271344117668881e-06
Position 44: 1.4093031189584742e-06
Position 307: 5.253841319822935e-07
Position 296: 2.9238975974587404e-07
Position 249: 2.4184488218153576e-07
Position 370: 1.355478157704774e-07
Position 304: 2.6439729440837355e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4899: 0.9902979361460367
Position 2643: 0.8094135845895837
Position 2036: 0.7272734894037496
Position 2945: 0.6589238178670784
Position 5767: 0.5863139626649649
Position 5300: 0.5361400600016425
Position 1506: 0.49536142136859107
Position 6984: 0.44835931101523513
Position 3850: 0.2710911670512888
Position 7365: 0.21368819542843615
Position 2058: 0.21226831385050757
Position 5511: 0.2073259474165749
Position 6954: 0.11715881274375367
Position 3041: 0.08071477437714479
Position 2852: 0.07946517172401832
Position 5203: 0.06824020733725017
Position 6228: 0.06695123626754591
Position 6200: 0.023245068834084663
Position 765: 0.017059165999536004
Position 4692: 0.011392998416825423
Position 2271: 0.010614643760515876
Position 5413: 0.010089041346329682
Position 573: 0.00793220116203762
Position 5563: 0.006932605612721457
Position 3846: 0.0067487796663838525
Position 331: 0.0065134993534212504
Position 2063: 0.005973854912031876
Position 369: 0.005476709806448306
Position 5206: 0.004736648626913454
Position 1589: 0.0036818172647396833
Position 1545: 0.003577841185261292
Position 924: 0.00297185021799813
Position 1530: 0.0028142875138885796
Position 4906: 0.0017968085871099201
Position 2422: 0.0015707569329221139
Position 3431: 0.0015079461989178555
Position 2687: 0.0012833785731208316
Position 740: 0.000594923068836806
Position 1258: 0.0005920857259465151
Position 1181: 0.00032567540839523434
Position 1105: 0.0002922970652097579
Position 605: 0.0002477114326804983
Position 635: 0.00015700636905753993
Position 1977: 1.6698247885854948e-05
Position 5118: 1.2456072652096494e-05
