Gene = OSTN
index = 988
Annotated 5SS: [ 102 6429]
Annotated 3SS: [ 6213 37503]
SMsplice 5SS: [  102  6429 10429]
SMsplice 3SS: [ 6213 10219 37503]
top_k =  100
Partition function (log Z): -19.553432549804025

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.9999691920452702
Position 6429: 0.7747353992863969
Position 10429: 0.6943626046344206
Position 10261: 0.4113436608057842
Position 6419: 0.21482098807268604
Position 5858: 0.036305485643664544
Position 3209: 0.03510636993453906
Position 10310: 0.027939135857999293
Position 3517: 0.024156792717046856
Position 6100: 0.014303783820841569
Position 5151: 0.008587848070436298
Position 5876: 0.006089282651225538
Position 676: 0.00552478573064442
Position 9822: 0.0053191343007295555
Position 8640: 0.0027658628426946853
Position 6782: 0.002762018856596501
Position 7016: 0.002643077519239174
Position 4283: 0.0004593441323377342
Position 6550: 0.00017096452837898945
Position 205: 1.9153581689276737e-05
Position 81: 4.872260185895379e-06
Position 87: 4.308395778129499e-06
Position 162: 8.934723520716453e-07
Position 72: 6.689089894697569e-07
Position 166: 4.491147330714803e-07
Position 22: 1.926379528401612e-07
Position 137: 1.5985951733819754e-07
Position 276: 1.0972353703461467e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6213: 0.9405450491223146
Position 13894: 0.5177709009387708
Position 10219: 0.44472150397434973
Position 10348: 0.33886821008129464
Position 13772: 0.2666123890237305
Position 10012: 0.23003401394897677
Position 10070: 0.2253210564166681
Position 5754: 0.05754909974274381
Position 6325: 0.04425466651496701
Position 12812: 0.023312343073020637
Position 10964: 0.018274845861445586
Position 3315: 0.017263482033256342
Position 10938: 0.013367706564767734
Position 10548: 0.011912572343988894
Position 3020: 0.010570748073790543
Position 6389: 0.010186254479575937
Position 10551: 0.009887873848403596
Position 10527: 0.008636744688388343
Position 3097: 0.007220599497311762
Position 362: 0.007052182131923172
Position 8912: 0.006563328129835486
Position 3190: 0.006555331954639061
Position 5075: 0.005768862954293917
Position 3385: 0.00565818633782989
Position 9727: 0.0053191343007295555
Position 3113: 0.004765238016411148
Position 6676: 0.0036993163020825615
Position 2856: 0.0032480188135537865
Position 5020: 0.0028189851161423817
Position 2895: 0.002746433578832755
Position 6951: 0.0023274529337182883
Position 7600: 0.002009005510101862
Position 3460: 0.0019176315762506467
Position 6656: 0.0018845714673834007
Position 8454: 0.0014022066501442336
Position 8429: 0.0013636561925504517
Position 6779: 0.0011973689393194721
Position 7489: 0.0011922574046753056
Position 7157: 0.001184388110579862
Position 848: 0.0007237335936461115
Position 4080: 0.0006358197191683123
Position 3771: 0.00018562170524271925
Position 798: 0.00016213024739743974
Position 1372: 0.0001498776854399062
Position 3516: 0.00013627433159697593
Position 1059: 0.0001345167475848671
Position 358: 0.00011162319512093247
Position 1357: 6.23796285389335e-05
Position 1181: 6.186850561261536e-05
Position 1410: 4.9077397547860176e-05
