Gene = SSNA1
index = 1340
Annotated 5SS: [132 619]
Annotated 3SS: [ 418 1159]
SMsplice 5SS: [158 505]
SMsplice 3SS: [ 418 1159]
top_k =  100
Partition function (log Z): -4.3429389374996825

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.6658478920412372
Position 505: 0.6576040034197692
Position 619: 0.309734427641425
Position 132: 0.28917511557788456
Position 268: 0.018033752054813952
Position 1123: 0.013660902385069184
Position 1072: 0.013083492116016362
Position 1496: 0.010770495629776902
Position 130: 0.0104503029262505
Position 1245: 0.00919238159781568
Position 1088: 0.006619310101048624
Position 1381: 0.005436130838169184
Position 266: 0.0036619546434281357
Position 324: 0.0024889594612874273
Position 125: 0.0017321780093409477
Position 180: 0.0015399639745392781
Position 1397: 0.0013314914841597077
Position 968: 0.0012159234557066433
Position 47: 0.0010504002015019216
Position 1321: 0.000981200360889332
Position 1485: 0.0008440490948645894
Position 56: 0.0006628740602882321
Position 199: 0.0004352502741371472
Position 321: 0.00033332720250252675
Position 347: 0.00021530465697292288
Position 53: 2.7554920142320313e-05
Position 13: 2.1863367543281482e-05
Position 10: 4.3804844799343705e-06
Position 894: 2.8039015529204073e-06
Position 576: 2.7310960101513124e-06
Position 73: 6.979020127604767e-07
Position 252: 6.680244792279507e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9812692444616877
Position 1159: 0.7211914493435162
Position 1042: 0.15771209345328746
Position 1380: 0.03784514669034016
Position 1306: 0.029095708767537077
Position 1603: 0.026372769102834585
Position 858: 0.016639766931520132
Position 396: 0.011894453721222827
Position 880: 0.011216098301197148
Position 1355: 0.008589103124933765
Position 1011: 0.008140259611535083
Position 1122: 0.006178997728514312
Position 1548: 0.004374812362548408
Position 1657: 0.003063626451600097
Position 1058: 0.0015611211178752616
Position 462: 0.00030953771943561034
Position 424: 0.00024431450918924923
Position 468: 0.00019995364722031546
Position 1358: 0.0001468007618601086
Position 298: 5.999133518030786e-05
Position 498: 3.969543058841507e-05
Position 972: 1.0749066989584678e-05
Position 558: 4.731722646166331e-06
Position 746: 4.798908481048263e-07
Position 353: 2.1821671277865692e-07
Position 260: 1.9961401256705875e-07
Position 441: 1.6206473148932132e-07
Position 194: 1.338935539485166e-07
Position 543: 6.36304188339773e-08
Position 243: 5.33027561751351e-08
Position 438: 4.6928820501129856e-08
