Gene = ERO1B
index = 508
Annotated 5SS: [  304 12111 28564 29936 32101 38564 45708 46197 49158 51762 55339 55717
 56916 60062 61154]
Annotated 3SS: [11990 28479 29893 32017 38489 45586 46149 49145 51734 55245 55469 56845
 59974 61019 63408]
SMsplice 5SS: [  304  5401 12111 21871 24356 24638 28564 28757 29936 32101 38564 39157
 46197 55339 55717 60062 60379 61154 65852]
SMsplice 3SS: [ 5311 11990 21743 24112 24527 28479 28641 29787 32017 38489 39075 46149
 55245 55469 59974 60264 61019 65762 65949]
top_k =  100
Partition function (log Z): -31.534968012198526

Sorted 5' Splice Sites (High to Low Probability):
Position 5401: 0.9988882453426269
Position 12111: 0.9976302124272087
Position 304: 0.8653379574440045
Position 519: 0.46532392888840346
Position 1956: 0.2533195131055939
Position 905: 0.23910633746200968
Position 1267: 0.08790700625345142
Position 1941: 0.05641050528721711
Position 196: 0.02519213736194751
Position 416: 0.004064253436394253
Position 169: 0.0008911397197011171
Position 190: 0.000726114992512285
Position 184: 0.0006685757129934832
Position 214: 0.0002331779184646311
Position 186: 0.00018899228574455635
Position 241: 4.900747525302053e-05
Position 314: 3.442784103161809e-05
Position 375: 1.610145347683813e-05
Position 129: 1.1567143134657384e-05
Position 676: 1.1452514405470377e-05
Position 253: 9.677536462186262e-06
Position 545: 8.68151321847611e-06
Position 42: 2.01039748789647e-06
Position 697: 4.773665717558085e-07
Position 496: 3.8810597654164556e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11990: 0.9976302124272087
Position 5311: 0.9568040502378723
Position 24112: 0.561186598968801
Position 494: 0.3737897616238921
Position 23590: 0.322371828151462
Position 1868: 0.28259604387549836
Position 433: 0.06305420081455337
Position 1124: 0.05079318632867987
Position 5254: 0.04290697493747438
Position 757: 0.03661206788706408
Position 873: 0.0354669510006898
Position 1105: 0.026925564497048506
Position 13106: 0.023889274185071963
Position 853: 0.021945953108750804
Position 15388: 0.021842265213287138
Position 738: 0.019681366943305544
Position 806: 0.015778554606223984
Position 694: 0.013419678979535318
Position 14867: 0.012621770691018518
Position 1889: 0.012347777155603873
Position 14029: 0.009427243340999807
Position 594: 0.009376931925995289
Position 14511: 0.008941117756887369
Position 1870: 0.007964029481659623
Position 1940: 0.006996133617285231
Position 13548: 0.006740568429149763
Position 15233: 0.006623542727794377
Position 13552: 0.0065700407178877285
Position 1080: 0.006222948326590387
Position 13507: 0.005500144192869493
Position 835: 0.005424667391991543
Position 1102: 0.0039653071011327605
Position 397: 0.003947792037113026
Position 465: 0.0034547417181275512
Position 13840: 0.002695980833568886
Position 12245: 0.0022366662040523458
Position 12334: 0.0020621860687091657
Position 12321: 0.0017067760522979857
Position 12704: 0.0017021270916760553
Position 12777: 0.001512081801674562
Position 10392: 0.0004685693540974208
Position 5527: 0.0003136000845660907
Position 6766: 0.00020738109141265145
Position 5837: 0.00014513985160817847
Position 7500: 0.000123342533733721
Position 4444: 3.447324966664962e-05
Position 449: 1.4887022917229689e-06
Position 408: 1.105635412789917e-06
Position 653: 9.382388891701623e-07
Position 387: 2.1175700858566755e-07
Position 451: 3.400883659459759e-08
Position 415: 2.709760097552826e-08
Position 528: 2.5275131766116854e-08
Position 892: 1.999796116856098e-08
Position 413: 1.75728596097015e-08
Position 303: 1.507429307534819e-08
Position 258: 4.13477455867434e-09
Position 287: 1.6440505495483723e-09
Position 430: 6.268672724608925e-10
Position 297: 2.0864856141239378e-10
Position 275: 1.7015821562866716e-10
