Gene = SCNM1
index = 1230
Annotated 5SS: [ 162  500  981 1177 1373 2297]
Annotated 3SS: [ 428  891 1078 1283 2101 2943]
SMsplice 5SS: [ 162  500  981 1177 1373 2297]
SMsplice 3SS: [ 428  891 1078 1283 2151 2943]
top_k =  100
Partition function (log Z): 10.378920798881632

Sorted 5' Splice Sites (High to Low Probability):
Position 981: 0.9926173832271207
Position 500: 0.9918826742148922
Position 2297: 0.9896042594822011
Position 1177: 0.9852886843596629
Position 1373: 0.6564172944128656
Position 162: 0.5870191484219883
Position 211: 0.3279969601939577
Position 1395: 0.19732507638939048
Position 168: 0.07110083042897392
Position 2978: 0.03676384971032784
Position 751: 0.01777655762621499
Position 2644: 0.014898811883919514
Position 819: 0.004778132156801156
Position 2301: 0.004143495757707317
Position 2602: 0.0031302447046172477
Position 538: 0.003001036322194864
Position 1195: 0.001983735071626883
Position 2876: 0.001756593107174301
Position 1559: 0.0017059621334388738
Position 255: 0.0010816085262096804
Position 2874: 0.0010526525337070625
Position 108: 0.0010265002771906971
Position 923: 0.0007944080840568469
Position 985: 0.0005171023053292696
Position 330: 0.0003105656104487034
Position 287: 0.00026705438501752
Position 48: 0.00024158326804212102
Position 153: 0.00021670791584592732
Position 1441: 0.00018785087516858112
Position 1775: 0.00018198988248780586
Position 1650: 0.00016371717411850238
Position 794: 0.00014629351245406034
Position 305: 9.27359350529459e-05
Position 789: 7.21712623781463e-05
Position 290: 3.671081637604602e-05
Position 197: 2.1706866953908723e-05
Position 105: 1.785514781402718e-05
Position 142: 1.109607166319663e-05
Position 113: 4.585905116065254e-06
Position 61: 3.4114165855383254e-06
Position 318: 1.0867553317997774e-06
Position 31: 5.359130303138951e-07
Position 285: 4.6455971409495244e-07
Position 227: 3.4465732976137533e-07
Position 584: 1.151773328257681e-07
Position 727: 2.768759805158261e-08
Position 767: 2.4408421924865522e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1078: 0.9892983736453446
Position 891: 0.9745635773431145
Position 428: 0.9691444452718251
Position 1283: 0.8270165982889831
Position 2943: 0.6491488910711382
Position 2151: 0.35548121400520927
Position 2082: 0.2634393528288546
Position 2210: 0.2069624540136711
Position 2386: 0.18612924744270815
Position 2101: 0.16835034767670465
Position 2412: 0.07010635094675864
Position 3852: 0.05696217940626757
Position 2780: 0.03469786187810059
Position 577: 0.025636137909005097
Position 328: 0.015219431147233233
Position 3130: 0.010618772710346083
Position 1086: 0.00890028176894244
Position 1301: 0.008212235833505685
Position 4137: 0.008153012604173377
Position 2786: 0.006992728940009335
Position 3227: 0.006847401668607998
Position 716: 0.006567997641974607
Position 620: 0.0050576079372851674
Position 3969: 0.005048961536765791
Position 2960: 0.004872295589579556
Position 1319: 0.003759752636704064
Position 2706: 0.0037055366873026425
Position 1333: 0.0033591576798948537
Position 3107: 0.0029976589307928354
Position 3820: 0.002867748094673689
Position 3545: 0.0021547647057937034
Position 1351: 0.0020894046945978653
Position 3223: 0.001915090736645263
Position 962: 0.0018117452627907339
Position 2392: 0.0016338778239739877
Position 2903: 0.001006431479622794
Position 1985: 0.0009461405958588903
Position 602: 0.0007634911448749027
Position 645: 0.0003840693803878704
Position 583: 0.00037392593400954245
Position 812: 0.0003398595960872626
Position 834: 0.0003397814373350866
Position 751: 0.0002731617103914673
Position 1541: 0.00023228190323693743
Position 2857: 0.0002172376039996696
Position 453: 0.00016260523428983392
Position 1104: 0.00012600174930102096
Position 1676: 0.00011342515336937078
Position 785: 8.54847166190762e-05
Position 260: 8.096572420033201e-05
Position 433: 7.366663319139986e-05
Position 804: 6.741435121619168e-05
Position 1101: 5.434147980437244e-05
Position 721: 4.199238033760915e-05
Position 1941: 3.4086818951910666e-05
Position 2806: 3.359679657510939e-05
Position 724: 2.8359075574201527e-05
Position 1321: 2.7984175056524972e-05
Position 468: 2.4903454249682745e-05
Position 1107: 2.0937030134166717e-05
Position 436: 1.7592172711566278e-05
Position 457: 1.3847104633325324e-05
Position 1945: 1.3083768307932149e-05
Position 2550: 7.138106076968306e-06
Position 2485: 6.442712185670533e-06
Position 657: 6.077933799520441e-06
Position 1143: 2.731507024821746e-06
Position 1367: 2.8126204227775175e-08
Position 470: 2.196717992448668e-08
Position 122: 1.0988590891235636e-08
Position 263: 5.934598774492442e-09
Position 1372: 5.777310152229442e-09
Position 210: 3.7049015722473137e-09
Position 280: 2.4761277814927573e-09
Position 271: 1.449006538281144e-09
Position 124: 3.9608106263871195e-10
Position 129: 3.0934324905289127e-10
Position 166: 1.0886190704356854e-10
Position 162: 5.4204765253528585e-11
Position 197: 1.2337814767612094e-11
Position 132: 8.408981476242945e-12
