Gene = RER1
index = 1130
Annotated 5SS: [  126  4039  5388  7682  9103 10510]
Annotated 3SS: [ 3950  5282  7581  9023 10373 11201]
SMsplice 5SS: [  543  5388  7682  9103 10510]
SMsplice 3SS: [ 5282  7581  9023 10263 11201]
top_k =  100
Partition function (log Z): -1.7286969800641543

Sorted 5' Splice Sites (High to Low Probability):
Position 5388: 0.9911541915358972
Position 9103: 0.9096697994695365
Position 7682: 0.8721115987220502
Position 543: 0.7495049118819479
Position 10510: 0.6573427004053263
Position 1523: 0.6262434822765268
Position 4039: 0.599826876218784
Position 8253: 0.3250396212187939
Position 883: 0.31246541813388484
Position 2896: 0.16282339760891
Position 294: 0.15796140260472155
Position 3816: 0.15591285850758288
Position 9698: 0.10426869148631283
Position 9121: 0.08122263313712079
Position 5712: 0.07983213111503615
Position 9708: 0.06468910684384968
Position 4043: 0.058523461186160794
Position 126: 0.0457617663974371
Position 10018: 0.04556109689119427
Position 11249: 0.03882753674103797
Position 7718: 0.032276365167966954
Position 8434: 0.025215674643589404
Position 3542: 0.022703493470265936
Position 3831: 0.021566161623378877
Position 340: 0.016919321752654946
Position 8405: 0.015432862678005107
Position 7924: 0.009760108640270644
Position 10322: 0.009380137271221861
Position 6464: 0.007928521083007716
Position 1399: 0.006132993749370165
Position 960: 0.005312447571759049
Position 3694: 0.005276188681101269
Position 3157: 0.005127424939630221
Position 10408: 0.003231197585799876
Position 8049: 0.002968503125477266
Position 87: 0.002861559020460615
Position 8006: 0.002824016192162397
Position 8138: 0.0023989485611958157
Position 7687: 0.0012823055906249498
Position 512: 0.001263486797778918
Position 313: 0.0012229896272589295
Position 708: 0.0009924415652690494
Position 557: 0.0008828745325677017
Position 945: 0.0005678185682068507
Position 582: 0.00037281505847903485
Position 368: 0.00029218600870644046
Position 300: 0.0002494004796791267
Position 330: 0.0002442682656019793
Position 537: 0.00020282949668773518
Position 981: 0.0001843963826547279
Position 5862: 4.7760463096832715e-05
Position 5392: 4.384633705932463e-05
Position 253: 3.8864256424732674e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9023: 0.9914786557042239
Position 5282: 0.9709381252634621
Position 11201: 0.906510804720561
Position 7581: 0.9038382119749567
Position 10263: 0.5099974133003671
Position 3950: 0.4399846280319585
Position 7895: 0.33671073484851066
Position 3774: 0.28388273118911345
Position 729: 0.27092817916124123
Position 1436: 0.2533392850888749
Position 1398: 0.18812666029494382
Position 10373: 0.18715962131770048
Position 9605: 0.17546142644770107
Position 2813: 0.1627347986959336
Position 1374: 0.13416826140693452
Position 3956: 0.11196199831483454
Position 5557: 0.05869100272950038
Position 9864: 0.04874460790084507
Position 11492: 0.04721350192770873
Position 8317: 0.040648537321594486
Position 1239: 0.029134947187589938
Position 1210: 0.027607322047553902
Position 11601: 0.023885108033953165
Position 5175: 0.020259912609494224
Position 3391: 0.019464893539658072
Position 803: 0.016508540127992417
Position 12233: 0.010494696810337416
Position 5480: 0.00821493380374185
Position 6327: 0.007928521083007714
Position 5652: 0.007715107081634073
Position 10241: 0.007168433269990099
Position 8006: 0.006144012318418391
Position 10797: 0.005609066931667172
Position 3506: 0.005276188681101269
Position 5592: 0.005258847963256688
Position 646: 0.004408968514740432
Position 3043: 0.003457894320312897
Position 3326: 0.003238599930607863
Position 707: 0.002307453299405769
Position 3008: 0.0016695306193173242
Position 7390: 0.0011742485332768117
Position 740: 0.0008877909425305879
Position 808: 0.0008717353078008231
Position 7636: 0.0006578089724081069
Position 405: 0.0005264383559791517
Position 9052: 0.0004695634663448578
Position 864: 0.0003679452337468994
Position 542: 0.0002992979514889798
Position 7856: 0.00013645057097119636
Position 2828: 8.859891297630214e-05
Position 845: 8.25416102924863e-05
Position 485: 2.7900424493240394e-05
Position 670: 2.379588300308093e-05
Position 463: 2.2135975606528422e-05
