Gene = COA6
index = 390
Annotated 5SS: [211 922]
Annotated 3SS: [  761 10254]
SMsplice 5SS: [ 211  922 4142]
SMsplice 3SS: [  716  4049 10254]
top_k =  100
Partition function (log Z): -6.845849674074968

Sorted 5' Splice Sites (High to Low Probability):
Position 4142: 0.8561887557749815
Position 922: 0.8349839967673377
Position 3050: 0.3881279108384339
Position 211: 0.3542353387313355
Position 41: 0.34705296640186084
Position 142: 0.18924069087648335
Position 7458: 0.06057955739031019
Position 808: 0.052311837498104
Position 3326: 0.047027087561772915
Position 233: 0.04125281135648485
Position 7517: 0.026682028015230178
Position 8281: 0.01715750835634935
Position 195: 0.014435630180885077
Position 227: 0.013591851497768715
Position 4436: 0.012557197683984039
Position 978: 0.007769446251339296
Position 373: 0.007326299100241609
Position 542: 0.005590098041639043
Position 7319: 0.004634925961326367
Position 382: 0.0025372185162583607
Position 264: 0.0024395236522525635
Position 422: 0.001419259741142611
Position 67: 0.0009253124689582126
Position 161: 0.0006433932466810506
Position 333: 0.0005329817387216712
Position 31: 2.475307424920108e-05
Position 596: 1.4012782875349645e-05
Position 24: 9.599499903588652e-07
Position 15: 7.44195088825707e-07
Position 146: 1.6441366197444564e-08
Position 289: 1.597830824060884e-08
Position 244: 6.766987639881286e-09
Position 45: 3.8758272208494536e-09
Position 108: 2.3840427533351102e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10254: 0.9561163535197575
Position 4049: 0.8585382775693295
Position 716: 0.7692294286626589
Position 2925: 0.38742291972770204
Position 761: 0.08494984097490674
Position 7224: 0.06047750239342106
Position 3278: 0.04557941656997319
Position 7279: 0.03948071250539633
Position 8061: 0.01715750835634935
Position 9661: 0.013876501106932228
Position 4346: 0.013555690984649503
Position 663: 0.012387274795317932
Position 8905: 0.00901163426308418
Position 108: 0.005600762051265603
Position 798: 0.003040803373055093
Position 2771: 0.002976813111512772
Position 6718: 0.0018174636404662042
Position 5561: 0.0017325825809726375
Position 365: 0.0010402803423660953
Position 7572: 0.0007475268374180482
Position 6928: 0.0006657537582090258
Position 4462: 0.0006420356452932234
Position 4395: 0.0005664784910440565
Position 3683: 0.0004990498596391714
Position 6640: 0.0004283827316214645
Position 4545: 0.00021735932019588142
Position 4792: 0.00019652618698844668
Position 114: 0.00019450898480347445
Position 2204: 0.00018788172403239048
Position 4246: 0.00018417980154278275
Position 4834: 0.0001762853764238192
Position 161: 0.00011890853169410012
Position 3490: 0.0001084916165114578
Position 2805: 8.578060021514913e-05
Position 184: 8.134834315064258e-05
Position 398: 6.333823171301054e-05
Position 1027: 4.903952620602685e-05
Position 282: 4.1044724698482704e-05
Position 1400: 3.8356187321666936e-05
Position 671: 4.6052811053188426e-08
Position 918: 4.2860985313970994e-08
Position 524: 8.795319172918596e-09
