Gene = TAC1
index = 1369
Annotated 5SS: [ 288  828 1912 2385 2942 4445]
Annotated 3SS: [ 695 1814 2339 2917 4390 7965]
SMsplice 5SS: [ 288  828 1912 2942 8067]
SMsplice 3SS: [ 752 1814 2917 7965 8217]
top_k =  100
Partition function (log Z): 0.032797825225257426

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.986590181889592
Position 1912: 0.9417486026773199
Position 288: 0.9021087735050588
Position 2942: 0.7962378493326961
Position 8067: 0.7020884301540278
Position 6452: 0.24710991886322806
Position 555: 0.1688297090428921
Position 4445: 0.12394348734908917
Position 1115: 0.046793173679482714
Position 2243: 0.037684281464581075
Position 2385: 0.031529387042023405
Position 120: 0.021855731011524267
Position 457: 0.0193617500175492
Position 1467: 0.011378654449754414
Position 467: 0.008754485484374542
Position 549: 0.008570757765024936
Position 806: 0.007038693589069769
Position 2298: 0.0067788417808243556
Position 463: 0.0035182828948943433
Position 1535: 0.0023989527623255254
Position 1510: 0.0016627389022815734
Position 235: 0.001517866690602236
Position 99: 0.0014664329206218174
Position 278: 0.0012363927047244004
Position 2689: 0.0012155595707691725
Position 1935: 0.0008934381170493885
Position 449: 0.000658293550543953
Position 350: 0.0005946202236164227
Position 303: 0.0005351857243172977
Position 1635: 0.0005192154621183477
Position 124: 0.00038655520320397677
Position 104: 0.0003759947607160957
Position 471: 0.0003427335705960193
Position 459: 0.0001303612551980298
Position 33: 3.9548520041714466e-05
Position 10: 4.793350797130485e-06
Position 27: 4.0573919779572975e-06
Position 219: 2.455260195708676e-06
Position 115: 4.937863085124526e-07
Position 343: 1.986405419172568e-07
Position 324: 8.277148173676284e-08
Position 292: 3.908235462073671e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1814: 0.9319646147136387
Position 7965: 0.915862725221169
Position 752: 0.6726563179005349
Position 2917: 0.48290903333200824
Position 695: 0.3074080540567903
Position 2798: 0.30562359837685676
Position 8217: 0.2731689151117808
Position 6197: 0.2564160965795169
Position 8284: 0.2016484324202623
Position 439: 0.11617316688364913
Position 4390: 0.09032502003006185
Position 8318: 0.07091060990056845
Position 8243: 0.06224208340679922
Position 3039: 0.05301263378394983
Position 8315: 0.04066754558174268
Position 8437: 0.02952827355995971
Position 8530: 0.023922570172914923
Position 209: 0.021838258042096704
Position 1050: 0.01891939416575662
Position 2339: 0.016981953104837896
Position 2148: 0.016615995928013775
Position 4218: 0.015642143768309975
Position 2611: 0.013904242653862186
Position 2268: 0.01314663442553009
Position 4240: 0.01287123625861392
Position 1817: 0.012556861348472838
Position 2004: 0.011178796122986855
Position 1018: 0.009813234010498327
Position 4352: 0.009516812530713053
Position 1462: 0.008974646593789212
Position 899: 0.008028196957273335
Position 729: 0.008021182442529189
Position 3567: 0.007139840854258888
Position 1850: 0.005835731828829352
Position 1030: 0.003929691125670956
Position 1347: 0.0038304732218581196
Position 2066: 0.00367490660046484
Position 2038: 0.0035504642061931616
Position 2771: 0.003227093807437369
Position 648: 0.0029617164409861878
Position 762: 0.0025851105322231057
Position 938: 0.0016580662210438934
Position 1337: 0.0016258915408162097
Position 456: 0.0013947308386434672
Position 2096: 0.0013274213073070002
Position 2302: 0.0012544124928298302
Position 2131: 0.0011810193824304323
Position 907: 0.0009625864200424239
Position 554: 0.0009340204361127179
Position 1063: 0.0008724140474864085
Position 1312: 0.0006612366701412759
Position 3060: 0.0006595337574751163
Position 386: 0.0005973171065030998
Position 1162: 0.0005888292013912142
Position 1066: 0.000533221581825445
Position 765: 0.00047883338478506916
Position 499: 0.00041203971083003714
Position 3245: 0.00030206914468728876
Position 1133: 0.00029285469921039607
Position 475: 0.00029229667652157394
Position 2006: 0.00021966994722002692
Position 1985: 0.00021841588765669607
Position 441: 0.00011552807803276967
Position 172: 5.9971103716631263e-05
Position 349: 4.336817449505583e-05
Position 380: 1.695362929554866e-05
Position 606: 8.921134712100866e-06
Position 2020: 8.018451520296148e-06
Position 814: 1.8704300912495138e-06
Position 1085: 7.967189454371472e-07
Position 940: 1.2920580049695623e-07
Position 161: 1.242794890167974e-07
Position 253: 5.7463263891638236e-08
Position 131: 1.904772388873276e-08
Position 138: 1.1559143671645915e-08
Position 246: 1.1256170388174684e-08
Position 95: 9.16055108737494e-09
Position 233: 8.137831286898697e-09
Position 169: 6.757947506485401e-09
Position 179: 3.4435835442150455e-09
Position 217: 3.0459102045507614e-09
Position 219: 1.6525323744924366e-09
Position 181: 5.925286559778371e-10
Position 255: 4.337347914237793e-10
