Gene = ASTE1
index = 104
Annotated 5SS: [  296  1329  2798  8297 10659]
Annotated 3SS: [ 1207  1470  8085 10462 12414]
SMsplice 5SS: [  784  1329  1639  2798 10659 11621]
SMsplice 3SS: [ 1207  1470  2563 10462 11545 12414]
top_k =  100
Partition function (log Z): -3.397642757248117

Sorted 5' Splice Sites (High to Low Probability):
Position 10659: 0.9869001211022569
Position 1639: 0.9395859465666887
Position 2798: 0.8912185996693668
Position 1329: 0.8454547996053193
Position 11621: 0.7903563835987756
Position 7286: 0.5008962992141616
Position 784: 0.4970809456169477
Position 71: 0.38464763267791713
Position 8297: 0.3684164926127844
Position 615: 0.21477752814339504
Position 3223: 0.2089046514603693
Position 564: 0.12425068145553833
Position 1831: 0.11859964262207114
Position 11936: 0.07297109730314348
Position 9813: 0.060577047210523254
Position 296: 0.04412775655853379
Position 316: 0.02508173571942604
Position 300: 0.023283355626528487
Position 6657: 0.011635988870766552
Position 12005: 0.008880340297185273
Position 4813: 0.00439459583799562
Position 533: 0.002047091429312598
Position 226: 0.0004652582644525988
Position 382: 0.0004055312245088244
Position 332: 9.491318819447205e-05
Position 344: 3.94103409655818e-05
Position 163: 3.444968128429142e-05
Position 136: 4.141657640321878e-11
Position 178: 2.0906045506143584e-11
Position 75: 8.689589909902496e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10462: 0.9875622842281538
Position 12414: 0.9307787315030317
Position 1470: 0.9294220733062537
Position 2563: 0.8016260670032812
Position 1207: 0.7468746153910372
Position 11545: 0.5704804661596368
Position 7027: 0.48270339511575544
Position 8085: 0.3684164926127844
Position 11495: 0.23791403118487348
Position 3091: 0.1573743592824282
Position 414: 0.13399884639612333
Position 11748: 0.10268066494390797
Position 652: 0.09639211774026138
Position 1730: 0.08574381453429376
Position 9752: 0.06057704721052325
Position 692: 0.05810413505677536
Position 2595: 0.04897805014018306
Position 1238: 0.04753609639665894
Position 2523: 0.040029931841762845
Position 3061: 0.03677480915090896
Position 7074: 0.023774582445731596
Position 1070: 0.021013776255535514
Position 727: 0.018903631811271256
Position 1751: 0.01818160710561488
Position 11803: 0.01389896532367005
Position 1486: 0.013408297188906128
Position 1142: 0.011789150452853473
Position 6602: 0.011635988870766554
Position 1620: 0.009794737498304494
Position 1120: 0.008340881317392544
Position 2926: 0.007911421385997167
Position 2870: 0.0068440616410349545
Position 698: 0.006116743448045222
Position 12091: 0.005372071499385159
Position 455: 0.005011078929369285
Position 1075: 0.0029072010941103912
Position 10978: 0.0026791540205058275
Position 4569: 0.0023834648517390765
Position 12125: 0.002092798033784562
Position 4777: 0.0020111309862565437
Position 997: 0.0017649865524321316
Position 315: 0.001524245177228462
Position 1774: 0.0013837146844602
Position 437: 0.0007280743141064637
Position 2387: 0.000601029392527171
Position 381: 0.000595453742523038
Position 1435: 0.00016846248212695257
Position 1561: 0.00011834336941312525
Position 294: 5.614424633717928e-05
Position 136: 4.468280755186626e-05
Position 173: 4.434312745696637e-05
Position 375: 2.25091201029273e-05
Position 1903: 1.5157368085992886e-05
Position 255: 1.2295451507520665e-05
Position 470: 6.186979467771642e-06
Position 212: 1.6988536903713374e-06
Position 231: 1.241311660884866e-06
Position 175: 9.536298372351881e-07
