Gene = XPC
index = 1576
Annotated 5SS: [  318  5917  8346 10527 11615 13356 13971 19043 20773 22449 26449 29970
 30222 30876 31494]
Annotated 3SS: [ 5720  8232 10402 11529 13197 13849 18952 19890 22287 26366 29834 30051
 30781 31403 32623]
SMsplice 5SS: [  175  5917  6102  8346 10527 11615 13356 13971 19043 22449 24905 26449
 28326 29970 30222 30876 31494]
SMsplice 3SS: [ 5720  6042  8232 10402 11508 13197 13849 18952 22287 24749 26366 28140
 29834 30095 30781 31403 33169]
top_k =  100
Partition function (log Z): 22.257559293434475

Sorted 5' Splice Sites (High to Low Probability):
Position 8346: 0.9999999999999967
Position 13971: 0.9999714685734419
Position 30876: 0.9999665115525624
Position 28326: 0.9949062705986662
Position 11615: 0.9766458789204038
Position 29970: 0.9627400518924064
Position 13356: 0.9610674803132806
Position 19043: 0.9317372699670078
Position 5917: 0.9077017523224897
Position 10527: 0.8775629507604125
Position 26449: 0.8670062207843936
Position 31494: 0.8479662672359846
Position 30222: 0.8469418408884931
Position 22449: 0.7805265207524369
Position 6102: 0.5374643935560132
Position 24905: 0.4630147680312396
Position 31225: 0.4167031526919735
Position 175: 0.30707661596136926
Position 318: 0.289023053361672
Position 11274: 0.28728660833811637
Position 68: 0.2499554497503336
Position 25006: 0.2480739795689789
Position 6058: 0.2317832736460834
Position 16175: 0.21724488164438022
Position 31923: 0.16979166194168607
Position 359: 0.15394488092662523
Position 30517: 0.14224611177030844
Position 31531: 0.13984066544153617
Position 3239: 0.1102461063639962
Position 30226: 0.09392162171096277
Position 30542: 0.08908735344963654
Position 30455: 0.07901834547607038
Position 5849: 0.07542777744162249
Position 31149: 0.06752806690735182
Position 19048: 0.06719970380295592
Position 11270: 0.0645351151006609
Position 30426: 0.05290578309058994
Position 13562: 0.05252203525352529
Position 4873: 0.04627379384054899
Position 26974: 0.04056773452998905
Position 12510: 0.0359230304721691
Position 13506: 0.02894618440022669
Position 30475: 0.02794672112546168
Position 25010: 0.025759751982412236
