Gene = TRIP13
index = 1485
Annotated 5SS: [  448  2310  4152  7907  8789 11578 14551 15432 15819 19354 21935 23331]
Annotated 3SS: [ 2143  4021  7850  8697 11504 14486 15344 15711 19199 21821 23260 24364]
SMsplice 5SS: [  448  1078  2310  4152  8789 11325 11578 14487 14958 15432 15819 19354]
SMsplice 3SS: [  923  2143  4021  8697 11119 11504 14366 14742 15344 15711 19199 21821]
top_k =  100
Partition function (log Z): 12.120761507111835

Sorted 5' Splice Sites (High to Low Probability):
Position 11578: 1.0000000000000029
Position 8789: 1.000000000000002
Position 15819: 0.9997708841388031
Position 4152: 0.9973909106633297
Position 19354: 0.9625481577094152
Position 448: 0.9611718281207091
Position 15432: 0.9580178661962924
Position 2310: 0.9467855554850082
Position 14487: 0.768439335268506
Position 24509: 0.7292921711457608
Position 11325: 0.724446443112601
Position 21935: 0.6545523942442778
Position 24325: 0.6318385981131058
Position 1078: 0.5455109856689685
Position 7907: 0.5267625335298298
Position 23331: 0.4601303315891368
Position 4351: 0.45990594067225965
Position 14958: 0.40826170104634274
Position 15644: 0.38971823195646593
Position 2578: 0.315368545091679
Position 8172: 0.27928078572625004
Position 14860: 0.23775259330397244
Position 14953: 0.20155902466150177
Position 16101: 0.17033613438087677
Position 19956: 0.09612520963708157
Position 3248: 0.0938651258499321
Position 14551: 0.08281112731823365
Position 10141: 0.06886037117192717
Position 968: 0.05328102826653469
Position 1073: 0.04407525867274945
Position 4355: 0.0406222035340863
Position 21743: 0.030420938448808266
Position 4527: 0.019773205350303857
Position 20836: 0.012591535280451226
Position 214: 0.01045700656186599
Position 1844: 0.008660705909422656
Position 4507: 0.00864621968256163
Position 225: 0.00852824286820455
Position 428: 0.008005502275363233
Position 2295: 0.007373122924441978
Position 22278: 0.006413161092689598
Position 4415: 0.006101681880311861
Position 957: 0.003133699533841029
Position 973: 0.0022591591668259738
Position 2470: 0.0019432199299950945
Position 15065: 0.0014814956899221912
Position 222: 0.0014665682401468088
Position 558: 0.001381136606117559
Position 1308: 0.00132740193196009
Position 14883: 0.00117698194125181
Position 4188: 0.0011504325228045861
Position 307: 0.0006999184584804569
Position 4159: 0.0003096853497387589
Position 302: 0.00010517588802956824
Position 4139: 4.4838784628066234e-05
Position 128: 2.8672396816538215e-05
Position 66: 2.4329666376886204e-05
Position 327: 9.627188483713533e-07
Position 185: 8.55461399414761e-07
Position 416: 1.7915968843140966e-07
Position 422: 9.476552773179505e-08
Position 461: 3.813708340807575e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11504: 1.000000000000003
Position 15711: 0.998088558849433
Position 8697: 0.9824132886879366
Position 15344: 0.9580178661962934
Position 2143: 0.9461506298865352
Position 19199: 0.9429345480975885
Position 4021: 0.8866172603846241
Position 14366: 0.8512504625867398
Position 14742: 0.8502317966429918
Position 11119: 0.724446443112601
Position 21821: 0.7213659882621766
Position 24118: 0.6037716366678614
Position 923: 0.6034977294152984
Position 24413: 0.5808797984921105
Position 4257: 0.5330079522429133
Position 23260: 0.4757759779781911
Position 7850: 0.45412020579944545
Position 24722: 0.31598880868690954
Position 15529: 0.3106828389388462
Position 2390: 0.25621394492817695
Position 24364: 0.20597542281335232
Position 8058: 0.1784041852055914
Position 15901: 0.17135181101528119
Position 24759: 0.16883106990491678
Position 24748: 0.13278786438493653
Position 25075: 0.09697602609864721
Position 4066: 0.09651889783977811
Position 3123: 0.08572946414880696
Position 7827: 0.08519049090046918
Position 24135: 0.08200353326781526
Position 15513: 0.07062455415560757
Position 19813: 0.05941233188821634
Position 25296: 0.03471127940996273
Position 19838: 0.03450243642116501
Position 24692: 0.030955922281383216
Position 21625: 0.030420938448808266
Position 7930: 0.030249798418481067
Position 8031: 0.030096402973155155
Position 9992: 0.028916595139424055
Position 7875: 0.027982235958937583
Position 2455: 0.02645463325415503
Position 762: 0.022274911185318384
Position 9890: 0.021465169686509144
Position 19095: 0.01961360961182656
Position 9947: 0.018478606345993957
Position 23373: 0.017751813604160484
Position 8734: 0.017586711312065337
Position 3970: 0.01575970909609916
Position 2407: 0.01005896796322629
Position 15582: 0.00896458510011091
Position 2437: 0.008429133092496929
Position 3171: 0.008135661701125087
Position 2512: 0.008014129919617528
Position 20734: 0.007304099682659452
Position 2110: 0.006782402974110484
Position 1783: 0.0066749292761539
Position 21742: 0.006216499476088331
Position 20756: 0.005287435597791774
Position 22140: 0.00445898775039865
Position 2462: 0.004336815811772213
Position 677: 0.004018009941120632
Position 2286: 0.003915893307122896
Position 642: 0.0037028986931229983
Position 19594: 0.0022104413277002203
Position 4265: 0.002041298876609774
Position 22160: 0.0019541733422909486
Position 957: 0.0017307200319941147
Position 1762: 0.0014092874564105603
Position 1158: 0.0013274019319600907
Position 715: 0.0011850237534640398
Position 15746: 0.0011285790512721562
Position 2401: 0.00109478559014559
Position 875: 0.0010003399150758576
Position 800: 0.0008588097375197726
Position 16720: 0.0008061771293644798
Position 1642: 0.000576489176858193
Position 385: 0.0005547782251804318
Position 1040: 0.0005132668194318093
Position 1061: 0.000400361620507834
Position 526: 8.930070149189967e-05
Position 306: 6.172408125919453e-05
Position 406: 5.984751615273786e-05
Position 501: 5.247486429192123e-05
Position 556: 4.782089549941985e-05
Position 382: 3.829049482742341e-05
Position 427: 3.27492456718576e-05
Position 2517: 1.910670376577177e-05
Position 364: 1.090469608038788e-05
Position 818: 4.947795266417291e-07
Position 592: 1.516973661296408e-07
