Gene = TWISTNB
index = 1512
Annotated 5SS: [ 325 4309 9016]
Annotated 3SS: [ 4166  8806 10359]
SMsplice 5SS: [ 325 4309 9016]
SMsplice 3SS: [ 4166  8806 12621]
top_k =  100
Partition function (log Z): -6.4553946988609106

Sorted 5' Splice Sites (High to Low Probability):
Position 4309: 0.9877959044767616
Position 9016: 0.9849334942086724
Position 325: 0.9480920758093204
Position 2864: 0.37285064948549657
Position 7175: 0.3413902029742482
Position 12806: 0.31407270913211754
Position 7541: 0.161959596730865
Position 128: 0.1257227478848504
Position 7317: 0.06559899047663445
Position 1271: 0.029914030814332283
Position 7387: 0.02608820583370612
Position 8649: 0.02202233598634069
Position 81: 0.0159571267731768
Position 494: 0.0006206696210016286
Position 829: 0.0003597557632453645
Position 555: 0.0002970294839771855
Position 604: 0.0002654390438674946
Position 121: 0.0002553795606931824
Position 418: 0.00016263817969150465
Position 191: 9.543447581894548e-05
Position 183: 8.27633068943706e-05
Position 50: 1.1848564685212036e-05
Position 34: 5.140932258450022e-06
Position 26: 7.470203881593056e-07
Position 160: 1.2768623779203082e-07
Position 198: 1.0289169718472717e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4166: 0.9662736106005937
Position 8806: 0.9558359198997334
Position 12621: 0.5339508336834993
Position 7076: 0.4342773542692899
Position 12899: 0.25344778807072427
Position 7444: 0.16195959673086496
Position 2795: 0.15532481001248052
Position 2636: 0.15402588847934898
Position 13207: 0.1333859622799504
Position 13037: 0.11216078844967826
Position 10359: 0.09098113819047787
Position 2737: 0.046978786191293254
Position 267: 0.04623319707967133
Position 11027: 0.045664443025186574
Position 8718: 0.041239743052755684
Position 9448: 0.03445271094447418
Position 198: 0.03151949031994606
Position 1147: 0.02994162639040777
Position 8354: 0.02202233598634069
Position 4174: 0.02152197801583185
Position 11159: 0.01698495310393981
Position 9311: 0.016778744531441365
Position 9418: 0.013874241023042494
Position 12850: 0.012725077669987907
Position 9102: 0.01227203577688389
Position 234: 0.010415167447121655
Position 9135: 0.00821478060647024
Position 2502: 0.007937550942600504
Position 9261: 0.0061357189689087085
Position 2553: 0.004316650153423359
Position 2534: 0.004266963706349987
Position 158: 0.00376117215106165
Position 11225: 0.0033775211425838983
Position 10014: 0.0018626116565909898
Position 9577: 0.001410870296610951
Position 9632: 0.001325983920338428
Position 7903: 0.000642128819234028
Position 4635: 0.0004562803271980517
Position 4441: 0.00044621432907267493
Position 4858: 0.00015216301123154106
Position 3891: 3.1586033625049795e-07
