Gene = SRA1
index = 1328
Annotated 5SS: [ 883 1164 6329 7250]
Annotated 3SS: [1037 6125 7140 7398]
SMsplice 5SS: [  49  883 1164 7250]
SMsplice 3SS: [ 717 1037 7140 7398]
top_k =  100
Partition function (log Z): -5.140506365490102

Sorted 5' Splice Sites (High to Low Probability):
Position 1164: 0.9981685864450826
Position 7250: 0.8521096761699065
Position 883: 0.7835840256686685
Position 49: 0.6782975488300855
Position 7470: 0.3685983518586944
Position 869: 0.1211423582787964
Position 7485: 0.09581389599729687
Position 550: 0.0529448075298968
Position 7256: 0.03812612845255192
Position 374: 0.03218175552087953
Position 6329: 0.024365049092482792
Position 803: 0.009555693030324388
Position 462: 0.005489097854557594
Position 243: 0.003214954477700494
Position 260: 0.002122381048939425
Position 94: 0.002035230906252412
Position 1701: 0.0019581440001202608
Position 325: 0.0016495921567235017
Position 160: 0.0013952075776539482
Position 913: 0.0011240699648761244
Position 873: 0.00013894724415460509
Position 1341: 2.5158201120964296e-05
Position 1216: 9.848159416972398e-06
Position 1309: 5.559095958269482e-06
Position 1515: 3.7607748838907544e-06
Position 53: 1.9841691895252864e-07
Position 34: 1.804314079518942e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7398: 0.9178626214016224
Position 1037: 0.8882492629948684
Position 7140: 0.7663007207097832
Position 717: 0.378611585280981
Position 741: 0.21234828401722852
Position 7920: 0.16427093285641864
Position 8032: 0.14491202833756198
Position 7185: 0.12393508391267531
Position 7625: 0.10906143482463344
Position 977: 0.10041814355989427
Position 7368: 0.04134829618055274
Position 673: 0.04043896838153595
Position 7975: 0.031905670895722195
Position 654: 0.02930587580517633
Position 6125: 0.024365049092482792
Position 706: 0.022966495116160217
Position 7590: 0.01898043700711405
Position 983: 0.011320870387887857
Position 693: 0.009038901509301289
Position 7972: 0.006721304631819243
Position 5663: 0.004649579285471807
Position 4374: 0.004534436765186198
Position 1514: 0.004514194454487635
Position 5394: 0.003601477597629775
Position 8175: 0.002919472741338324
Position 4525: 0.002271911997588935
Position 1653: 0.0019834290545207986
Position 1340: 0.0014242473039879678
Position 1258: 0.0011641490735708176
Position 2619: 0.0010297614015425428
Position 2190: 0.0009380633519031926
Position 846: 0.0006428465305064236
Position 627: 0.0006380455790968626
Position 406: 0.0003357143638342187
Position 591: 0.00028631314565467404
Position 2213: 0.00028379890370829004
Position 143: 0.0002542614997302778
Position 1387: 0.00020609176796161774
Position 1072: 1.0301877983294986e-05
Position 562: 8.633666303855301e-06
Position 1090: 9.690896891815964e-07
Position 1421: 3.7844196913834593e-07
