Gene = IBA57
index = 672
Annotated 5SS: [ 343 9215]
Annotated 3SS: [8876 9306]
SMsplice 5SS: [ 343 9215]
SMsplice 3SS: [ 8876 15366]
top_k =  100
Partition function (log Z): -10.688390451923496

Sorted 5' Splice Sites (High to Low Probability):
Position 343: 0.9093415499907276
Position 9215: 0.8740983713380233
Position 3017: 0.4673369806682105
Position 182: 0.0710238473796867
Position 9522: 0.06551331923585303
Position 926: 0.04315940376511113
Position 2820: 0.03541750919815713
Position 85: 0.03441477142474938
Position 2593: 0.02660656786585391
Position 1300: 0.012082478140664505
Position 1061: 0.007369527275229978
Position 8980: 0.004047476057349923
Position 337: 0.0010675921850422144
Position 1019: 0.0002661719788965515
Position 906: 0.0002339840318376077
Position 698: 0.00016404339002249862
Position 53: 9.503574083704023e-05
Position 492: 4.589219739411791e-05
Position 450: 2.8956446957352204e-05
Position 713: 2.0494115287334103e-05
Position 305: 1.686126523219476e-05
Position 117: 1.0039527511871007e-05
Position 496: 9.626743333553492e-06
Position 633: 8.394448275246441e-06
Position 520: 8.025336807386336e-06
Position 725: 3.6579506340973718e-06
Position 246: 3.4703403313247365e-07
Position 111: 1.5146126916160116e-07
Position 186: 3.3422093984100278e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8876: 0.9402638006753042
Position 15366: 0.5423036448409171
Position 2922: 0.417243014276681
Position 9306: 0.4156992824383017
Position 2675: 0.08351108817285836
Position 857: 0.03477024744406979
Position 745: 0.0217374771843746
Position 2342: 0.015118471561807987
Position 215: 0.013832016613940772
Position 2927: 0.010148451927685749
Position 1101: 0.009154123984031924
Position 2431: 0.008183002712179166
Position 7848: 0.00704925178663664
Position 5892: 0.005556331576048004
Position 7986: 0.005157299170506327
Position 1173: 0.0045524850686600865
Position 2261: 0.00423754685595987
Position 310: 0.0024269330945017884
Position 969: 0.0022134972728697156
Position 6911: 0.0020726559007762093
Position 3600: 0.001390324780840508
Position 3118: 0.0013870272298617827
Position 5376: 0.0011544574686050768
Position 3464: 0.0008306783027581373
Position 6221: 0.0006512583870016677
Position 4096: 0.0005582915087677151
Position 1561: 0.0003607132746310593
Position 1586: 0.00023275022212022504
Position 1267: 0.00021393035969100412
Position 1077: 0.00012922784883751874
Position 2827: 8.744406932467032e-05
Position 948: 8.413728810054408e-05
Position 1429: 7.01650144400182e-05
Position 2819: 9.710950540456462e-06
Position 246: 3.4027156707571684e-07
