Gene = ETF1
index = 512
Annotated 5SS: [  204   468 24609 25740 29733 30537 31826 32256 32736 34632]
Annotated 3SS: [  363 24432 25599 29593 30345 31695 32099 32670 34483 34912]
SMsplice 5SS: [  204   468 13746 24609 25740 29733 32256]
SMsplice 3SS: [  363 13621 24432 25599 29593 32099 34912]
top_k =  100
Partition function (log Z): -16.65131061801116

Sorted 5' Splice Sites (High to Low Probability):
Position 468: 0.9996780296020122
Position 204: 0.997864037752242
Position 9190: 0.31454752224826277
Position 10898: 0.2839465765498087
Position 13746: 0.1766617552253339
Position 1129: 0.13354201812589167
Position 4237: 0.07390203706868914
Position 9267: 0.04235086437971304
Position 1782: 0.0220672173568946
Position 2731: 0.01778569752245684
Position 78: 0.0013420590737229581
Position 229: 0.0007449699781885925
Position 782: 5.034468546967764e-05
Position 926: 4.1024044977787376e-05
Position 59: 2.4353848487938152e-05
Position 132: 1.4756551105738097e-05
Position 596: 1.1659809617523445e-05
Position 123: 9.057127955642264e-06
Position 125: 5.89189739884191e-07
Position 238: 9.152212811063006e-08
Position 667: 8.718081529515534e-08
Position 336: 3.1491214658682555e-08
Position 328: 2.3851432883017026e-08
Position 479: 2.3231150984839027e-08
Position 623: 1.796465796507743e-08
Position 64: 1.32251583682041e-08
Position 334: 1.3180623226371889e-08
Position 599: 5.510535886073218e-09
Position 415: 4.4066268394698884e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 363: 0.9668795262846739
Position 13621: 0.9640725086639803
Position 9061: 0.3594884338097304
Position 10734: 0.3004668145989231
Position 14174: 0.1433843898256107
Position 1018: 0.08076061578209097
Position 4164: 0.07424099526131812
Position 15099: 0.03327736539972362
Position 308: 0.02312904184536609
Position 877: 0.02139369569494006
Position 1661: 0.015706143578758103
Position 2672: 0.01493409941080356
Position 1066: 0.01293412214535293
Position 410: 0.009615646549732838
Position 1033: 0.008075297636938957
Position 1494: 0.005549333482150129
Position 781: 0.0048397399682285885
Position 838: 0.004423587123852516
Position 2587: 0.00361076956484631
Position 6443: 0.0034742607554340155
Position 693: 0.0032517070354607393
Position 8729: 0.001692632321490758
Position 1666: 0.001594504146014708
Position 6800: 0.0013204145341962218
Position 1970: 0.0008176816109005269
Position 1817: 0.0007772242320086012
Position 2000: 0.0007428916318131403
Position 6424: 0.0006860574432712639
Position 6941: 0.0006650026735371705
Position 5985: 0.0006252875762351641
Position 2298: 0.0003232241719755883
Position 4647: 0.000258998656074831
Position 398: 0.0002454787815823898
Position 3709: 0.00018903458338240356
Position 4456: 0.00017641461911712303
Position 3842: 0.0001668733299313968
Position 3215: 0.0001568288830668009
Position 2501: 0.0001411475335646822
Position 3376: 0.00013430762676701745
Position 1517: 8.158344543700353e-05
Position 717: 6.697110094447846e-05
Position 754: 6.155864334491964e-05
Position 373: 6.0159590758812384e-05
Position 370: 5.125054583355542e-05
Position 367: 1.8007844801281754e-05
Position 1633: 8.421221549762339e-06
Position 1587: 6.208369201314995e-06
Position 881: 5.138186265916152e-06
Position 520: 8.00547114127929e-07
Position 1075: 5.669818256581853e-07
Position 919: 5.327486509243827e-07
Position 1052: 4.820962428286426e-07
Position 935: 4.6209336240363793e-07
Position 759: 3.3228712322882443e-07
Position 671: 1.8166269844997325e-07
Position 602: 4.694293943795558e-08
Position 420: 4.3703169945229876e-08
Position 381: 1.0536906456392393e-08
Position 266: 8.846439255207409e-09
Position 286: 5.7876114701347165e-09
Position 290: 5.387100431156417e-09
Position 429: 1.6630615628389676e-13
Position 435: 6.793641372764715e-15
Position 438: 3.3072361320265162e-15
